Contact ID,CustomerID,Firm ID,Office ID,Channel,Sub channel,Firm name,
0284611,1234,3002173,85101153315064166356,Independent Dealer,IBD,"BMO Harris Financial Advisors, Inc.",
0284722,1235,1776450,17764500095,Independent Dealer,IBD,"BB&T Securities, LLC",
0284731,1236,1282578,85102121345856984699,Independent Dealer,IBD,Cetera Advisor Networks LLC,
0284742,1237,1735461,85102130524789910127,Independent Dealer,IBD,Raymond James & Associates Inc.,
0284871,1238,9000166,85101140224839886077,Independent Dealer,NACS,Wells Fargo Advisors,
0284894,1239,9000166,85101142345034215580,Independent Dealer,NACS,Wells Fargo Advisors,
0284949,1240,0001194,00011941578,Independent Dealer,IBD,"Ameriprise Financial Services, Inc.",
0285010,1241,1948520,17993108179,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0285079,1242,1789920,18170750002,Independent Dealer,IBD,Muriel Siebert & Co. Inc.,
0285175,1243,3000531,10751171733765277456,Dual,IBD,First Financial Equity Corp.,
0285193,1244,3000269,30002690023,Dual,RIA,"Girard Securities, Inc",
0285212,1245,1076974,10769740654,Independent Dealer,IBD,Robert W. Baird & Co. Inc.,
0285371,1246,85201112683918276481,85202150153885466593,Independent Dealer,NACS,Wells Fargo Banking & Investment Services,
0285387,1247,0001194,00011942309,Independent Dealer,IBD,"Ameriprise Financial Services, Inc.",
0285433,1248,0022885,14241028231,Independent Dealer,IBD,LPL Financial LLC,
0285440,1249,1948520,17993101365,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0285454,1250,1567450,15674501468,National Broker-Dealer,NACS,Merrill Lynch,
0285465,1251,0032103,85101112455965880376,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC",
0285597,1252,1457652,14576520006,Independent Dealer,IBD,Janney Montgomery Scott LLC,
0285784,1253,1567450,15674501362,National Broker-Dealer,NACS,Merrill Lynch,
0286008,1254,0001194,00011943180,Independent Dealer,IBD,"Ameriprise Financial Services, Inc.",
0286043,1255,3000483,10751172013612224379,Independent Dealer,IBD,National Securities Corp.,
0286080,1256,1567450,15674502237,National Broker-Dealer,NACS,Merrill Lynch,
0286171,1257,85101103534507518810,85201113004445885229,National Broker-Dealer,NACS,Citi PWM,
0286386,1258,1688552,16885520243,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0286684,1259,1948520,10761193325717814983,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0286901,1260,1273255,12732550308,Independent Dealer,NACS,Oppenheimer & Co. Inc.,
0286954,1261,3000282,85102131135042557705,Independent Dealer,IBD,"Valic Financial Advisors, Inc.",
0287018,1262,1735461,17354610310,Independent Dealer,IBD,Raymond James & Associates Inc.,
0287079,1263,3005307,30053070001,Independent Dealer,IBD,Gurun Investment Advisors Inc,
0287204,1264,85101163234833023033,30002660051,Private Client Group,NACS,J.P. Morgan Securities,
0287319,1265,0001194,00011941277,Independent Dealer,IBD,"Ameriprise Financial Services, Inc.",
0287331,1266,1735461,10761183625859458540,Independent Dealer,IBD,Raymond James & Associates Inc.,
0287343,1267,1948520,17993108002,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0287743,1268,0001194,00011940845,Independent Dealer,IBD,"Ameriprise Financial Services, Inc.",
0287916,1269,1567450,15674500093,National Broker-Dealer,NACS,Merrill Lynch,
0287976,1270,1567450,10761172315162678517,National Broker-Dealer,NACS,Merrill Lynch,
0287987,1271,1948520,17993101005,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0287998,1272,9000166,90001661929,Independent Dealer,NACS,Wells Fargo Advisors,
0288003,1273,0011419,00114190129,Independent Dealer,IBD,"Summit Brokerage Services, Inc.",
0288032,1274,1457652,14576520747,Independent Dealer,IBD,Janney Montgomery Scott LLC,
0288093,1275,85102150145233049249,85202141363771476365,Independent Dealer,IBD,W&S Brokerage Services,
0288227,1276,1948520,19485200055,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0288313,1277,0020917,85102142425141971907,Dual,IBD,Kestra Investment Services,
0288493,1278,9000166,90001660136,Independent Dealer,NACS,Wells Fargo Advisors,
0288549,1279,1471422,14714225394,Independent Dealer,IBD,Edward Jones,
0288556,1280,1152749,85202111035213832422,Independent Dealer,IBD,Commonwealth Financial Network,
0288829,1281,1735461,85202151544523139149,Independent Dealer,IBD,Raymond James & Associates Inc.,
0288898,1282,1171547,11715471018,Independent Dealer,NACS,RBC Wealth Management,
0288983,1283,0032103,85202132395697111832,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC",
0289041,1284,1735461,85202141554564354642,Independent Dealer,IBD,Raymond James & Associates Inc.,
0289182,1285,1171547,11715471186,Independent Dealer,NACS,RBC Wealth Management,
0289224,1286,1735461,17354610564,Independent Dealer,IBD,Raymond James & Associates Inc.,
0289251,1287,1735461,10761173623839915961,Independent Dealer,IBD,Raymond James & Associates Inc.,
0289446,1288,0002096,10751180455315719877,Independent Dealer,IBD,"Raymond James Financial Services, Inc.",
0289459,1289,85201112683918276481,85102113274937002916,Independent Dealer,NACS,Wells Fargo Banking & Investment Services,
0289508,1290,1735461,15831800996,Independent Dealer,IBD,Raymond James & Associates Inc.,
0289825,1291,1948520,17993101260,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0289872,1292,1511413,15114132018,Independent Dealer,IBD,Lincoln Financial Advisors Corp.,
0289959,1293,85201112683918276481,85202112695847971278,Independent Dealer,NACS,Wells Fargo Banking & Investment Services,
0290076,1294,1567450,15674500076,National Broker-Dealer,NACS,Merrill Lynch,
0290266,1295,9000166,90001660950,Independent Dealer,NACS,Wells Fargo Advisors,
0290273,1296,1567450,15674502578,National Broker-Dealer,NACS,Merrill Lynch,
0290292,1297,85201112683918276481,85102120334064450716,Independent Dealer,NACS,Wells Fargo Banking & Investment Services,
0290303,1298,0001366,10751172733918159003,Independent Dealer,IBD,"Harbour Investments, Inc.",
0290492,1299,1567450,15674500338,National Broker-Dealer,NACS,Merrill Lynch,
0290621,1300,1948520,19485201419,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0291366,1301,1273255,12732550284,Independent Dealer,NACS,Oppenheimer & Co. Inc.,
0291508,1302,85201112683918276481,85102141545205941341,Independent Dealer,NACS,Wells Fargo Banking & Investment Services,
0291696,1303,0002096,85102113523363614113,Independent Dealer,IBD,"Raymond James Financial Services, Inc.",
0291774,1304,1688552,16885520931,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0291789,1305,1567450,15674500295,National Broker-Dealer,NACS,Merrill Lynch,
0292054,1306,1688552,16885522318,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0292609,1307,0033637,85202140435244343846,Independent Dealer,IBD,"Vanderbilt Securities, LLC",
0292727,1308,1423908,85101140753407323509,Independent Dealer,IBD,"Royal Alliance Associates, Inc.",
0293419,1309,9000166,85202111505403531212,Independent Dealer,NACS,Wells Fargo Advisors,
0293604,1310,1036815,10751192944551463334,Independent Dealer,IBD,"Woodbury Financial Services, Inc.",
0293775,1311,85201112683918276481,85202120263861757691,Independent Dealer,NACS,Wells Fargo Banking & Investment Services,
0293864,1312,1076974,10769740330,Independent Dealer,IBD,Robert W. Baird & Co. Inc.,
0293889,1313,3001220,85102131574196310698,Independent Dealer,IBD,PNC Investments LLC,
0293891,1314,1688552,16885522318,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0293950,1315,0022885,00228855799,Independent Dealer,IBD,LPL Financial LLC,
0294126,1316,1688552,16885520122,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0294177,1317,9000166,90001660945,Independent Dealer,NACS,Wells Fargo Advisors,
0294369,1318,9000166,90001663647,Independent Dealer,NACS,Wells Fargo Advisors,
0294590,1319,1152749,85201132904269643116,Independent Dealer,IBD,Commonwealth Financial Network,
0294611,1320,1735461,00020963461,Independent Dealer,IBD,Raymond James & Associates Inc.,
0294633,1321,1589300,10751172275745053593,Independent Dealer,IBD,Cetera Advisors LLC,
0294778,1322,1816025,18160250947,Independent Dealer,IBD,"Stifel, Nicolaus & Co., Inc.",
0294788,1323,1688552,16885521155,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0294983,1324,0016774,00282510006,Dual,IBD,"Cambridge Investment Research, Inc.",
0295089,1325,3000782,85201131035181116405,Independent Dealer,IBD,"J.W. Cole Financial, Inc.",
0295141,1326,9000166,85102121933893747910,Independent Dealer,NACS,Wells Fargo Advisors,
0295323,1327,0016774,00872121366797034403,Dual,IBD,"Cambridge Investment Research, Inc.",
0295393,1328,1174280,11622450003,Independent Dealer,IBD,D.A. Davidson & Co. Inc.,
0295395,1329,0021129,00211290018,Dual,IBD,Harrisdirect LLC,
0295461,1330,0001194,10761182744154559672,Independent Dealer,IBD,"Ameriprise Financial Services, Inc.",
0295625,1331,3005036,85102131804368927637,Bank/Trust,NACS,Bank Of America Private Bank,
0295636,1332,1948520,17993101903,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0296023,1333,1457652,85101161434127693737,Independent Dealer,IBD,Janney Montgomery Scott LLC,
0296138,1334,1567450,15674501148,National Broker-Dealer,NACS,Merrill Lynch,
0296217,1335,3004820,30048200001,Discount,IBD,"Alps Distributors, Inc.",
0296311,1336,1948520,17993101826,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0296363,1337,1948520,85202142423313725626,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0296497,1338,3004515,30045150003,Independent Dealer,IBD,RBS Securities Inc.,
0296504,1339,1457652,85101122893170124675,Independent Dealer,IBD,Janney Montgomery Scott LLC,
0296967,1340,1457652,14576520001,Independent Dealer,IBD,Janney Montgomery Scott LLC,
0297146,1341,1948520,19485201730,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0297252,1342,1294515,12945152574,Dual,IBD,FSC Securities Corp.,
0297462,1343,3004728,00033010421,Independent Dealer,RIA,Fidelity Brokerage Services LLC,
0297600,1344,1948520,17993101868,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0297673,1345,0021809,00218090009,Independent Dealer,IBD,"Southeast Investments, NC, Inc.",
0297821,1346,0022885,85201132733499882229,Independent Dealer,IBD,LPL Financial LLC,
0297843,1347,1688552,85201150742921060493,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0297869,1348,0022885,85202121053885495363,Independent Dealer,IBD,LPL Financial LLC,
0298146,1349,3002638,10751180575671193771,Bank/Trust,NACS,Wells Fargo Private Bank,
0298171,1350,0022885,00228851196,Independent Dealer,IBD,LPL Financial LLC,
0298237,1351,0022885,10761172614591239107,Independent Dealer,IBD,LPL Financial LLC,
0298367,1352,1948520,19485208342,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0298370,1353,1567450,15674503500,National Broker-Dealer,NACS,Merrill Lynch,
0298679,1354,0022885,00228855772,Independent Dealer,IBD,LPL Financial LLC,
0298969,1355,1948520,17993101665,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0299098,1356,1567450,15674501175,National Broker-Dealer,NACS,Merrill Lynch,
0299241,1357,1567450,15674502053,National Broker-Dealer,NACS,Merrill Lynch,
0299483,1358,3003263,85102150664836884904,Independent Dealer,IBD,"Capital One Investing, LLC",
0299488,1359,1735461,17354610087,Independent Dealer,IBD,Raymond James & Associates Inc.,
0299494,1360,1948520,17993101515,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0299742,1361,9000166,90001663264,Independent Dealer,NACS,Wells Fargo Advisors,
0299859,1362,0004757,00047570228,Bank/Trust,IBD,"SunTrust Investment Services, Inc.",
0299880,1363,0032103,85102133696237321292,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC",
0299963,1364,1688552,16885522009,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0300011,1365,0001334,85201141684960817240,Independent Dealer,IBD,"Fifth Third Securities, Inc.",
0300195,1366,0002096,00020960835,Independent Dealer,IBD,"Raymond James Financial Services, Inc.",
0300395,1367,0002096,85102141554610273573,Independent Dealer,IBD,"Raymond James Financial Services, Inc.",
0300783,1368,0032103,00321030557,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC",
0301169,1369,1567450,15674502096,National Broker-Dealer,NACS,Merrill Lynch,
0301290,1370,1567450,15674500093,National Broker-Dealer,NACS,Merrill Lynch,
0301353,1371,1567450,15674501021,National Broker-Dealer,NACS,Merrill Lynch,
0301355,1372,1567450,85101162544469272050,National Broker-Dealer,NACS,Merrill Lynch,
0301546,1373,1567450,15674500089,National Broker-Dealer,NACS,Merrill Lynch,
0301568,1374,1688552,16885521134,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0301657,1375,2612075,26120750013,Private Client Group,NACS,Northern Trust Securities Inc.,
0301701,1376,0011874,00118740399,Bank/Trust,IBD,Park Avenue Securities LLC,
0301799,1377,9000166,10761193263178211856,Independent Dealer,NACS,Wells Fargo Advisors,
0301816,1378,0011419,85202153363624273817,Independent Dealer,IBD,"Summit Brokerage Services, Inc.",
0301883,1379,0016775,00167750033,Independent Dealer,IBD,"Western International Securities, Inc.",
0301929,1380,9000166,90001663799,Independent Dealer,NACS,Wells Fargo Advisors,
0302044,1381,0002096,00020961138,Independent Dealer,IBD,"Raymond James Financial Services, Inc.",
0302152,1382,1567450,15674500165,National Broker-Dealer,NACS,Merrill Lynch,
0302209,1383,85201112683918276481,85101150724084843793,Independent Dealer,NACS,Wells Fargo Banking & Investment Services,
0302285,1384,0022885,10751200036468729071,Independent Dealer,IBD,LPL Financial LLC,
0302320,1385,1948520,19485201035,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0302499,1386,0001194,85201122544048213890,Independent Dealer,IBD,"Ameriprise Financial Services, Inc.",
0302554,1387,1567450,15674502215,National Broker-Dealer,NACS,Merrill Lynch,
0302561,1388,9000166,10751182084713131191,Independent Dealer,NACS,Wells Fargo Advisors,
0302718,1389,1567450,15674502215,National Broker-Dealer,NACS,Merrill Lynch,
0302852,1390,1948520,17993101017,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0303023,1391,9000166,90001660053,Independent Dealer,NACS,Wells Fargo Advisors,
0303093,1392,85101120824967009496,85201161813472297143,Independent Dealer,IBD,McDonald Partners LLC,
0303123,1393,85202162204223054237,19579250038,Independent Dealer,IBD,SA Stone Wealth Management,
0303272,1394,0022885,00228851301,Independent Dealer,IBD,LPL Financial LLC,
0303365,1395,1948520,17993100019,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0303390,1396,1698368,16983680532,Independent Dealer,IBD,"Hornor, Townsend & Kent, Inc.",
0303602,1397,1816025,18160251077,Independent Dealer,IBD,"Stifel, Nicolaus & Co., Inc.",
0303640,1398,0001194,85202141544050801749,Independent Dealer,IBD,"Ameriprise Financial Services, Inc.",
0303697,1399,0022885,85102161804818555355,Independent Dealer,IBD,LPL Financial LLC,
0303712,1400,1171547,11715470958,Independent Dealer,NACS,RBC Wealth Management,
0303746,1401,1948520,17993101826,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0303748,1402,3004299,10751182595476072378,Independent Dealer,IBD,"Sagepoint Financial, Inc.",
0303809,1403,0022084,00220840016,Fee-Based Adviser,IBD,Moloney Securities Co. Inc.,
0303988,1404,3001244,30012440031,Asset Manager,IBD,CIBC Global Asset Management,
0304135,1405,1901181,19011813135,Independent Dealer,IBD,"Avantax Investment Services, Inc.",
0304182,1406,0021160,00211600001,Independent Dealer,IBD,Winslow Evans & Crocker Inc.,
0304205,1407,1735461,17354610869,Independent Dealer,IBD,Raymond James & Associates Inc.,
0304270,1408,0023052,00230520001,Independent Dealer,IBD,Nesbitt Burns Inc.,
0304315,1409,0016774,12945152438,Dual,IBD,"Cambridge Investment Research, Inc.",
0304632,1410,0007183,85202120324110588853,Fee-Based Adviser,IBD,1st Global Capital Corp.,
0304687,1411,1735461,85102130524789910127,Independent Dealer,IBD,Raymond James & Associates Inc.,
0304911,1412,1688552,16885521653,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0305025,1413,85201112683918276481,85202121885649476941,Independent Dealer,NACS,Wells Fargo Banking & Investment Services,
0305151,1414,0022885,00228854758,Independent Dealer,IBD,LPL Financial LLC,
0305184,1415,0032103,10751193325768299792,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC",
0305238,1416,0032103,10751172935949221446,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC",
0305534,1417,1948520,19485201197,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0305618,1418,1948520,17993108955,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0305691,1419,1688552,16885520051,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0305746,1420,1060620,85201112454688024707,Dual,IBD,"Ausdal Financial Partners, Inc",
0305749,1421,0022885,00228857531,Independent Dealer,IBD,LPL Financial LLC,
0305892,1422,0001194,30050160001,Independent Dealer,IBD,"Ameriprise Financial Services, Inc.",
0305894,1423,0011874,00118740032,Bank/Trust,IBD,Park Avenue Securities LLC,
0305958,1424,0023052,00230520057,Independent Dealer,IBD,Nesbitt Burns Inc.,
0306181,1425,0001438,00113950004,Independent Dealer,IBD,"Securities America, Inc.",
0306263,1426,1567450,10761192034165471807,National Broker-Dealer,NACS,Merrill Lynch,
0306392,1427,3003694,10761182015052336934,Independent Dealer,RIA,"Spire Securities, LLC",
0306395,1428,9000166,90001663251,Independent Dealer,NACS,Wells Fargo Advisors,
0306565,1429,1273255,12732550246,Independent Dealer,NACS,Oppenheimer & Co. Inc.,
0306756,1430,1948520,19485201105,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0306880,1431,1352549,13525490003,Independent Dealer,IBD,Hazlett Burt & Watson Inc.,
0306881,1432,1948520,17993101215,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0306926,1433,1246425,12464252827,Independent Dealer,IBD,"AXA Advisors, LLC",
0306976,1434,1576620,15766201534,Independent Dealer,IBD,"MML Investors Services, LLC",
0307088,1435,0022885,00228852548,Independent Dealer,IBD,LPL Financial LLC,
0307118,1436,0016774,85101143073950968561,Dual,IBD,"Cambridge Investment Research, Inc.",
0307137,1437,1616752,10761173625844584267,Independent Dealer,IBD,"Voya Financial Advisors, Inc.",
0307343,1438,0022885,00228853592,Independent Dealer,IBD,LPL Financial LLC,
0307385,1439,1152749,11527491673,Independent Dealer,IBD,Commonwealth Financial Network,
0307508,1440,1471422,14714224578,Independent Dealer,IBD,Edward Jones,
0307714,1441,1948520,85202122175200786754,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0307849,1442,1567450,15674502402,National Broker-Dealer,NACS,Merrill Lynch,
0307941,1443,0005025,00050250021,Independent Dealer,IBD,Lombard Securities,
0308058,1444,1567450,15674500318,National Broker-Dealer,NACS,Merrill Lynch,
0308120,1445,0032103,85201112325429567103,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC",
0308182,1446,0022885,00228851328,Independent Dealer,IBD,LPL Financial LLC,
0308277,1447,0033694,85202122983411069119,Independent Dealer,IBD,"Saxony Securities, Inc.",
0308517,1448,1735461,85202142815418790139,Independent Dealer,IBD,Raymond James & Associates Inc.,
0308573,1449,1567450,15674503539,National Broker-Dealer,NACS,Merrill Lynch,
0308702,1450,9001117,85101161074655768396,Independent Dealer,IBD,Coastal Equities,
0308875,1451,9000166,00320980357,Independent Dealer,NACS,Wells Fargo Advisors,
0308902,1452,9000166,90001661062,Independent Dealer,NACS,Wells Fargo Advisors,
0309248,1453,0013128,85202143704976136540,Independent Dealer,IBD,"First Allied Securities, Inc.",
0309334,1454,1948520,17993101789,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0309335,1455,1948520,19485200089,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0309387,1456,0022885,00228853259,Independent Dealer,IBD,LPL Financial LLC,
0309392,1457,1567450,15674501366,National Broker-Dealer,NACS,Merrill Lynch,
0309648,1458,1567450,15674500285,National Broker-Dealer,NACS,Merrill Lynch,
0309986,1459,0022885,85102131855160948432,Independent Dealer,IBD,LPL Financial LLC,
0310030,1460,1948520,17993101454,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0310139,1461,1948520,19485200179,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0310269,1462,9000166,90001663493,Independent Dealer,NACS,Wells Fargo Advisors,
0310488,1463,1816025,18160251017,Independent Dealer,IBD,"Stifel, Nicolaus & Co., Inc.",
0310622,1464,1816025,18160250942,Independent Dealer,IBD,"Stifel, Nicolaus & Co., Inc.",
0310809,1465,1688552,16885522101,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0311063,1466,1688552,16885520928,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0311302,1467,1881330,00102270028,Fee-Based Adviser,RIA,"United Planners Financial Services Of America, LP",
0311443,1468,0024898,85201142204684138724,Dual,IBD,Next Financial Group,
0311811,1469,1812836,85101121504924485857,Independent Dealer,IBD,Stephens Inc.,
0312963,1470,9001117,10761183454631583332,Independent Dealer,IBD,Coastal Equities,
0313904,1471,0001334,00013340001,Independent Dealer,IBD,"Fifth Third Securities, Inc.",
0315073,1472,2152630,21526300071,Fee-Based Adviser,RIA,Comerica Securities,
0315103,1473,1688552,16885520019,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0315144,1474,0002096,85202122835627115785,Independent Dealer,IBD,"Raymond James Financial Services, Inc.",
0315287,1475,1511413,85202153594452884738,Independent Dealer,IBD,Lincoln Financial Advisors Corp.,
0315549,1476,1816025,18160251013,Independent Dealer,IBD,"Stifel, Nicolaus & Co., Inc.",
0316644,1477,0016774,85101140814150858175,Dual,IBD,"Cambridge Investment Research, Inc.",
0316657,1478,1567450,85202151154780473735,National Broker-Dealer,NACS,Merrill Lynch,
0316695,1479,1423927,14239270018,Independent Dealer,IBD,Money Concepts Capital Corp.,
0316763,1480,9000166,85202123545508924389,Independent Dealer,NACS,Wells Fargo Advisors,
0316785,1481,1804844,18048440258,Independent Dealer,IBD,Hilltop Securities Inc,
0317170,1482,0002096,85102111814471974457,Independent Dealer,IBD,"Raymond James Financial Services, Inc.",
0317511,1483,1282578,19206801961,Independent Dealer,IBD,Cetera Advisor Networks LLC,
0317650,1484,0033509,10751182144385182480,Independent Dealer,IBD,"Northwestern Mutual Investment Services, LLC",
0317674,1485,9000166,90001661304,Independent Dealer,NACS,Wells Fargo Advisors,
0317681,1486,9000166,85101131935546930905,Independent Dealer,NACS,Wells Fargo Advisors,
0317829,1487,9000193,10751200465480785058,Independent Dealer,IBD,"American Portfolios Financial Services, Inc.",
0317981,1488,1948520,19485208058,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0318133,1489,0016774,85102170695352343009,Dual,IBD,"Cambridge Investment Research, Inc.",
0318165,1490,1792340,10751200522552533986,Independent Dealer,IBD,Herbert J. Sims Co. Inc.,
0318226,1491,9000166,90001660269,Independent Dealer,NACS,Wells Fargo Advisors,
0318240,1492,85201112683918276481,85101142514935270063,Independent Dealer,NACS,Wells Fargo Banking & Investment Services,
0318288,1493,3002666,10751200205877691882,Fee-Based Adviser,RIA,Rockefeller Financial LLC,
0318312,1494,1576620,13286950890,Independent Dealer,IBD,"MML Investors Services, LLC",
0318347,1495,1567450,15674500145,National Broker-Dealer,NACS,Merrill Lynch,
0318567,1496,1948520,85101103645310717619,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0318688,1497,1158440,85102153655458714069,Independent Dealer,IBD,"Mutual Securities, Inc.",
0318862,1498,3001060,30010600001,Independent Dealer,IBD,"Northland Securities, Inc.",
0318910,1499,1471422,14714223184,Independent Dealer,IBD,Edward Jones,
0319175,1500,1735461,17354610063,Independent Dealer,IBD,Raymond James & Associates Inc.,
0319182,1501,85102170385874017704,85102170385874718255,International Outlet,Global,Barclays,
0319312,1502,1589300,15893000285,Independent Dealer,IBD,Cetera Advisors LLC,
0319337,1503,0022885,00228851192,Independent Dealer,IBD,LPL Financial LLC,
0319490,1504,0002096,00020963343,Independent Dealer,IBD,"Raymond James Financial Services, Inc.",
0319520,1505,0016774,00167740366,Dual,IBD,"Cambridge Investment Research, Inc.",
0319531,1506,1567450,85201140225949837671,National Broker-Dealer,NACS,Merrill Lynch,
0319546,1507,1948520,19485200091,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0319647,1508,1567450,15674502578,National Broker-Dealer,NACS,Merrill Lynch,
0319733,1509,1471422,85101130144146634925,Independent Dealer,IBD,Edward Jones,
0319742,1510,1423908,85101131933530575276,Independent Dealer,IBD,"Royal Alliance Associates, Inc.",
0320261,1511,1948520,19485200179,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0320483,1512,0022885,85101103653549575471,Independent Dealer,IBD,LPL Financial LLC,
0320778,1513,1948520,17993108354,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0321173,1514,1567450,15674501162,National Broker-Dealer,NACS,Merrill Lynch,
0321190,1515,1735461,85201111504560467692,Independent Dealer,IBD,Raymond James & Associates Inc.,
0321353,1516,9000166,90001661553,Independent Dealer,NACS,Wells Fargo Advisors,
0321703,1517,3002958,30029580001,Independent Dealer,IBD,First Asset Financial Inc.,
0321806,1518,0022885,85101140663905537197,Independent Dealer,IBD,LPL Financial LLC,
0321970,1519,1567450,15674502220,National Broker-Dealer,NACS,Merrill Lynch,
0322002,1520,1567450,15674500275,National Broker-Dealer,NACS,Merrill Lynch,
0322210,1521,0016774,85101131203713171144,Dual,IBD,"Cambridge Investment Research, Inc.",
0322704,1522,1036815,10751200725361969268,Independent Dealer,IBD,"Woodbury Financial Services, Inc.",
0322862,1523,9000166,90001664518,Independent Dealer,NACS,Wells Fargo Advisors,
0323245,1524,1735461,85202170985653554851,Independent Dealer,IBD,Raymond James & Associates Inc.,
0323247,1525,0001194,85102112094006081953,Independent Dealer,IBD,"Ameriprise Financial Services, Inc.",
0323517,1526,1816025,18160250790,Independent Dealer,IBD,"Stifel, Nicolaus & Co., Inc.",
0323871,1527,85201112683918276481,85201130424999871570,Independent Dealer,NACS,Wells Fargo Banking & Investment Services,
0324881,1528,3001220,00027880556,Independent Dealer,IBD,PNC Investments LLC,
0325317,1529,1589300,85202143665563825705,Independent Dealer,IBD,Cetera Advisors LLC,
0325598,1530,0016774,85102141935795662297,Dual,IBD,"Cambridge Investment Research, Inc.",
0325617,1531,9000166,90001661426,Independent Dealer,NACS,Wells Fargo Advisors,
0326004,1532,0010227,10761181414298861875,Independent Dealer,IBD,Bolton Global Capital,
0326053,1533,1948520,19485208051,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0326185,1534,1688552,16885521574,National Broker-Dealer,NACS,"UBS Financial Services, Inc.",
0326235,1535,1171547,11715471249,Independent Dealer,NACS,RBC Wealth Management,
0326396,1536,1171547,11715470727,Independent Dealer,NACS,RBC Wealth Management,
0326501,1537,0022885,85202111765686534524,Independent Dealer,IBD,LPL Financial LLC,
0326725,1538,1174280,11742800006,Independent Dealer,IBD,D.A. Davidson & Co. Inc.,
0326932,1539,0017605,85101133104804822955,Independent Dealer,IBD,Purshe Kaplan Sterling Investments,
0327060,1540,0002096,85202141543240451266,Independent Dealer,IBD,"Raymond James Financial Services, Inc.",
0327272,1541,1567450,15674500254,National Broker-Dealer,NACS,Merrill Lynch,
0327350,1542,1948520,19485208073,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
0327408,1543,9000166,90001661309,Independent Dealer,NACS,Wells Fargo Advisors,
0327620,1544,9000166,90001660745,Independent Dealer,NACS,Wells Fargo Advisors,
0327773,1545,9000166,85202141795951020312,Independent Dealer,NACS,Wells Fargo Advisors,
0327793,1546,1916112,19161121229,Independent Dealer,IBD,Waddell & Reed Inc.,
0327924,1547,1948520,19485201095,National Broker-Dealer,NACS,Morgan Stanley Wealth Management,
