,CONTACT_ID,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,redemption_curr,redemption_12M,new_Fund_added_12M_x,aum_AC_EQUITY,aum_AC_FIXED_INCOME_MUNI,aum_AC_FIXED_INCOME_TAXABLE,aum_AC_MONEY,aum_AC_MULTIPLE,aum_AC_PHYSICAL_COMMODITY,aum_AC_REAL_ESTATE,aum_AC_TARGET,aum_P_529,aum_P_ALT,aum_P_CEF,aum_P_ETF,aum_P_MF,aum_P_SMA,aum_P_UCITS,aum_P_UIT,sales_12M_inclusive,sales_12M,new_Fund_added_12M_y,Channel,Sub channel,Firm name
4826,10751191584495585618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32046.0,1.0,Independent Dealer,IBD,Santander Securities LLC
4827,4434317,115.0,83.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,339816.725,-11191.14,-149378.695,,-17538.8,47997.08,310094.295,0.0,0.0,-735.85,0.0,0.0,0.0,0.0,0.0,0.0,339816.725,0.0,0.0,0.0,337483.37999999995,103870.56,,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
4828,4313708,24.0,5.0,,,2.0,2.0,,,2.0,2.0,,,2.0,1.0,3480.766574,-2907.017558,-7401.7512879999995,1.0,-15521.2538,-4180.965294,24310.49096,0.0,-1127.505293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3195.735376,0.0,0.0,285.031198,,11265.23603,,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
4829,4330759,,,,,,,,,,,,,1.0,1.0,-38153.48,,,,-2264.07,-43658.49,0.0,0.0,7769.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38153.48,0.0,0.0,0.0,,,,Independent Dealer,IBD,Raymond James & Associates Inc.
4830,4455184,61.0,10.0,3.0,1.0,10.0,7.0,2.0,1.0,3.0,2.0,1.0,1.0,6.0,2.0,2545.050412,-3205.6794,-25567.7863,8.0,50900.13078,-29091.27823,11362.95822,0.0,-32626.147060000003,0.0,0.0,1999.3867079999998,43191.94863,0.0,0.0,0.0,-135058.0395,94411.14128,0.0,0.0,339476.1091,48602.09391,3.0,National Broker-Dealer,NACS,Merrill Lynch
4831,85102123455084979783,72.0,18.0,22.0,,2.0,1.0,2.0,,1.0,1.0,1.0,,2.0,1.0,2084108.605,-24577.505,-67473.35,,0.0,2084108.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207997.935,1876110.67,0.0,0.0,,270596.055,3.0,National Broker-Dealer,NACS,"UBS Financial Services, Inc."
4832,85101143144028620243,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,-784.85,,-11331.86,,0.0,-784.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-784.85,0.0,0.0,0.0,,15330.0,1.0,Dual,IBD,"Cambridge Investment Research, Inc."
4833,85101143363562675077,3.0,,,,1.0,,,,1.0,,,,1.0,1.0,10410.72,,,1.0,0.0,0.0,10410.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10410.72,0.0,0.0,0.0,,,,National Broker-Dealer,NACS,Merrill Lynch
4834,4480885,,13.0,,,,4.0,,,,2.0,,,,,-357189.31,-105.84,-20001.12,,-80194.33,-266336.78,-10658.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-357189.31,0.0,0.0,0.0,,12840.1,,Independent Dealer,IBD,Edward Jones
4835,4313185,1.0,7.0,,,1.0,3.0,,,1.0,2.0,,,5.0,1.0,-624203.795,-3771.77,-7321.59,,-405808.5,-19653.505,196940.625,0.0,-395682.415,0.0,0.0,0.0,0.0,0.0,196940.625,0.0,-59826.21,-761318.21,0.0,0.0,,,,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
4836,4374072,64.0,6.0,38.0,2.0,7.0,3.0,5.0,1.0,3.0,2.0,3.0,1.0,7.0,3.0,1536137.925,-80828.15,-86862.57,3.0,363136.76,129624.115,1043377.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160437.825,375700.1,0.0,0.0,1743116.2850000001,982114.628,1.0,National Broker-Dealer,NACS,Merrill Lynch
4837,0096722,127.0,87.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,3.0,756957.415,-9526.3,-262608.365,,386699.015,357945.9,12312.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12312.5,0.0,526328.805,218316.11,0.0,0.0,302455.41,86675.0,,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC"
4838,0109035,23.0,64.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,109067.3627,-217395.16,-266188.5992,1.0,151690.4827,-38505.77,-4117.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22793.57268,86273.79,0.0,0.0,,169508.4,1.0,National Broker-Dealer,NACS,Merrill Lynch
4839,0119543,,,,,,,,,,,,,,,1204.07,,,,1204.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.07,0.0,0.0,0.0,,,,Independent Dealer,IBD,Edward Jones
4840,85201160435634523001,,,,,,,,,,,,,1.0,1.0,15115.06625,,,,15115.06625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15115.06625,0.0,0.0,,,,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
4841,4300043,,13.0,,13.0,,6.0,,6.0,,4.0,,4.0,15.0,4.0,926458.089,,-625340.07,,113554.3395,311653.885,469368.44399999996,0.0,-168665.237,200546.6575,0.0,0.0,0.0,0.0,1562791.345,0.0,-253863.0155,-382470.24,0.0,0.0,,,,Independent Dealer,NACS,Wells Fargo Advisors
4842,4476462,8.0,4.0,1.0,,3.0,2.0,1.0,,3.0,1.0,1.0,,3.0,1.0,-86642.255,-493.95,-4095.32,1.0,-114902.97,1666.98,24911.235,0.0,1682.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86642.255,0.0,0.0,0.0,17884.364999999998,64043.075,2.0,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
4843,4470561,2.0,27.0,,2.0,1.0,4.0,,2.0,1.0,3.0,,2.0,,,-130562.08,-102.61,-77431.55,,-9363.86,-107581.99,-13616.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130562.08,0.0,0.0,0.0,,239272.7685,1.0,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
4844,85101141783168355614,,1.0,,,,1.0,,,,1.0,,,,,-3243.62,,-1984.34,,-1984.34,-1259.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3243.62,0.0,0.0,0.0,,596.16,1.0,Independent Dealer,IBD,Edward Jones
4845,85102112285012794764,2.0,,2.0,,2.0,,2.0,,1.0,,1.0,,2.0,1.0,32590.705,,,2.0,0.0,32590.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32590.705,0.0,0.0,0.0,,,,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
4846,4305131,17.0,25.0,2.0,7.0,2.0,7.0,1.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,2089697.13,-250125.93,-510860.58,,138387.18,1949887.47,9809.31,0.0,-8386.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2089697.13,0.0,0.0,0.0,856948.34,938927.69,9.0,Independent Dealer,IBD,Commonwealth Financial Network
4847,85101170194258388574,,2.0,,,,1.0,,,,1.0,,,2.0,2.0,40585.2,,-9122.8,,0.0,0.0,15845.0,0.0,24740.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40585.2,0.0,0.0,0.0,,2058.71,3.0,Independent Dealer,IBD,LPL Financial LLC
4848,10751180645611670527,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,39005.76,,,1.0,0.0,0.0,39005.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39005.76,0.0,0.0,0.0,,460288.01,4.0,National Broker-Dealer,NACS,Merrill Lynch
4849,85202142353192796844,,1.0,,,,1.0,,,,1.0,,,,,-80.57,,-108.68,,-108.68,0.0,3000.0,0.0,-2971.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.57,0.0,0.0,0.0,,,,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
4850,0253888,,,,,,,,,,,,,2.0,2.0,171686.87,,,,0.0,189439.24,10560.76,0.0,-28313.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171686.87,0.0,0.0,0.0,,,,Independent Dealer,IBD,"BB&T Investment Services, Inc."
4851,4341853,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,3354.01,,,1.0,-18627.0,26391.34,-4410.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3354.01,0.0,0.0,0.0,,14332.5,,Independent Dealer,IBD,Lincoln Financial Advisors Corp.
4852,10761172445224540203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2578.09,1.0,National Broker-Dealer,NACS,Merrill Lynch
4853,85102132595493091125,,25.0,,,,2.0,,,,2.0,,,,,-11108.11,-5.43,-103.08,,-10149.39,-958.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11108.11,0.0,0.0,0.0,,,,Independent Dealer,IBD,"Cuna Brokerage Services, Inc."
4854,0013726,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,6.0,1.0,-3414727.48,,-118384.13,,-3476299.61,-105339.3,0.0,0.0,166911.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3492870.94,78143.46,0.0,0.0,,45000.0,1.0,Independent Dealer,NACS,RBC Wealth Management
4855,85201162945485733157,,,,,,,,,,,,,,,-6569.73,-6569.73,,,0.0,0.0,0.0,0.0,-6569.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6569.73,0.0,0.0,0.0,,20000.0,1.0,Bank/Trust,IBD,Cetera Investment Services LLC
4856,85201122463823906967,,8.0,,,,1.0,,,,1.0,,,1.0,1.0,-30985.885,-42646.475,-5252.61,,11660.59,0.0,-42646.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30985.885,0.0,0.0,0.0,,,,Independent Dealer,IBD,Raymond James & Associates Inc.
4857,4465482,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50360.965,,-12731.36,,0.0,50360.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50360.965,0.0,0.0,0.0,78851.635,60052.0,,Independent Dealer,IBD,Cetera Advisors LLC
4858,85101140743342574864,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42938.07,,-48191.36,,-3870.57,0.0,46808.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42938.07,0.0,0.0,0.0,,,,Independent Dealer,IBD,"Raymond James Financial Services, Inc."
4859,0025519,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,2.0,1.0,-393391.16,,-111000.0,,-771048.34,377657.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-953359.96,559968.8,0.0,0.0,,,,Independent Dealer,IBD,Robert W. Baird & Co. Inc.
4860,85101150574130618651,58.0,27.0,15.0,,8.0,7.0,5.0,,4.0,3.0,1.0,,11.0,3.0,1832081.245,-25139.29,-25645.615,4.0,3084.45,1713468.885,29274.41,0.0,86253.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1823204.575,8876.67,0.0,0.0,1456263.4449999998,1283306.83,3.0,Independent Dealer,IBD,"Fifth Third Securities, Inc."
4861,1037944,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1786954.74,,-41409.84,,369144.42,1515115.45,20696.49,0.0,-118001.62,0.0,0.0,0.0,0.0,0.0,167115.45,0.0,93553.75,1526285.54,0.0,0.0,,70476.0,,National Broker-Dealer,NACS,"UBS Financial Services, Inc."
4862,4372104,,,,,,,,,,,,,,,-43366.26,,,,-43378.64,0.0,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43366.26,0.0,0.0,0.0,,,,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
4863,0034321,,,,,,,,,,,,,1.0,1.0,-148170.29,,,,-117152.022,-9621.238000000001,0.0,0.0,-37816.98,0.0,0.0,16419.95,0.0,0.0,16419.95,0.0,-9621.238000000001,-154969.00199999998,0.0,0.0,,10800.0,1.0,National Broker-Dealer,NACS,Merrill Lynch
4864,4329913,1.0,14.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,-507813.42,-398.1,-507334.82,,-718902.67,221673.22,0.0,0.0,-10583.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61306.99,-446506.43,0.0,0.0,,,,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
4865,85102170903296082798,18.0,6.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,-19001.855,,-2965.385,,32871.68,-51873.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19001.855,0.0,0.0,0.0,30477.065,33706.855,1.0,Independent Dealer,NACS,Wells Fargo Advisors
4866,85201140734000597350,,,,,,,,,,,,,1.0,1.0,63500.0,,,,0.0,63500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63500.0,0.0,0.0,0.0,,,,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
4867,85201112335188242402,7.0,3.0,,1.0,3.0,3.0,,1.0,3.0,2.0,,1.0,4.0,2.0,63599.82,,-31817.59,1.0,9091.37,122836.24,-68327.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63599.82,0.0,0.0,0.0,,60493.0,,Independent Dealer,IBD,LPL Financial LLC
4868,4377789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5820.8306,3.0,Independent Dealer,IBD,"Woodbury Financial Services, Inc."
4869,4430423,10.0,86.0,,1.0,4.0,5.0,,1.0,2.0,3.0,,1.0,3.0,1.0,-6039.21,-2476.59,-124327.45,1.0,1411.49,-26856.65,19405.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6039.21,0.0,0.0,0.0,38429.44,24547.055,,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
4870,85102133014770665482,32.0,14.0,6.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,252252.1,-13501.46,-52234.14,1.0,255380.52,-3128.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252252.1,0.0,0.0,0.0,257090.0,92080.0,,Independent Dealer,IBD,"Voya Financial Advisors, Inc."
4871,4322365,6.0,,,,3.0,,,,2.0,,,,12.0,3.0,523617.5,,,3.0,490591.47,-46474.99,-24322.51,0.0,31969.57,0.0,0.0,71853.96,76329.54,0.0,18622.5,0.0,387749.46,40916.0,0.0,0.0,672.96,1855.46,,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC"
4872,85101142284074423163,,1.0,,,,1.0,,,,1.0,,,,,1665.95,,-153.2,,1665.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665.95,0.0,0.0,0.0,,30127.93,2.0,Independent Dealer,IBD,Edward Jones
4873,10751182593875339374,2.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,261554.54,,,1.0,0.0,261554.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261554.54,0.0,0.0,0.0,,150329.0202,1.0,National Broker-Dealer,NACS,Merrill Lynch
4874,10751182603953250913,,2.0,,,,1.0,,,,1.0,,,,,-335.54,,-335.54,,-335.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-335.54,0.0,0.0,0.0,,271.41,1.0,Independent Dealer,IBD,Edward Jones
4875,0327924,,4.0,,1.0,,2.0,,1.0,,2.0,,1.0,3.0,1.0,-390005.85,,-39424.8,,28127.94,-28193.5,0.0,0.0,-389940.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16699.8,-373306.05,0.0,0.0,,,,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
4876,4432814,,4.0,,3.0,,3.0,,2.0,,2.0,,2.0,1.0,1.0,-337868.37299999996,,-67686.358,,-149939.235,-174881.705,-29246.798,0.0,16199.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-271314.373,-66554.0,0.0,0.0,,45677.8004,2.0,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
4877,4339090,50.0,21.0,32.0,9.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,-10835787.26,-11278.405,-361662.8716,,-14374087.59,3610448.5939999996,-72148.26796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3532431.841,-14368219.11,0.0,0.0,1524610.7715000003,1331576.397,1.0,National Broker-Dealer,NACS,"UBS Financial Services, Inc."
4878,4448601,,,,,,,,,,,,,,,-3663.24,,,,0.0,-3663.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3663.24,0.0,0.0,0.0,,,,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC"
4879,85101113535344709305,22.0,26.0,14.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,523221.45,-6191.29,-91112.6,2.0,0.0,541257.47,-3659.98,0.0,-14376.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541051.79,-17830.34,0.0,0.0,640961.09,809403.38,,Independent Dealer,IBD,J.P. Morgan Chase
4880,4476699,10.0,2.0,8.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2644033.86,-152629.41,-63043.75,2.0,56608.93,2617730.93,0.0,0.0,-30306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2644033.86,0.0,0.0,0.0,,1056592.75,1.0,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
4881,85202111453411995270,20.0,9.0,6.0,,5.0,5.0,4.0,,3.0,3.0,2.0,,5.0,2.0,1173552.09,-2174.73,-7800.17,3.0,-15541.55,1152785.46,36308.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3103.08,1170449.01,0.0,0.0,826186.51,801217.29,,Independent Dealer,IBD,Edward Jones
4882,0305746,,,,,,,,,,,,,2.0,1.0,33608.36,,,,33608.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33608.36,0.0,0.0,0.0,,,,Dual,IBD,"Ausdal Financial Partners, Inc"
4883,00872152564639755444,182.0,16.0,31.0,6.0,6.0,7.0,4.0,4.0,3.0,3.0,2.0,2.0,6.0,3.0,1045743.21,-598385.14,-1068467.52,4.0,709221.49,330212.72,6309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045743.21,0.0,0.0,0.0,1868139.31,4277150.89,1.0,Independent Dealer,IBD,"Northwestern Mutual Investment Services, LLC"
4884,85102132155451144594,,,,,,,,,,,,,,,-16663.69,,,,0.0,-16663.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16663.69,0.0,0.0,0.0,,,,Independent Dealer,IBD,"Securities America, Inc."
4885,85101131933448473007,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,177287.13,,-29654.99,,177287.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177287.13,0.0,,,,Private Client Group,NACS,Citi Private Bank
4886,85202133444662588059,,,,,,,,,,,,,,,-3821.705,,,,-3821.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3821.705,0.0,0.0,0.0,,,,Independent Dealer,NACS,RBC Wealth Management
4887,0353628,1.0,7.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,9.0,3.0,813514.6559,,-2586.1875,,130651.0803,681318.0601,-14996.34355,0.0,16541.85898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641400.9862,172113.6697,0.0,0.0,,,,Independent Dealer,NACS,Wells Fargo Banking & Investment Services
4888,85201113563604617358,1.0,13.0,,1.0,1.0,2.0,,1.0,1.0,2.0,,1.0,1.0,,-124049.61,,-41596.405,,-12809.855,-108400.835,-2838.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124049.61,0.0,0.0,0.0,,,,Independent Dealer,NACS,Wells Fargo Banking & Investment Services
4889,0219873,8.0,15.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,-82277.32,-206568.22,-123506.66,2.0,-21286.34,265416.72,-8528.49,0.0,-317879.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82277.32,0.0,0.0,0.0,277817.18,868215.0,1.0,Independent Dealer,IBD,Raymond James & Associates Inc.
4890,4458915,7.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,3.0,288562.71,,-27996.545,1.0,3975.78,212086.93,52500.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288562.71,0.0,0.0,0.0,,69414.43,,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
4891,4335752,,,,,,,,,,,,,,,-1738959.37,,,,-1183847.25,-555112.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4061.12,-1734898.25,0.0,0.0,,,,Dual,IBD,Charles Schwab Investor Services
4892,0009979,1.0,3.0,,2.0,1.0,3.0,,2.0,1.0,2.0,,2.0,2.0,,-191550.3,,-121900.63,,-14987.14,-172887.06,-3676.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191550.3,0.0,0.0,0.0,,3480.01,,Independent Dealer,IBD,LPL Financial LLC
4893,85202170325127511336,,,,,,,,,,,,,,,-192067.74,,,,-93371.13,0.0,0.0,0.0,-98696.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-192067.74,0.0,0.0,0.0,,90.5,1.0,Independent Dealer,IBD,Edward Jones
4894,10751182105041520435,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,14625.43,,,1.0,14625.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14625.43,0.0,0.0,0.0,14625.43,100183.26,3.0,Independent Dealer,IBD,Edward Jones
4895,4477865,,,,,,,,,,,,,,,-39127.91,,,,0.0,-39127.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39127.91,0.0,0.0,0.0,,,,Fee-Based Adviser,RIA,Wilmington Trust Ret & Inst Svs Co
4896,0358710,6.0,11.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,7.0,3.0,2233502.139,-9206.99,-34876.99,,2098770.4790000003,69117.28,65614.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155230.07,2078272.0690000001,0.0,0.0,,211586.03,,National Broker-Dealer,NACS,Merrill Lynch
4897,4334942,44.0,36.0,25.0,13.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,654022.11,,-414444.45,,586000.61,-22215.93,90237.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654022.11,0.0,0.0,0.0,906238.0,34521.0,,Dual,RIA,"Geneos Wealth Management, Inc."
4898,4470171,,,,,,,,,,,,,1.0,,-135282.36,-39524.31,,,-95758.05,-39524.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135282.36,0.0,0.0,0.0,,,,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
4899,0355426,,,,,,,,,,,,,4.0,2.0,77310.05,,,,67794.27,9515.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48241.77,29068.28,0.0,0.0,,,,Independent Dealer,NACS,Wells Fargo Advisors
4900,4442858,,3.0,,,,2.0,,,,1.0,,,1.0,,2853.07,,-1169.78,,2853.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2853.07,0.0,0.0,0.0,,5564.07,,Independent Dealer,IBD,Edward Jones
4901,0345004,2.0,,2.0,,1.0,,1.0,,1.0,,1.0,,3.0,1.0,661365.06,,,,-354540.91,1015976.26,0.0,0.0,-70.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20285.49,641079.57,0.0,0.0,,,,National Broker-Dealer,NACS,Merrill Lynch
4902,10751193575512754513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Independent Dealer,IBD,H. Beck Inc.
