,CONTACT_ID,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,redemption_curr,redemption_12M,new_Fund_added_12M_x,aum_AC_EQUITY,aum_AC_FIXED_INCOME_MUNI,aum_AC_FIXED_INCOME_TAXABLE,aum_AC_MONEY,aum_AC_MULTIPLE,aum_AC_PHYSICAL_COMMODITY,aum_AC_REAL_ESTATE,aum_AC_TARGET,aum_P_529,aum_P_ALT,aum_P_CEF,aum_P_ETF,aum_P_MF,aum_P_SMA,aum_P_UCITS,aum_P_UIT,sales_12M_inclusive,sales_12M,new_Fund_added_12M_y,Channel,Sub channel,Firm name
416,4449238,,,,,,,,,,,,,,,-1270601.7,,,,-144663.75,0.0,-1125937.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1270601.7,0.0,0.0,0.0,,,,Independent Dealer,IBD,Broker Dealer Financial Services Corp.
417,4461299,,,,,,,,,,,,,,,-25670.67,,,,-25670.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25670.67,0.0,0.0,,,,Private Client Group,NACS,Goldman Sachs & Co.
418,4463336,23.0,1.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2979.8,,-1008271.0,,0.0,-2979.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7515.26,-10495.06,0.0,0.0,,,,Fee-Based Adviser,RIA,"HighTower Advisors, LLC"
419,00872152564641560693,10.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,39645.0,,-4272.0,1.0,0.0,0.0,39645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39645.0,0.0,0.0,0.0,,27771.0,,Independent Dealer,IBD,"Northwestern Mutual Investment Services, LLC"
420,4307166,4.0,5.0,,,2.0,2.0,,,1.0,1.0,,,2.0,1.0,35324.015,,-1467.98,,30874.345,4449.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35324.015,0.0,0.0,0.0,,13765.735,1.0,Independent Dealer,NACS,Wells Fargo Advisors
421,85202161334719456104,4.0,,,,3.0,,,,3.0,,,,1.0,1.0,7809.37,,,2.0,346.39,5922.98,0.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7809.37,0.0,0.0,0.0,,,,Independent Dealer,NACS,Wells Fargo Advisors
422,1689140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85500.0,1.0,Independent Dealer,IBD,"American Portfolios Financial Services, Inc."
423,85101133263828578066,12.0,7.0,,,1.0,1.0,,,1.0,1.0,,,,,979.88,,-11065.46,,0.0,0.0,979.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.88,0.0,0.0,0.0,8957.15,110235.95,,Independent Dealer,IBD,Private Client Services
424,85101133816100579449,6.0,16.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,304650.3,,-24626.0,,0.0,2680.04,301970.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304650.3,0.0,0.0,0.0,20627.0,94064.0,,Independent Dealer,IBD,Thrivent Investment Management Inc.
425,85201103283630351378,,,,,,,,,,,,,,,-78460.82,,,,-15045.04,-63533.765,0.0,0.0,0.0,117.985,0.0,0.0,0.0,0.0,0.0,0.0,-78460.82,0.0,0.0,0.0,,,,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
426,4397221,,2.0,,,,1.0,,,,1.0,,,1.0,,-44328.84,,-6300.0,,-25406.38,-18922.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44328.84,0.0,0.0,0.0,,,,National Broker-Dealer,NACS,Merrill Lynch
427,4332379,10.0,9.0,5.0,1.0,6.0,5.0,3.0,1.0,3.0,4.0,2.0,1.0,8.0,3.0,1013176.82,,-103172.37,3.0,-3325.44,514445.27,482730.26,0.0,19326.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013176.82,0.0,0.0,0.0,,197790.79,,Fee-Based Adviser,IBD,Cetera Financial Specialists LLC
428,4428585,186.0,7.0,6.0,,4.0,2.0,2.0,,2.0,1.0,2.0,,4.0,1.0,-2189892.155,-112239.13,-989.479806,3.0,-579748.2286,-1687932.29,77788.36394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1581220.4,-608671.755,0.0,0.0,282005.46510000003,27415.517239999997,,National Broker-Dealer,NACS,Merrill Lynch
429,4429584,3.0,6.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,115339.55,,-78714.98,,21480.14,68927.14,24932.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115339.55,0.0,0.0,0.0,57875.4,68985.79,,Independent Dealer,IBD,LPL Financial LLC
430,4431194,199.0,304.0,13.0,18.0,10.0,15.0,6.0,5.0,4.0,4.0,4.0,3.0,9.0,2.0,2001583.043,-54807.75952000001,-554483.6848,,1150731.738,1146389.9109999998,-292632.4959,0.0,-2906.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324313.4333,1677269.61,0.0,0.0,800480.6686,564145.1009,,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
431,0175678,246.0,192.0,8.0,17.0,7.0,11.0,4.0,6.0,2.0,3.0,2.0,3.0,11.0,3.0,1839552.59,-339782.345,-1290079.03,,-2028555.27,3818436.285,34355.215,0.0,0.0,15316.36,0.0,0.0,0.0,0.0,0.0,0.0,1385587.325,455757.69,0.0,-1792.425,860177.94,1736761.61,4.0,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
432,85101140663791976259,,,,,,,,,,,,,,,-277173.65,,,,-9997.39,-262537.85,-4638.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-277173.65,0.0,0.0,0.0,,,,Fee-Based Adviser,IBD,U.S. Bancorp Wealth Management
433,85102170905104384704,,,,,,,,,,,,,,,-3344.21,,,,-3344.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3344.21,0.0,0.0,0.0,,42398.0,2.0,Fee-Based Adviser,RIA,Comerica Securities
434,4423515,2.0,,,,1.0,,,,1.0,,,,1.0,,-593589.5024,,,1.0,-63885.61,-529703.8924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-593589.5024,0.0,0.0,0.0,,179281.4938,2.0,National Broker-Dealer,NACS,Merrill Lynch
435,4330902,,,,,,,,,,,,,,,-76610.72,,,,-76610.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76610.72,0.0,,2500.0025,1.0,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
436,4395713,12.0,12.0,,,1.0,1.0,,,1.0,1.0,,,,,1221.82,-14.66,-3025.69,,1221.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.82,0.0,0.0,0.0,,,,Independent Dealer,IBD,FAS Corp
437,85202113145736971133,,,,,,,,,,,,,,,-17346.17,,,,0.0,-17346.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17346.17,0.0,0.0,0.0,,1236898.04,1.0,Independent Dealer,IBD,LPL Financial LLC
438,85101142135978187550,,,,,,,,,,,,,,,-19103.01,,,,35.11,0.0,-13848.57,0.0,-5289.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19103.01,0.0,0.0,0.0,,,,Independent Dealer,IBD,Purshe Kaplan Sterling Investments
439,85101142363198688066,2.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,-222.8,,-877.49,1.0,-222.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-222.8,0.0,0.0,0.0,654.69,463.3,,Independent Dealer,IBD,Edward Jones
440,85201133443810534084,,2.0,,,,2.0,,,,1.0,,,3.0,2.0,34494.45,,-9983.595,,7089.395,27405.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34494.45,0.0,0.0,0.0,,4902.93,1.0,Independent Dealer,IBD,"AXA Advisors, LLC"
441,85201121305427542293,7.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,299360.94,-1994.98,-71715.06,,-34447.36,346500.0,-12691.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316405.94,-17045.0,0.0,0.0,,36268.63,1.0,Independent Dealer,IBD,J.P. Morgan Chase
442,1194331,44.0,75.0,2.0,10.0,8.0,10.0,2.0,7.0,3.0,2.0,2.0,2.0,11.0,2.0,464229.984,-5923.24,-462488.475,,-313457.55100000004,-621850.02,6059.54,0.0,1393478.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58257.501,522487.485,0.0,0.0,,4059.13,1.0,National Broker-Dealer,NACS,Merrill Lynch
443,0218730,,,,,,,,,,,,,,,-11571.4,,,,0.0,-11571.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11571.4,0.0,0.0,0.0,,,,Independent Dealer,IBD,"OFG Financial Services, Inc"
444,10761172823550211430,2.0,,1.0,,2.0,,1.0,,2.0,,1.0,,2.0,2.0,106121.81,,,2.0,0.0,96503.535,9618.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106121.81,0.0,0.0,0.0,106120.895,394753.82,,National Broker-Dealer,NACS,Merrill Lynch
445,85101121873884758668,,,,,,,,,,,,,,,-4123.045,,,,-4123.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4123.045,0.0,0.0,0.0,,433.38,,Independent Dealer,IBD,Edward Jones
446,85102131625252993315,89.0,52.0,17.0,12.0,5.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,,,-1617751.469,-1615455.855,-933079.3494,5.0,1481.511834,-1589418.896,-29814.084960000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1617751.469,0.0,0.0,0.0,930783.7356,3545766.8239999996,2.0,National Broker-Dealer,NACS,Merrill Lynch
447,0234062,,,,,,,,,,,,,5.0,1.0,189377.785,,,,284301.94,-94924.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112238.665,301616.45,0.0,0.0,,,,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
448,10761173145337715566,,,,,,,,,,,,,,,-244951.7,,,,0.0,-244951.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-244951.7,0.0,0.0,0.0,,,,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
449,85202120705921846557,,,,,,,,,,,,,,,-13000.0,,,,0.0,0.0,-13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13000.0,0.0,0.0,0.0,,,,Independent Dealer,IBD,Commonwealth Financial Network
450,4349061,,,,,,,,,,,,,1.0,1.0,-58702.25,,,,-105116.78,46414.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58702.25,0.0,0.0,0.0,,,,National Broker-Dealer,NACS,Merrill Lynch
451,4398337,,,,,,,,,,,,,1.0,,-234359.01,,,,-195273.38,-39085.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-234359.01,0.0,0.0,0.0,,,,Independent Dealer,IBD,Janney Montgomery Scott LLC
452,4304918,25.0,10.0,,1.0,3.0,5.0,,1.0,3.0,3.0,,1.0,4.0,2.0,761921.1501,-9946.8275,-36362.4125,1.0,426481.6872,373365.0929,-36721.685,0.0,2416.25,-3620.195,0.0,0.0,0.0,0.0,0.0,2416.25,-757639.2425,1517144.1430000002,0.0,0.0,,39706.2275,1.0,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
453,4351166,24.0,9.0,2.0,,7.0,3.0,2.0,,3.0,2.0,1.0,,9.0,4.0,4739933.82,-270.08,-5020.73,1.0,11912.64,4613689.06,106482.99,0.0,7849.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194604.67,4545329.15,0.0,0.0,,230728.84,1.0,Independent Dealer,NACS,Wells Fargo Advisors
454,85201161512819758885,,,,,,,,,,,,,,,-1912.39,,,,0.0,-1912.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1912.39,0.0,0.0,0.0,,135.5,1.0,Independent Dealer,IBD,Edward Jones
455,10751173405785141219,,10.0,,,,1.0,,,,1.0,,,,,-4835.82,-112.245,-4626.575,,-4835.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4835.82,0.0,0.0,0.0,,224.33,1.0,Independent Dealer,IBD,Edward Jones
456,4388319,,1.0,,,,1.0,,,,1.0,,,,,-52897.91,,-1278.17,,-9879.96,-41739.78,-1278.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52897.91,0.0,0.0,0.0,,,,Fee-Based Adviser,RIA,"Centaurus Financial, Inc."
457,85202131044034826455,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,-69908.19,,-21027.12,,-20085.95,-8265.19,-41557.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69908.19,0.0,0.0,0.0,,6774.0,,Independent Dealer,IBD,"Woodbury Financial Services, Inc."
458,0283529,27.0,23.0,,,2.0,1.0,,,1.0,1.0,,,,,-8166.74,-33.6,-11981.24,1.0,-7249.29,0.0,-917.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8166.74,0.0,0.0,0.0,9638.0,10056.36,,Independent Dealer,IBD,LPL Financial LLC
459,85202121375587248666,1.0,4.0,,,1.0,1.0,,,1.0,1.0,,,2.0,2.0,16192.14,,-467.87,,6251.88,-219.54,10159.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16192.14,0.0,0.0,0.0,,,,Independent Dealer,NACS,Wells Fargo Banking & Investment Services
460,85102131845097035794,,1.0,,,,1.0,,,,1.0,,,,,-20345.29,,-148.23,,-148.23,0.0,-20197.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20345.29,0.0,0.0,0.0,,96.56,1.0,Independent Dealer,IBD,Edward Jones
461,85202153035311069371,5.0,23.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,73443.17,-788.18,-46967.025,,0.0,73443.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73443.17,0.0,0.0,,26120.035,,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
462,00872162046014983066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Independent Dealer,IBD,"Northwestern Mutual Investment Services, LLC"
463,4331121,1.0,,,,1.0,,,,1.0,,,,2.0,2.0,68722.025,,196805.0,2.0,11987.5,54234.525,0.0,0.0,0.0,0.0,0.0,2500.0,2500.0,0.0,0.0,0.0,-148018.525,214240.55,0.0,0.0,,274676.25,10.0,Independent Dealer,IBD,Raymond James & Associates Inc.
464,0292727,,,,,,,,,,,,,,,-33952.51,,,,0.0,-38952.51,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33952.51,0.0,0.0,0.0,,,,Independent Dealer,IBD,"Royal Alliance Associates, Inc."
465,4496968,4.0,7.0,1.0,,4.0,3.0,1.0,,2.0,1.0,1.0,,2.0,1.0,-444931.215,,-13333.96,2.0,-240488.035,-212046.86,7603.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-444931.215,0.0,0.0,0.0,40616.78,25000.0,,Independent Dealer,IBD,Sage Rutty & Co. Inc.
466,0091970,,,,,,,,,,,,,1.0,1.0,259334.54,,,,-3250.0,0.0,0.0,0.0,262584.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259334.54,0.0,0.0,,,,National Broker-Dealer,NACS,"UBS Financial Services, Inc."
467,85101130814078420808,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,-25583.6,,-30144.91,1.0,-30144.91,0.0,0.0,0.0,4561.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25583.6,0.0,0.0,0.0,,5886.05,,Fee-Based Adviser,RIA,"Sageview Advisory Group, Llc"
468,85101121053591066431,,,,,,,,,,,,,,,-2398.32,,,,-2398.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2398.32,0.0,0.0,0.0,,,,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
469,85101121155704250102,,,,,,,,,,,,,,,-24776.03,,,,0.0,-24776.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24776.03,0.0,0.0,0.0,,,,Independent Dealer,IBD,"Securities America, Inc."
470,85202112185102035275,12.0,10.0,,,1.0,1.0,,,1.0,1.0,,,,,-2977.77,-6292.15,-3263.11,,0.0,0.0,-2977.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2977.77,0.0,0.0,0.0,4979.48,101.36,,Independent Dealer,IBD,"Securities America, Inc."
471,85202162423500904774,10.0,3.0,,,3.0,1.0,,,3.0,1.0,,,2.0,2.0,27571.035,,-782.17,1.0,8693.195,1250.0,0.0,0.0,17627.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27571.035,0.0,0.0,0.0,,,,Independent Dealer,NACS,Wells Fargo Advisors
472,10761191735775309165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115815.325,2.0,Independent Dealer,RIA,"Insigneo Securities, LLC"
473,4301867,,,,,,,,,,,,,,,-64287.35,,,,-6759.79,-55972.0,-1555.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64287.35,0.0,0.0,0.0,,,,Independent Dealer,NACS,Wells Fargo Advisors
474,85101110774752716096,,,,,,,,,,,,,1.0,1.0,35465.3875,,,,35465.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35465.3875,0.0,0.0,,,,Independent Dealer,NACS,RBC Wealth Management
475,85101142005120298707,148.0,55.0,1.0,9.0,14.0,13.0,1.0,6.0,2.0,2.0,1.0,1.0,11.0,2.0,1413790.93,-100.67,-329317.08,,34971.84,0.0,0.0,0.0,0.0,0.0,0.0,1378819.09,0.0,0.0,0.0,0.0,1413790.93,0.0,0.0,0.0,403880.23,564339.13,,Independent Dealer,IBD,"Pruco Securities, LLC"
476,85201133754728058702,3.0,20.0,1.0,,2.0,6.0,1.0,,1.0,2.0,1.0,,1.0,1.0,49740.63,-154.1,-23126.92,,53920.79,0.0,-4180.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49740.63,0.0,0.0,0.0,26417.5,30591.88,3.0,Independent Dealer,IBD,Edward Jones
477,0186667,,,,,,,,,,,,,1.0,1.0,1136835.15,,,,0.0,1136835.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136835.15,0.0,0.0,0.0,0.0,0.0,,,,Independent Dealer,NACS,Wells Fargo Advisors
478,4343212,,,,,,,,,,,,,,,-0.62,,-0.62,,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,,,,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
479,0118965,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61229.44,-52535.08,-54863.38,1.0,-11560.59,-1611.5,74401.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61229.44,0.0,0.0,0.0,,278400.0,,Independent Dealer,IBD,Thoroughbred Financial Services
480,4412643,274.0,89.0,67.0,1.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1085671.395,-2048751.43,-94762.48,4.0,-26066.865,-41530.13,417968.18,0.0,0.0,0.0,0.0,735300.21,0.0,0.0,0.0,0.0,1085671.395,0.0,0.0,0.0,3252973.955,235984.555,4.0,National Broker-Dealer,NACS,Merrill Lynch
481,85101143675893655191,3.0,,3.0,,1.0,,1.0,,1.0,,1.0,,2.0,1.0,1557457.04,,,1.0,-4190.96,1561648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4190.96,1561648.0,0.0,0.0,,45000.0,,Independent Dealer,IBD,HSBC Securities Inc.
482,0353678,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,-19657.065,,-28406.91,,19173.855,-90471.195,51640.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36453.025,-22646.81,0.0,39442.77,,3331.8329,,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
483,4325315,3.0,4.0,,1.0,2.0,2.0,,1.0,1.0,1.0,,1.0,2.0,1.0,-761063.2396,,-57612.07155,,-775568.7420000001,2245.501893,9849.015,0.0,0.0,2410.985544,0.0,0.0,0.0,0.0,9849.015,0.0,-293891.5599,-477020.6947,0.0,0.0,,125307.0647,,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
484,10761192453945162254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Broker-Dealer,NACS,Merrill Lynch
485,10761183614645611569,,,,,,,,,,,,,1.0,1.0,10000.0,,,,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,,10000.0,,Independent Dealer,IBD,"Woodbury Financial Services, Inc."
486,4382757,,2.0,,,,2.0,,,,2.0,,,5.0,3.0,154884.73,,-6853.31,,62337.21,43859.87,48687.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154884.73,0.0,0.0,0.0,,742.07,1.0,Independent Dealer,IBD,LPL Financial LLC
487,4453695,85.0,24.0,13.0,1.0,5.0,6.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,1.0,-524516.8723,-640.7481240000001,-241342.1738,1.0,-539396.6188,-26941.54761,99198.91642000001,0.0,-51938.582310000005,-5439.04,0.0,0.0,0.0,0.0,0.0,0.0,103372.3115,-627889.1838,0.0,0.0,654136.73307,1232971.878,,National Broker-Dealer,NACS,Merrill Lynch
488,4487982,34.0,5.0,3.0,,5.0,2.0,2.0,,1.0,1.0,1.0,,4.0,1.0,122507.06,,-1262.43,3.0,122507.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122507.06,0.0,0.0,0.0,172514.89,68714.63,1.0,Independent Dealer,IBD,LPL Financial LLC
489,4488554,,,,,,,,,,,,,1.0,1.0,-2913.37,,,,7652.5,-10565.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2913.37,0.0,0.0,0.0,,,,Independent Dealer,IBD,LPL Financial LLC
490,85102112313545748957,294.0,787.0,5.0,3.0,12.0,13.0,5.0,3.0,3.0,3.0,2.0,1.0,14.0,3.0,577585.0616,-26676.54794,-285329.9466,1.0,327624.6471,219729.1246,30231.289930000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577585.0616,0.0,0.0,0.0,488000.59401,911786.3699,2.0,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
491,4393691,,,,,,,,,,,,,1.0,1.0,5808.52,,,,0.0,5808.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5808.52,0.0,0.0,0.0,,,,Independent Dealer,IBD,"MML Investors Services, LLC"
492,0044881,,,,,,,,,,,,,2.0,1.0,-311512.09,,,,8170.64,-284695.39,0.0,0.0,-34987.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-311511.93,-0.16,0.0,0.0,,,,Independent Dealer,NACS,Wells Fargo Advisors
493,0330242,50.0,57.0,12.0,15.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,742584.36,-16039.32,-556191.42,1.0,818261.66,-4000.0,0.0,0.0,-71677.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2398.86,744983.22,0.0,0.0,837477.6,309290.59,1.0,National Broker-Dealer,NACS,Merrill Lynch
494,85102111013794807301,,,,,,,,,,,,,1.0,,-15753.41,,,,-17146.97,1393.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15753.41,0.0,0.0,0.0,,,,Independent Dealer,IBD,"AXA Advisors, LLC"
495,85202131806044503220,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,9761.64,,-164.0,,7860.0,1901.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9761.64,0.0,0.0,0.0,,,,Independent Dealer,IBD,"Sagepoint Financial, Inc."
496,10761192515497995623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Independent Dealer,IBD,Edward Jones
497,4416332,13.0,10.0,,1.0,2.0,2.0,,1.0,1.0,1.0,,1.0,2.0,1.0,-58370.15,,-17185.0,1.0,-77469.375,19099.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58370.15,0.0,0.0,0.0,,2506.607092,1.0,Independent Dealer,IBD,"MML Investors Services, LLC"
498,85201112175396301027,,,,,,,,,,,,,,,-994.55,,,,-994.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-994.55,0.0,0.0,0.0,,,,Independent Dealer,IBD,LPL Financial LLC
499,10761172624524103172,,,,,,,,,,,,,,,1296.47,,,,1296.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.47,0.0,0.0,0.0,,,,Independent Dealer,NACS,Wells Fargo Advisors
500,4473159,131.0,143.0,17.0,6.0,13.0,13.0,9.0,4.0,2.0,2.0,1.0,2.0,11.0,2.0,3309783.99,-4219.87,-604260.07,11.0,-12952.57,40432.73,-21880.93,0.0,0.0,0.0,0.0,3304184.76,0.0,0.0,0.0,0.0,3309783.99,0.0,0.0,0.0,3822430.44,670976.91,1.0,Independent Dealer,IBD,Stephens Inc.
501,0085121,,,,,,,,,,,,,,,-6433.69,,,,-6433.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6433.69,0.0,0.0,0.0,,,,Independent Dealer,NACS,RBC Wealth Management
502,4462291,,,,,,,,,,,,,1.0,1.0,21662.3,,,,41495.22,-19832.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23130.08,0.0,0.0,-1467.78,,,,Independent Dealer,IBD,Edward Jones
503,0136413,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,-725326.89,,-50000.0,,-46477.2,-239360.87,0.0,0.0,-439488.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-265584.17,-459742.72,0.0,0.0,,,,Independent Dealer,NACS,Wells Fargo Advisors
504,85102163124706050068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Broker-Dealer,NACS,Merrill Lynch
