CONTACT_ID,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,sales_curr,sales_12M,redemption_curr,redemption_12M,new_Fund_added_12M,aum_AC_EQUITY,aum_AC_FIXED_INCOME_MUNI,aum_AC_FIXED_INCOME_TAXABLE,aum_AC_MONEY,aum_AC_MULTIPLE,aum_AC_PHYSICAL_COMMODITY,aum_AC_REAL_ESTATE,aum_AC_TARGET,aum_P_529,aum_P_ALT,aum_P_CEF,aum_P_ETF,aum_P_MF,aum_P_SMA,aum_P_UCITS,aum_P_UIT,refresh_date
4483540,,5,,2,,4,,2,,3,,1,3,2,41523.05,,,,-53930.97,,92517.08,-144486.28,108550.23,0,-15057.98,0,0,0,0,0,0,0,41523.05,0,0,0,12/31/2018
4411574,1,,,,1,,,,1,,,,,,-19946.18,,4.69,,,,-15453.52,-6695.1,2202.44,0,0,0,0,0,0,0,0,0,-19946.18,0,0,0,12/31/2018
4373048,5,11,1,2,1,3,1,2,1,2,1,2,1,1,-20864.35,,24945.92,,-795541.45,,-38737.31,17872.96,0,0,0,0,0,0,0,0,0,0,-35863.67,14999.32,0,0,12/31/2018
00872121366838018515,231,10,,,9,3,,,2,2,,,9,2,148411.4636,2629.3732,29245.2516,-7626,-18814.5,2,26681.78,-695.83,0,0,0,0,0,122425.5136,149885.9636,0,0,0,-1474.5,0,0,0,12/31/2018
10761181083929557949,1,,,,1,,,,1,,,,,,3000,,3000,,,1,0,0,3000,0,0,0,0,0,0,0,0,0,3000,0,0,0,12/31/2018
0144441,4,33,1,12,2,2,1,1,2,2,1,1,7,1,-7531137.428,,3172513.197,-1300,-8821343.531,1,-3645810.688,-4492414.995,2021.555,0,605066.7,0,0,0,0,0,0,0,-126499.16,-7404638.268,0,0,12/31/2018
4472285,,,,,,,,,,,,,,,-15908.58,,,,,,-15908.58,0,0,0,0,0,0,0,0,0,0,0,-15908.58,0,0,0,12/31/2018
4474213,,9,,,,1,,,,1,,,,,-5994.37,,,,-554.575,,0,-5402.47,-591.9,0,0,0,0,0,0,0,0,0,-5994.37,0,0,0,12/31/2018
4355282,45,2,,1,2,1,,1,1,1,,1,2,1,50971.51,1815.11,19406.63,,-14813.42,2,-48.63,51020.14,0,0,0,0,0,0,0,0,0,0,50971.51,0,0,0,12/31/2018
85102143704359730492,,1,,,,1,,,,1,,,,,-7571.82,,,,-7571.82,,0,-7571.82,0,0,0,0,0,0,0,0,0,0,-7571.82,0,0,0,12/31/2018
4315439,,,,,,,,,,,,,1,1,45000,,,,,,0,45000,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,12/31/2018
85102162814105869227,,5,,4,,4,,3,,1,,1,3,1,41283.57,,,,-1208731.25,,0,41283.57,0,0,0,0,0,0,0,0,0,0,41283.57,0,0,0,12/31/2018
4441064,,,,,,,,,,,,,,,-10252.82,,,,,,0,-10252.82,0,0,0,0,0,0,0,0,0,0,-10252.82,0,0,0,12/31/2018
0352597,171,47,69,7,3,4,2,4,2,2,1,2,2,1,3225728.26,193304.08,2639100.69,-21082,-339454.88,1,-18519.06,3405573.04,-161325.72,0,0,0,0,0,0,0,0,0,3225728.26,0,0,0,12/31/2018
0361455,3,4,3,4,1,1,1,1,1,1,1,1,5,2,4443585.218,,136069,-13807.5,-360813,,4307477.53,0,-58655.7425,0,194763.43,0,0,0,0,0,0,0,-72517.5675,4516102.785,0,0,12/31/2018
85101112195780184979,2,1,,,2,1,,,2,1,,,,,-117.73,,198.14,,-92.11,1,0,108.995,-226.725,0,0,0,0,0,0,0,0,0,-117.73,0,0,0,12/31/2018
00872152306265171729,2,,2,,1,,1,,1,,1,,1,1,46170,9971,37202,-1003,,1,0,0,46170,0,0,0,0,0,0,0,0,0,46170,0,0,0,12/31/2018
10761171744353841262,411,,,,11,,,,3,,,,6,2,106308.91,16299.91,20541.4,,,4,85109.15,0,17006.67,0,0,0,0,4193.09,106308.91,0,0,0,0,0,0,0,12/31/2018
10751193454362302643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
4456669,,,,,,,,,,,,,,,-2756.41,,,,,,0,-2756.41,0,0,0,0,0,0,0,0,0,0,-2756.41,0,0,0,12/31/2018
10761172054347744069,,,,,,,,,,,,,,,857.87,,,,,,857.87,0,0,0,0,0,0,0,0,0,0,0,857.87,0,0,0,12/31/2018
4413056,5,,,,2,,,,1,,,,4,1,-386769.26,,3864.08,,,,-431662.44,44893.18,0,0,0,0,0,0,0,0,0,0,60398.26,-447167.52,0,0,12/31/2018
0265149,,,,,,,,,,,,,2,1,-120691.59,,,,,,64440.32,0,0,0,-185131.91,0,0,0,0,0,0,0,26833.39,-147524.98,0,0,12/31/2018
4480110,60,35,2,,6,1,1,,2,1,1,,8,3,636458.21,1240.99,92256.4,-13819,-87519.29,3,444358.38,0,14990.43,0,0,0,0,177109.4,316512.49,0,0,0,319945.72,0,0,0,12/31/2018
4428148,,2,,,,1,,,,1,,,2,1,-248469.3808,,,,-4969.059711,,-405539.9108,-289690,0,0,446760.53,0,0,0,0,0,0,0,-30870.01337,-217599.3674,0,0,12/31/2018
85201103605306148230,,,,,,,,,,,,,1,1,14375.55,,,,,,19445.96,0,-5070.41,0,0,0,0,0,0,0,0,0,14375.55,0,0,0,12/31/2018
4455922,1,5,,,1,1,,,1,1,,,1,1,122715.87,558.03,217.47,-107.72,-3167.16,1,-126495.62,249211.49,0,0,0,0,0,0,0,0,0,0,122715.87,0,0,0,12/31/2018
85201123633120314771,25,245,14,9,8,9,7,3,3,4,3,3,7,2,107551.585,31000,332140.67,-292922.415,-417842.455,3,-149391.67,130097.24,122772.615,0,4073.4,0,0,0,0,0,0,0,107551.585,0,0,0,12/31/2018
10751183695441434649,,,,,,,,,,,,,1,1,5157.72,5157.72,,,,,5157.72,0,0,0,0,0,0,0,0,0,0,0,5157.72,0,0,0,12/31/2018
4365451,,6,,,,1,,,,1,,,,,-225397.76,,,,-4731.98,,-86659.06,-135138.7,0,0,-3600,0,0,0,0,0,0,0,-225397.76,0,0,0,12/31/2018
85101152055550344151,18,,17,,1,,1,,1,,1,,2,1,729188.58,253619.15,475569.43,,,1,729188.58,0,0,0,0,0,0,0,0,0,0,0,729188.58,0,0,0,12/31/2018
4366784,,,,,,,,,,,,,1,1,68272.04693,,,,,,68272.04693,0,0,0,0,0,0,0,0,0,0,0,-1390.653075,69662.7,0,0,12/31/2018
4459038,,1,,,,1,,,,1,,,,,-23614.82,,,,-7477.82,,-5382.06,-18232.76,0,0,0,0,0,0,0,0,0,0,-23614.82,0,0,0,12/31/2018
4320432,,2,,1,,2,,1,,2,,1,,,-328285.16,,,,-166651.8,,-321164.97,-7120.19,0,0,0,0,0,0,0,0,0,0,-16657.05,-311628.11,0,0,12/31/2018
0236899,,,,,,,,,,,,,7,2,1139166.465,,,,,,517370.555,617045.91,0,0,4750,0,0,0,0,0,8451.75,0,77939.525,1052775.19,0,0,12/31/2018
10751192665132102761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
4300266,6,5,3,2,1,4,1,2,1,3,1,2,6,3,1265931.52,,114593.79,,-111433.98,,1438.29,181062.67,29554.25,0,1053876.31,0,0,0,0,0,121157.85,0,1144773.67,0,0,0,12/31/2018
0273824,,,,,,,,,,,,,,,-44506.79,,,,,,0,-44506.79,0,0,0,0,0,0,0,0,0,0,-44506.79,0,0,0,12/31/2018
0275568,1,39,,9,1,6,,4,1,4,,3,3,1,83754.85,,5000,-2265.925,-274275.78,1,843231.57,-407838.54,-280596.415,0,-71041.765,0,0,0,0,0,0,0,108625.04,-24870.19,0,0,12/31/2018
4412921,,,,,,,,,,,,,1,1,202740.98,,,-125606.98,,,0,202740.98,0,0,0,0,0,0,0,0,0,0,202740.98,0,0,0,12/31/2018
85201170194106750907,,1,,1,,1,,1,,1,,1,,,-48225.585,,,,-17013.085,,0,-48225.585,0,0,0,0,0,0,0,0,0,0,-48225.585,0,0,0,12/31/2018
0010109,7,2,6,,6,2,5,,3,1,3,,10,3,2649045.18,100000,617942.94,,-9935.03,2,2190172.47,295696.29,163176.42,0,0,0,0,0,0,0,0,0,1307063.01,1341982.17,0,0,12/31/2018
4325606,8,25,2,16,4,4,2,2,1,2,1,2,14,3,8001270.53,,92360.45,-42185.89,-363516.91,,175897.64,7706392.81,0,0,118980.08,0,0,0,0,0,19400,0,1753873.75,6227996.78,0,0,12/31/2018
0301816,,,,,,,,,,,,,,,-5480.53,,,,,,0,0,0,0,-5480.53,0,0,0,0,0,0,0,-5480.53,0,0,0,12/31/2018
85102142953934325852,22,28,5,5,7,7,2,2,3,3,1,1,,,-28754.205,,171759.545,,-200513.75,7,-7690.6,-15937.9,-5125.705,0,0,0,0,0,0,0,0,0,-28754.205,0,0,0,12/31/2018
85201130245217296181,,,,,,,,,,,,,,,530.62,,,,,,530.62,0,0,0,0,0,0,0,0,0,0,0,530.62,0,0,0,12/31/2018
85101121375963482466,,,,,,,,,,,,,,,-101343.49,,,,,,0,-101343.49,0,0,0,0,0,0,0,0,0,0,-101343.49,0,0,0,12/31/2018
4341361,,,,,,,,,,,,,5,1,219856.26,,,,,,225178.09,-5398.68,99.11,0,0,-22.26,0,0,0,0,38804.85,0,-67010.05,0,0,248061.46,12/31/2018
10751192674209867865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
0310139,,,,,,,,,,,,,1,,-41879.5722,,,,,,-41670.9522,0,0,0,-208.62,0,0,0,0,0,0,0,-33591.18,-8288.3922,0,0,12/31/2018
0167390,4,15,1,10,2,4,1,3,1,1,1,1,2,1,-66178.78,,45250,,-359912.5,,-76793.05,7324.76,3289.51,0,0,0,0,0,0,0,0,0,-66178.78,0,0,0,12/31/2018
85101133705332733503,2,1,,,1,1,,,1,1,,,,,-1657.03,122.24,484.54,,-2263.81,1,-1657.03,0,0,0,0,0,0,0,0,0,0,0,-1657.03,0,0,0,12/31/2018
4439552,1,,1,,1,,1,,1,,1,,3,2,195474.81,,19800,,,1,97396.11,0,98078.7,0,0,0,0,0,0,0,0,0,94760.81,100714,0,0,12/31/2018
4345093,,,,,,,,,,,,,,,-28191.91,,,,,,0,0,-28191.91,0,0,0,0,0,0,0,0,0,-28191.91,0,0,0,12/31/2018
0347928,2,2,,1,2,2,,1,1,2,,1,3,1,-80389.63,,1979.5,,-20663.08,,-46334.3,284580.28,0,0,-321073.53,2437.92,0,0,0,0,0,0,265444.96,-345834.59,0,0,12/31/2018
0046694,,,,,,,,,,,,,,,-211942.87,,,,,,-153586.06,-60620.93,2264.12,0,0,0,0,0,0,0,0,0,-58356.81,-153586.06,0,0,12/31/2018
85101131053729787212,,,,,,,,,,,,,,,-114744.8164,,,,,,-2236.59,-103972.72,-8535.506364,0,0,0,0,0,0,0,0,0,-114744.8164,0,0,0,12/31/2018
85102122923367566568,8,2,3,1,3,1,3,1,2,1,2,1,3,2,74577.47,633.32,88006.81,,-14062.66,3,27288.47,0,47289,0,0,0,0,0,0,0,0,0,74577.47,0,0,0,12/31/2018
0288983,23,29,1,,1,1,1,,1,1,1,,4,1,-125080.89,2714.9,46431.55,-485.5,-20354.64,,26704.74,-151785.63,0,0,0,0,0,0,0,0,0,0,115542.52,-240623.41,0,0,12/31/2018
4310458,12,1,2,1,1,1,1,1,1,1,1,1,,,-68551.69,2802.57,31277.88,,-75940.31,1,-68551.69,0,0,0,0,0,0,0,0,0,0,0,-68551.69,0,0,0,12/31/2018
4408198,,8,,4,,4,,4,,3,,3,,,-151094.69,,,,-99447.985,,2960.08,-116149.57,-18812.57,0,-19092.63,0,0,0,0,0,0,0,-151094.69,0,0,0,12/31/2018
4483132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-150409.87,,24744.7,,-143541.11,1,-145154.57,24744.7,-30000,0,0,0,0,0,0,0,0,0,-21481.35,-128928.52,0,0,12/31/2018
0095443,,1,,1,,1,,1,,1,,1,1,1,-22902.93,,,,-238584,,-31624.05,8721.12,0,0,0,0,0,0,0,0,0,0,-42532.93,19630,0,0,12/31/2018
85201163723109537147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
85102163365474785824,,,,,,,,,,,,,,,-11435.71,,,,,,0,-11435.71,0,0,0,0,0,0,0,0,0,0,-11435.71,0,0,0,12/31/2018
10751173555938614929,8,10,,2,2,3,,2,2,3,,2,,,-7818.93,,29058.65,-102.68,-36774.9,1,-10772.81,-75.47,3029.35,0,0,0,0,0,0,0,0,0,-7818.93,0,0,0,12/31/2018
10751173567128662164,4,2,,,1,1,,,1,1,,,,,145.285,,403.045,,-257.76,,145.285,0,0,0,0,0,0,0,0,0,0,0,145.285,0,0,0,12/31/2018
4411923,,,,,,,,,,,,,1,1,57850.98,,,,,,0,57850.98,0,0,0,0,0,0,0,0,0,0,57850.98,0,0,0,12/31/2018
4489339,,1,,1,,1,,1,,1,,1,,,-250691.38,,,,-10000,,0,-240673.38,-10018,0,0,0,0,0,0,0,0,0,-250691.38,0,0,0,12/31/2018
4341162,,,,,,,,,,,,,1,1,64965.74,,,,,,-18971.76,83937.5,0,0,0,0,0,0,0,0,0,0,64965.74,0,0,0,12/31/2018
0084390,1,2,1,2,1,2,1,2,1,1,1,1,1,,-203351.8636,,78682.4,,-27180.59837,1,-3413.52,-199938.3436,0,0,0,0,0,0,0,0,0,0,-203351.8636,0,0,0,12/31/2018
4500202,6,9,,5,2,5,,4,2,3,,3,2,1,-85148.07,,10920.36,,-100099.85,,-46365.95,44366.99,-74069.05,0,-9080.06,0,0,0,0,0,0,0,-85148.07,0,0,0,12/31/2018
10751171464571414454,9,9,,,1,1,,,1,1,,,,,-547.87,,738.3,,-7316.06,,0,0,-547.87,0,0,0,0,0,0,0,0,0,-547.87,0,0,0,12/31/2018
0200265,1,12,,1,1,1,,1,1,1,,1,2,2,67560.23,972.92,351.34,-1524.94,-16461.21,,-38637.9,72000,0,0,34198.13,0,0,0,0,0,0,0,82200.06,-14639.83,0,0,12/31/2018
85201161795933175346,,,,,,,,,,,,,1,1,8544.96,,,,,,8544.96,0,0,0,0,0,0,0,0,0,0,0,8544.96,0,0,0,12/31/2018
85201132096313105332,,2,,,,2,,,,1,,,,,-7664.83,,,,-7664.83,,-7664.83,0,0,0,0,0,0,0,0,0,0,0,-7664.83,0,0,0,12/31/2018
85202110865169255530,2,2,,,1,1,,,1,1,,,1,1,-40172.565,,136.045,,-363.965,,-59091.61,13988.745,0,0,0,4930.3,0,0,0,0,0,0,-40172.565,0,0,0,12/31/2018
85201140433700226614,35,140,1,,1,2,1,,1,2,1,,3,3,111519.35,7070.56,82504.8,-24368.44,-137509.15,,-1202,36655.87,68471.72,0,7593.76,0,0,0,0,0,0,0,111519.35,0,0,0,12/31/2018
0305618,3,5,1,5,1,1,1,1,1,1,1,1,,,-218971.85,,26499.6,,-245464.24,1,-218964.64,0,-7.21,0,0,0,0,0,0,0,0,0,-7.21,-218964.64,0,0,12/31/2018
4434785,,1,,,,1,,,,1,,,,,-59119.01,,,,-1039.51,,-35241.14,-23877.87,0,0,0,0,0,0,0,0,0,0,-59119.01,0,0,0,12/31/2018
4436260,264,20,9,10,12,3,3,2,4,3,3,2,14,4,1345431.46,9672.94,335500.83,-84713.97,-375063.32,6,340132.97,659486.1,53765.52,0,0,0,0,292046.87,711972.72,0,0,0,633458.74,0,0,0,12/31/2018
85101122315069974080,2,1,1,,1,1,1,,1,1,1,,3,3,129021.645,,22862.745,,-944.64,1,72831.59,33327.31,22862.745,0,0,0,0,0,0,0,0,0,129021.645,0,0,0,12/31/2018
0356312,4,9,,1,1,2,,1,1,2,,1,1,,-145110.37,,6208.45,-152.03,-28439.11,,-24951.46,-26298.02,0,0,-93860.89,0,0,0,0,0,0,0,-51249.48,-93860.89,0,0,12/31/2018
4440239,,,,,,,,,,,,,,,-13686.21,,,,,,-6856.48,-10931.93,4102.2,0,0,0,0,0,0,0,0,0,-13686.21,0,0,0,12/31/2018
85102112174141463833,28,2,1,,1,1,1,,1,1,1,,2,1,162941.21,525,36815,,-590.85,,-210,160288.5,2862.71,0,0,0,0,0,0,0,0,0,162941.21,0,0,0,12/31/2018
10751181963910960042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
4489952,,,,,,,,,,,,,4,2,-107821.86,,,,,,42325.35,16430.88,-1152.32,0,-165425.77,0,0,0,0,0,0,0,-107821.86,0,0,0,12/31/2018
0267921,1,1,,,1,1,,,1,1,,,,,-193645.4,,131.74,,-1607.66,1,-66798.06,-18956.21,56.74,0,-107947.87,0,0,0,0,0,0,0,-85697.53,-107947.87,0,0,12/31/2018
4478769,,,,,,,,,,,,,,,-160033.46,,,,,,-160033.46,0,0,0,0,0,0,0,0,0,0,0,-2092.46,-157941,0,0,12/31/2018
85201121844812707740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
10751191183763259600,,19,,,,1,,,,1,,,,,-23836,,,-754,-23082,,0,0,-23836,0,0,0,0,0,0,0,0,0,-23836,0,0,0,12/31/2018
0304270,,,,,,,,,,,,,1,1,63852.63,,,,,,63852.63,0,0,0,0,0,0,0,0,0,0,0,0,63852.63,0,0,12/31/2018
85202152713424334520,,,,,,,,,,,,,,,-6672.01,,,,,,-6672.01,0,0,0,0,0,0,0,0,0,0,0,-6672.01,0,0,0,12/31/2018
85101161323484959500,,,,,,,,,,,,,,,-199.445,,,,,,0,-199.445,0,0,0,0,0,0,0,0,0,0,-199.445,0,0,0,12/31/2018
4391655,,,,,,,,,,,,,,,-10000,,,,,,0,-10000,0,0,0,0,0,0,0,0,0,0,-10000,0,0,0,12/31/2018
10751192743822607398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
85101110805384273561,,,,,,,,,,,,,1,1,-15469.65,,,,,,8156.9,-23626.55,0,0,0,0,0,0,0,0,0,0,-15469.65,0,0,0,12/31/2018
10751193535881875140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
85102142592590124903,2,,,,1,,,,1,,,,,,-170.785,,166.215,,,1,-170.785,0,0,0,0,0,0,0,0,0,0,0,-170.785,0,0,0,12/31/2018
85101161173648105977,,1,,,,1,,,,1,,,1,1,17322.515,,,,-7500,,0,17322.515,0,0,0,0,0,0,0,0,0,0,17322.515,0,0,0,12/31/2018
0198100,1,1,,,1,1,,,1,1,,,5,2,79882.4,,252.09,,-578.99,,47257.08,-15697.68,48323,0,0,0,0,0,0,0,48323,0,212523.99,-180964.59,0,0,12/31/2018
4327200,12,,10,,1,,1,,1,,1,,4,3,476169.1,25863.48,401407.49,,,,29959.83,397515.11,48694.16,0,0,0,0,0,0,0,0,0,458034.99,0,0,18134.11,12/31/2018
4488534,,1,,,,1,,,,1,,,,,-37403.34,,,,-186.22,,-9350.75,-3184.28,-24868.31,0,0,0,0,0,0,0,0,0,-37403.34,0,0,0,12/31/2018
4361568,,2,,,,1,,,,1,,,1,,-286219.49,,,,-2678.58,,4754.11,-290973.6,0,0,0,0,0,0,0,0,0,0,-286219.49,0,0,0,12/31/2018
85102132373813764794,,,,,,,,,,,,,,,249.74,,,,,,249.74,0,0,0,0,0,0,0,0,0,0,0,249.74,0,0,0,12/31/2018
4492692,,,,,,,,,,,,,,,892.58,,,,,,0,0,1002.58,0,-110,0,0,0,0,0,0,0,892.58,0,0,0,12/31/2018
85102152735782131565,1,6,,,1,1,,,1,1,,,,,-13502.59,246.01,4294.81,-1937.05,-4715.71,,-13502.59,0,0,0,0,0,0,0,0,0,0,0,-13502.59,0,0,0,12/31/2018
0020070,8,14,3,12,2,4,2,4,1,2,1,2,4,,-9870504.885,,154089,-1808.63,-4809857.83,1,-9602952.215,-51802.27,-13238.25,0,-202512.15,0,0,0,0,0,0,0,-1430732,-8439772.885,0,0,12/31/2018
4309302,,,,,,,,,,,,,1,1,-14940.76,,,,,,-34940.76,20000,0,0,0,0,0,0,0,0,0,0,-14940.76,0,0,0,12/31/2018
0003173,,,,,,,,,,,,,3,1,-291770.95,,,,,,-192306.86,-119189.4,0,0,19725.31,0,0,0,0,0,0,0,-135398.6,-156372.35,0,0,12/31/2018
4496463,32,11,5,3,3,3,1,2,1,1,1,1,2,1,141820.8935,2623,272257,,-220603.98,1,-3341.866478,212992.55,0,0,-67829.79,0,0,0,0,0,0,0,141820.8935,0,0,0,12/31/2018
4375208,1,,,,1,,,,1,,,,4,3,298282.38,,6084.24,,,1,212256.47,79941.67,6084.24,0,0,0,0,0,0,0,0,0,91382.35,206900.03,0,0,12/31/2018
10751172164458491736,1,,,,1,,,,1,,,,1,1,5890,,750,,,,0,5890,0,0,0,0,0,0,0,0,0,0,5890,0,0,0,12/31/2018
85202151896554786239,,1,,1,,1,,1,,1,,1,,,-1961899.69,,,,-327838.58,,0,0,-1961899.69,0,0,0,0,0,0,0,0,0,-1961899.69,0,0,0,12/31/2018
85102131633407097442,,1,,1,,1,,1,,1,,1,,,-46712.37,,,,-16151.62,,-36884.4,-9827.97,0,0,0,0,0,0,0,0,0,0,-46712.37,0,0,0,12/31/2018
4398875,,,,,,,,,,,,,2,1,261245.93,,,,,,-3945.31,262179.41,3011.83,0,0,0,0,0,0,0,0,0,261245.93,0,0,0,12/31/2018
0273449,,,,,,,,,,,,,1,1,-8580167.57,,,,,,0,-8589596.3,0,0,9428.73,0,0,0,0,0,0,0,-4645.64,-8575521.93,0,0,12/31/2018
85102113084207417920,1,6,1,1,1,1,1,1,1,1,1,1,1,1,27235.47,,27723,,-30728.3,,-13933.96,0,41169.43,0,0,0,0,0,0,0,0,0,27235.47,0,0,0,12/31/2018
0189008,2,1,1,,1,1,1,,1,1,1,,4,1,255588.73,,23994.05,,-9000,,-10317.85,265906.58,0,0,0,0,0,0,0,0,0,0,255588.73,0,0,0,12/31/2018
85102161373760142116,,,,,,,,,,,,,,,-12619.8,,,,,,0,-2858.44,-8313.605,0,-1447.755,0,0,0,0,0,0,0,-12619.8,0,0,0,12/31/2018
10751192754371004705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
85101143153946513706,,,,,,,,,,,,,,,-1517.2,,,,,,-1517.2,0,0,0,0,0,0,0,0,0,0,0,-1517.2,0,0,0,12/31/2018
0945386,,,,,,,,,,,,,1,1,51496.53,,,,,,0,51496.53,0,0,0,0,0,0,0,0,0,0,51496.53,0,0,0,12/31/2018
85101113785846605350,1,,,,1,,,,1,,,,1,1,8346,,8346,,,1,0,0,8346,0,0,0,0,0,0,0,0,0,8346,0,0,0,12/31/2018
4435657,161,143,8,7,5,6,2,3,3,3,2,3,6,3,1784420.455,3777.415,848026.795,-6798.39,-394537.92,,1668138.345,46212.935,70069.175,0,0,0,0,0,0,0,0,0,242183.565,1542236.89,0,0,12/31/2018
0120978,72,79,5,1,3,4,3,1,2,2,2,1,9,2,2893614.265,1338.36,202116.82,-78288.895,-55983.47,,305716.37,2696212.24,0,0,-108314.345,0,0,0,0,0,48495.15,0,2794036.085,51083.03,0,0,12/31/2018
4343844,5,2,,,1,2,,,1,1,,,,,-39453.515,269.92,756.87,,-492.875,1,533.915,-39987.43,0,0,0,0,0,0,0,0,0,0,-39453.515,0,0,0,12/31/2018
0219714,93,53,2,2,4,3,2,2,2,2,1,1,6,1,-475482.8389,14177.9554,93628.41956,-17021.44435,-163387.3296,1,-553577.3184,-39010.66216,117105.1416,0,0,0,0,0,0,0,0,0,-556599.7681,81116.92915,0,0,12/31/2018
4442603,,3,,2,,2,,2,,1,,1,1,,-84696.68,,,,-32163.55,,0,-84696.68,0,0,0,0,0,0,0,0,0,0,-84696.68,0,0,0,12/31/2018
10751173125807043009,16,6,,,3,1,,,2,1,,,2,2,52275.22,,35113.39,-1500,-29008.08,1,46997.78,5277.44,0,0,0,0,0,0,0,0,0,0,52275.22,0,0,0,12/31/2018
10751190163149582362,10,,,,1,,,,1,,,,,,3021.54,,2418.5,,-0.59,,0,0,3021.54,0,0,0,0,0,0,0,0,0,3021.54,0,0,0,12/31/2018
4417349,2,5,2,,1,2,1,,1,1,1,,1,1,42713.05,153.66,310000,-50,-4328,1,-157.45,42870.5,0,0,0,0,0,0,0,0,0,0,42713.05,0,0,0,12/31/2018
0050295,,,,,,,,,,,,,3,3,-177842.34,,,,,,23524.615,-259837.625,36087.78,0,22382.89,0,0,0,0,0,0,0,-202125.315,0,0,24282.975,12/31/2018
4423422,,,,,,,,,,,,,,,1325.99,,,,,,0,0,0,0,0,1325.99,0,0,0,0,0,0,1325.99,0,0,0,12/31/2018
10761172695190999698,25,3,,,1,2,,,1,1,,,1,1,8403.2,3637.59,10633.91,,-5868.3,1,0,8403.2,0,0,0,0,0,0,0,0,0,0,8403.2,0,0,0,12/31/2018
85201120125291557738,5,16,,,1,2,,,1,1,,,,,-13625.64,1475.44,8707.51,,-4803.42,,-13625.64,0,0,0,0,0,0,0,0,0,0,0,-13625.64,0,0,0,12/31/2018
0359319,1,5,,,1,2,,,1,2,,,3,2,1058357.89,,6336,-757.545,-5497.365,,902186.39,0,156113.005,0,0,58.495,0,0,0,0,909829.1,0,148528.79,0,0,0,12/31/2018
4339639,23,32,,,2,2,,,2,2,,,,,-8709.2,,35978.95,,-44688.15,2,0,-8726.14,16.94,0,0,0,0,0,0,0,0,0,-8709.2,0,0,0,12/31/2018
85202121865989888158,,1,,,,1,,,,1,,,2,2,290111.73,,,,-5000,,313013.32,24653.85,-49464.27,0,1908.83,0,0,0,0,0,0,0,-17901.59,308013.32,0,0,12/31/2018
85201120293861252025,,,,,,,,,,,,,,,-8826.83,,,,,,0,-8826.83,0,0,0,0,0,0,0,0,0,0,-8826.83,0,0,0,12/31/2018
10761190983964223254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
0065319,1,3,1,3,1,2,1,2,1,2,1,2,2,1,50114.76,,40000,,-79867.68,,-798256.64,843371.4,0,0,5000,0,0,0,0,0,0,0,699777.02,-649662.26,0,0,12/31/2018
0039084,,3,,2,,1,,1,,1,,1,5,2,-244799.8279,,,,-29161.7,,-759135.63,389266.6871,124990.25,0,0,78.865,0,0,0,0,0,0,-253361.8279,8562,0,0,12/31/2018
85201140053873295405,,,,,,,,,,,,,,,-1203.48,,,,,,0,0,-1203.48,0,0,0,0,0,0,0,0,0,-1203.48,0,0,0,12/31/2018
85202121715145858584,,,,,,,,,,,,,,,-33193.515,,,,,,-33193.515,0,0,0,0,0,0,0,0,0,0,0,-33193.515,0,0,0,12/31/2018
85102121496164685087,5,4,,2,1,2,,1,1,1,,1,,,-79712.83,1044.84,624.8,,-71731.2,,-71042.32,0,-8670.51,0,0,0,0,0,0,0,0,0,-79712.83,0,0,0,12/31/2018
10761192134827597981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
0298370,11,2,6,,4,2,3,,3,2,2,,4,3,156882.5895,,111025.3445,,-6656.78501,3,-5003.620478,64282.35,91603.86,0,6000,0,0,0,0,0,0,0,156882.5895,0,0,0,12/31/2018
85201132722899785178,,5,,,,1,,,,1,,,1,1,8349.615,,,,-3568.92,,8349.615,0,0,0,0,0,0,0,0,0,0,0,8349.615,0,0,0,12/31/2018
4480998,,,,,,,,,,,,,,,-3307.44,,,,,,-3307.44,0,0,0,0,0,0,0,0,0,0,0,-3307.44,0,0,0,12/31/2018
