CONTACT_ID,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,sales_curr,sales_12M,redemption_curr,redemption_12M,new_Fund_added_12M,aum_AC_EQUITY,aum_AC_FIXED_INCOME_MUNI,aum_AC_FIXED_INCOME_TAXABLE,aum_AC_MONEY,aum_AC_MULTIPLE,aum_AC_PHYSICAL_COMMODITY,aum_AC_REAL_ESTATE,aum_AC_TARGET,aum_P_529,aum_P_ALT,aum_P_CEF,aum_P_ETF,aum_P_MF,aum_P_SMA,aum_P_UCITS,aum_P_UIT,refresh_date
85201141832949380898,,,,,,,,,,,,,1,1,9700,,,,,,9700,0,0,0,0,0,0,0,0,0,9700,0,0,0,0,0,12/31/2018
85101151633750024802,44,30,3,2,2,4,1,2,1,2,1,2,4,1,458178.825,135.42,542180.345,-56658.045,-112806.985,1,-71895.4,538669.575,-8595.35,0,0,0,0,0,0,0,0,0,-64354.19,522533.015,0,0,12/31/2018
85101133184940050389,,,,,,,,,,,,,,,-1221.78,,,,,,-1221.78,0,0,0,0,0,0,0,0,0,0,0,-1221.78,0,0,0,12/31/2018
85102103715711974515,56,121,3,7,9,13,2,4,4,4,1,2,7,1,-5472784.77,2852.14,877521.04,-340391.55,-512563.09,1,-4352456.45,202391.57,-1204461.01,0,-118258.88,0,0,0,0,0,0,0,-5683326.71,210541.94,0,0,12/31/2018
0013088,,,,,,,,,,,,,,,-43956.92,,,,,,0,-43956.92,0,0,0,0,0,0,0,0,0,0,-43956.92,0,0,0,12/31/2018
4303432,5,6,,,2,1,,,1,1,,,3,1,-551965.25,,1042.03,-1891.88,-2014.64,,-68612.42,-554359.83,71007,0,0,0,0,0,0,0,0,0,-551965.25,0,0,0,12/31/2018
4398989,260,140,6,4,12,7,6,3,3,2,1,2,7,1,99216.33249,1168.005,516768.986,-71286.1198,-161916.4588,8,-317285.045,-16800.31,-74015.34751,0,0,0,0,507317.035,0,0,0,0,287932.0125,-188715.68,0,0,12/31/2018
85101123714734737041,,,,,,,,,,,,,1,1,18210.7,,,,,,0,0,18210.7,0,0,0,0,0,0,0,0,0,18210.7,0,0,0,12/31/2018
1468982,,,,,,,,,,,,,2,2,-34746.6,,,,,,-88144.885,28648.285,0,0,24750,0,0,0,0,0,0,0,35977.13,-70723.73,0,0,12/31/2018
4468933,,,,,,,,,,,,,1,1,100508.73,,,,,,0,100508.73,0,0,0,0,0,0,0,0,0,0,100508.73,0,0,0,12/31/2018
0349316,59,61,,2,1,5,,2,1,2,,2,14,3,791307.49,5585.79,76468.72,-41196.02,-153404.93,,558382.45,103389.785,129535.255,0,0,0,0,0,0,0,58115,0,668360.755,18651.2,0,46180.535,12/31/2018
4371627,93,85,41,20,9,17,7,9,3,3,3,3,7,1,2181756.38,26233.24,1303628.81,-190430.15,-869408.77,4,-98626.3,2292316.24,-11933.56,0,0,0,0,0,0,0,0,0,2181756.38,0,0,0,12/31/2018
85202111504151197399,,,,,,,,,,,,,,,3906.5,,,,,,4444.04,0,-537.54,0,0,0,0,0,0,0,0,0,3906.5,0,0,0,12/31/2018
4440260,4,12,,,1,1,,,1,1,,,1,1,-22042.14,,554.99,-1.57,-18.39,,11506.13,-33548.27,0,0,0,0,0,0,0,0,0,0,-22042.14,0,0,0,12/31/2018
4413928,117,37,5,1,1,1,1,1,1,1,1,1,1,1,1139307.2,11900,392900,-315383.21,-94093.38,,1139307.2,0,0,0,0,0,0,0,0,0,0,0,1139307.2,0,0,0,12/31/2018
00872121366866801474,,,,,,,,,,,,,1,1,5086.39,,,,,,5086.39,0,0,0,0,0,0,0,0,0,0,0,5086.39,0,0,0,12/31/2018
0035793,,,,,,,,,,,,,2,1,-122206.42,,,,,,5981.51,-128187.93,0,0,0,0,0,0,0,0,0,0,-122206.42,0,0,0,12/31/2018
4379672,,1,,,,1,,,,1,,,,,-75859.535,,,-15,-15,,-3706.82,-72077.715,0,0,-75,0,0,0,0,0,0,0,-75859.535,0,0,0,12/31/2018
85101113123948421620,1,12,,,1,3,,,1,3,,,5,4,103393.54,,589.72,,-20934.19,,17665.8,57325.33,9523.81,0,18878.6,0,0,0,0,0,0,0,103393.54,0,0,0,12/31/2018
4360349,,,,,,,,,,,,,,,-40378.75,,,,,,-40378.75,0,0,0,0,0,0,0,0,0,0,0,-40378.75,0,0,0,12/31/2018
85202112253421662026,2,,2,,1,,1,,1,,1,,1,1,56315,,56315,,,1,0,0,56315,0,0,0,0,0,0,0,0,0,56315,0,0,0,12/31/2018
85102130584039592275,,,,,,,,,,,,,,,-7239.1,,,,,,0,-7239.1,0,0,0,0,0,0,0,0,0,0,-7239.1,0,0,0,12/31/2018
85102130675153765503,58,32,,2,6,7,,2,1,2,,2,2,,-23739.6,578.82,20932.89,-2897.03,-95156.75,,-23986.77,247.17,0,0,0,0,0,0,0,0,0,0,-23739.6,0,0,0,12/31/2018
0287343,,1,,1,,1,,1,,1,,1,,,-16912.39,,,,-10118.305,,-5103.96,-10140.59,-1667.84,0,0,0,0,0,0,0,0,0,-16912.39,0,0,0,12/31/2018
85102113414589158571,5,9,,1,1,2,,1,1,2,,1,,1,-31626.49,242.76,1888.52,,-24023.94,1,5387.42,-14485.57,-22528.34,0,0,0,0,0,0,0,0,0,-31626.49,0,0,0,12/31/2018
4452197,,2,,2,,2,,2,,1,,1,,,-125691.37,,,,-50999.67,,0,-125691.37,0,0,0,0,0,0,0,0,0,0,-125691.37,0,0,0,12/31/2018
10751171714660846413,126,,,,4,,,,2,,,,4,2,84345.84,248.1,12899.9,,,1,46529.28,0,37816.56,0,0,0,0,0,84345.84,0,0,0,0,0,0,0,12/31/2018
85101123123214478446,,,,,,,,,,,,,,,-24143.54,,,,,,-24143.54,0,0,0,0,0,0,0,0,0,0,0,-24143.54,0,0,0,12/31/2018
4344566,,,,,,,,,,,,,,,-14093.06,,,,,,0,-14093.06,0,0,0,0,0,0,0,0,0,0,-14093.06,0,0,0,12/31/2018
4454499,36,27,,,1,1,,,1,1,,,4,2,92486.915,286.685,12094.055,-546.525,-6144.46,,163296.43,23350.885,0,0,-94160.4,0,0,0,0,0,0,0,92486.915,0,0,0,12/31/2018
0330057,,,,,,,,,,,,,1,,-12148.71,,,,,,0,-12148.71,0,0,0,0,0,0,0,0,0,0,-12148.71,0,0,0,12/31/2018
10751192224418458276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
0116142,1,1,1,,1,1,1,,1,1,1,,2,1,-179377.94,,19993.5,,-1324.95,,125283.6,-5322.1,0,0,-299494.09,154.65,0,0,0,0,0,0,-44306.83,-135071.11,0,0,12/31/2018
4347880,80,108,13,6,3,4,2,3,1,3,1,2,8,2,3982533.588,63474.154,1267930.63,-21218.936,-251405,,603581.656,3472185.532,0,0,-93233.6,0,0,0,0,0,0,0,27400.17,3955133.418,0,0,12/31/2018
85102111405501547287,,,,,,,,,,,,,1,1,25872.97,,,,,,25872.97,0,0,0,0,0,0,0,0,0,0,0,0,25872.97,0,0,12/31/2018
85101151235122385622,,1,,,,1,,,,1,,,2,1,91114.23,,,,-4000,,0,91114.23,0,0,0,0,0,0,0,0,0,0,91114.23,0,0,0,12/31/2018
4441524,,1,,,,1,,,,1,,,,,-78136.03,,,,-6.295,,-1186.375,-58600.85,-3.205,0,-18345.6,0,0,0,0,0,0,0,-78136.03,0,0,0,12/31/2018
4464582,770,605,164,45,5,9,3,4,3,3,2,2,8,2,7601831.915,1444314.818,5293491.654,-172777.8815,-1628279.667,2,5708080.7,1958382.089,-63153.60364,0,0,-1477.27,0,0,0,0,0,0,7314582.325,287249.59,0,0,12/31/2018
4316144,38,28,,,1,2,,,1,1,,,2,1,237293.2714,444.105,20747.38542,,-13161.36609,,234163.1747,3130.096617,0,0,0,0,0,0,0,0,0,0,237293.2714,0,0,0,12/31/2018
85202170583638154137,14,6,,6,2,6,,6,2,2,,2,5,1,503794.09,,1598.2,,-233719.75,,-201983.76,0,-29802.72,0,0,0,0,735580.57,0,0,0,0,503794.09,0,0,0,12/31/2018
85102150055099316773,,1,,1,,1,,1,,1,,1,1,1,-22840.77391,,,,-22840.77391,,0,-30989.42,0,0,8148.646092,0,0,0,0,0,0,0,-22840.77391,0,0,0,12/31/2018
85201142784137203765,108,88,4,4,4,4,1,2,3,3,1,2,2,2,177027.035,300,183304.11,-12289.65,-229444.775,2,-44697.09,19314.1,202410.025,0,0,0,0,0,0,0,0,0,177027.035,0,0,0,12/31/2018
85201130743615168093,32,28,2,1,3,7,1,1,2,3,1,1,3,2,345310.7852,18720.4611,85625.57992,-56455.85385,-64451.86084,1,-62548.47874,391065.4695,16881.70833,0,0,-87.913975,0,0,0,0,0,0,301704.8129,43605.9723,0,0,12/31/2018
85102162536348803254,,,,,,,,,,,,,1,1,6000,,,,,,6000,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,12/31/2018
0345201,9,9,,,1,1,,,1,1,,,6,2,8156.9,,1971.78,,-7844.87,,13274.395,-204239.585,199122.09,0,0,0,0,0,0,0,199687.5,0,-210676.33,19145.73,0,0,12/31/2018
85102162974053739044,,1,,,,1,,,,1,,,,,-6288.25,,,,-6288.25,,0,-6288.25,0,0,0,0,0,0,0,0,0,0,-6288.25,0,0,0,12/31/2018
4469255,23,50,,,2,2,,,1,1,,,,,-61375.67,2706.73,6386.3,-1425.54,-22449.4,,-61255.91,0,-119.76,0,0,0,0,0,0,0,0,0,-61375.67,0,0,0,12/31/2018
4375311,,,,,,,,,,,,,1,1,219300.36,,,,,,-27824.64,0,247125,0,0,0,0,0,0,0,247125,0,-10798.55,-17026.09,0,0,12/31/2018
4343583,10,8,2,1,3,3,1,1,2,2,1,1,4,3,239485.47,,188844.61,-7345.85,-44472.67,,28613.38,31412.39,179459.7,0,0,0,0,0,0,0,179459.7,0,60025.77,0,0,0,12/31/2018
0342075,1,1,,,1,1,,,1,1,,,3,1,-81918.78,,1780.68,,-7409.07,,-82377.71,60169.85,0,0,-59710.92,0,0,0,0,0,0,0,91653.5,-173572.28,0,0,12/31/2018
4432904,,,,,,,,,,,,,,,-77196.01,,,,,,0,-77196.01,0,0,0,0,0,0,0,0,0,0,-77196.01,0,0,0,12/31/2018
0269959,1,,1,,1,,1,,1,,1,,3,2,-544418.09,,30299.97,,,,134938.41,30299.97,0,0,-709656.47,0,0,0,0,0,0,0,65238.38,-609656.47,0,0,12/31/2018
4364134,31,16,1,,4,1,1,,3,1,1,,3,3,89286.46731,8812.87,40410.49,-9.36,-66.69,1,9368.136539,58563.19295,21611.69883,0,-256.561008,0,0,0,0,0,0,0,89286.46731,0,0,0,12/31/2018
85101103674323007541,391,515,146,153,13,17,11,15,3,4,3,4,17,1,-77136098.36,2243367.63,14407772.68,-2041339.81,-20268146.98,1,-56508818.6,11203993.73,-27383943.53,0,-4447329.96,0,0,0,0,0,0,0,-77136098.36,0,0,0,12/31/2018
4370879,,,,,,,,,,,,,4,1,3135.675,,,,,,-39009.03,-21732.685,0,0,0,0,0,63877.39,63877.39,0,0,0,39921.22,-100662.935,0,0,12/31/2018
85101132425080822293,9,3,,,2,2,,,2,2,,,,,-1994.55,,21.55,,-177.68,,-6275.15,4282.83,-2.23,0,0,0,0,0,0,0,0,0,-1994.55,0,0,0,12/31/2018
4422273,8,2,6,2,1,1,1,1,1,1,1,1,2,1,-1546660.07,,214902,-53565.91,-95408.87,,119178.94,-42020.01,0,0,-1623819,0,0,0,0,0,0,0,77158.93,-1623819,0,0,12/31/2018
85101161823872845106,,,,,,,,,,,,,,,1.28,,,,,,0,0,1.28,0,0,0,0,0,0,0,0,0,1.28,0,0,0,12/31/2018
10761172405285629155,,,,,,,,,,,,,,,-20027.48,,,,,,-14617.14,0,-5410.34,0,0,0,0,0,0,0,0,0,-20027.48,0,0,0,12/31/2018
4362773,,,,,,,,,,,,,,,-32784.94,,,,,,-32784.94,0,0,0,0,0,0,0,0,0,0,0,0,-32784.94,0,0,12/31/2018
4488596,10,1,5,1,4,1,2,1,3,1,2,1,3,2,286696.23,159900,126029.08,-5997.09,-14608.69,3,266642.19,19551.13,502.91,0,0,0,0,0,0,0,0,0,286696.23,0,0,0,12/31/2018
4370187,16,8,3,6,2,2,2,2,1,1,1,1,5,2,888490.5,250,282950,-120723.27,-266318.56,,629002.38,259488.12,0,0,0,0,0,0,0,0,0,0,278431.25,610059.25,0,0,12/31/2018
4348098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
0261214,,,,,,,,,,,,,1,1,11989.345,,,,,,3249.995,12000,0,0,-3260.65,0,0,0,0,0,0,0,11989.345,0,0,0,12/31/2018
4303619,,2,,,,1,,,,1,,,2,1,-969327.375,,,,-5966.975,,-768211.5,44869.345,0,0,-245985.22,0,0,0,0,0,0,0,346.885,-969674.26,0,0,12/31/2018
85102132253993430116,,,,,,,,,,,,,,,-60560.67,,,,,,0,-60560.67,0,0,0,0,0,0,0,0,0,0,-60560.67,0,0,0,12/31/2018
85102142585170791529,1,4,,,1,2,,,1,1,,,,,-18415.89,64.52,194.27,-150.48,-4661.21,1,-18415.89,0,0,0,0,0,0,0,0,0,0,0,-18415.89,0,0,0,12/31/2018
0325317,,,,,,,,,,,,,4,3,115996.28,,,,,,64470.96,37794.56,0,0,13730.76,0,0,0,0,0,0,0,46525.91,69470.37,0,0,12/31/2018
0244256,,,,,,,,,,,,,,,-7564.92,,,,,,0,-7564.92,0,0,0,0,0,0,0,0,0,0,-7564.92,0,0,0,12/31/2018
4479114,48,4,1,,3,2,1,,3,2,1,,1,1,88714.675,6670.5,93922.05,-5176.13,-3451.05,2,92152.28,-5840.075,2402.47,0,0,0,0,0,0,0,0,0,88714.675,0,0,0,12/31/2018
85202140535738513125,37,19,2,,3,4,1,,2,3,1,,2,2,118644.53,24977.84,90370.49,-27721.59,-23136.22,,37722.87,88665.02,0,0,-7743.36,0,0,0,0,0,0,0,118644.53,0,0,0,12/31/2018
4448478,87,22,32,3,6,5,4,3,4,4,3,3,8,4,1377398.35,1614.79,1259533.82,-3463.92,-99387.82,3,635076.3,115241.46,578330.8,0,48749.79,0,0,0,0,0,0,0,1377398.35,0,0,0,12/31/2018
1060623,186,176,3,4,2,3,2,1,1,2,1,1,1,,-311550.8874,,245012.192,-10145.9075,-218438.822,1,-16643.66494,-294907.2225,0,0,0,0,0,0,0,0,1940,0,-313490.8874,0,0,0,12/31/2018
10751193013903463039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
4473161,,1,,1,,1,,1,,1,,1,1,1,-20817.67,,,,-10348.67,,0,-34144.81,13327.14,0,0,0,0,0,0,0,0,0,-20817.67,0,0,0,12/31/2018
4429626,38,2,22,2,2,2,2,2,2,2,2,2,2,2,799164.89,8000,743675,-33793.01,-61894.22,1,788923.3,-242208.41,252450,0,0,0,0,0,0,0,0,0,799164.89,0,0,0,12/31/2018
4383891,12,3,1,,2,2,1,,1,1,1,,1,1,127275.69,1643.55,145960.26,,-6967.27,2,134983.28,-7707.59,0,0,0,0,0,0,0,0,0,0,127275.69,0,0,0,12/31/2018
85202133394932110386,,9,,1,,1,,1,,1,,1,,,-717046.03,,,,-168065.58,,-184607.03,-532439,0,0,0,0,0,0,0,0,0,0,0,-717046.03,0,0,12/31/2018
0213472,9,5,3,2,3,3,2,1,2,1,2,1,4,1,-1309583.29,,110588.98,,-54091.78,1,-796455.29,2698.28,54673.88,0,-570500.16,0,0,0,0,0,0,0,119188.9,-1428772.19,0,0,12/31/2018
10751171723727314159,95,19,1,,9,4,1,,3,3,1,,4,2,65803.42,1585.84,44940.505,,-58636.635,4,0,-148.93,29777.68,0,0,0,0,36174.67,65844.51,0,0,0,-41.09,0,0,0,12/31/2018
10751181724992983564,1,,,,1,,,,1,,,,,,710.94,,710.94,,,1,710.94,0,0,0,0,0,0,0,0,0,0,0,710.94,0,0,0,12/31/2018
10751172393950710094,3,2,,,2,2,,,1,1,,,2,1,13453.82,17169.21,7250,-1038.045,-9927.345,2,1092.42,12361.4,0,0,0,0,0,0,0,0,0,0,13453.82,0,0,0,12/31/2018
85102141834896713290,2,5,,1,1,2,,1,1,1,,1,,,-31135.52,,2137.34,,-24888.94,1,-31135.52,0,0,0,0,0,0,0,0,0,0,0,-31135.52,0,0,0,12/31/2018
0307849,28,198,2,13,6,6,2,2,3,2,2,2,2,2,-105308.7852,20000,40929.60016,,-519181.352,,-235562.2171,-5.706096,82628.80296,0,47630.335,0,0,0,0,0,0,0,118408.9804,-223717.7657,0,0,12/31/2018
10751172475618171797,7,,1,,2,,1,,2,,1,,1,1,30569.38,,26428.06,-758.68,,1,665.61,0,0,0,29903.77,0,0,0,0,0,0,0,30569.38,0,0,0,12/31/2018
4351323,,,,,,,,,,,,,1,1,319703.065,,,,,,319703.065,0,0,0,0,0,0,0,0,0,0,0,0,319703.065,0,0,12/31/2018
85201142523092130803,7,14,,,1,2,,,1,1,,,,,-4987.66,628.35,1713.33,,-7113.12,1,-4987.66,0,0,0,0,0,0,0,0,0,0,0,-4987.66,0,0,0,12/31/2018
85201142645603897149,16,5,10,3,2,2,2,1,1,1,1,1,3,1,1785317.199,,1907730.984,-50000,-121453.455,,-35074.93,-43456.6,1863848.729,0,0,0,0,0,0,0,0,0,1791553.524,-6236.325,0,0,12/31/2018
4302573,,,,,,,,,,,,,,,-84878.17,,,,,,-6983.8,-77894.37,0,0,0,0,0,0,0,0,0,0,-84878.17,0,0,0,12/31/2018
85202120375299892581,,,,,,,,,,,,,,,-21458.66,,,,,,-22653.97,17.72,1177.59,0,0,0,0,0,0,0,0,0,-21458.66,0,0,0,12/31/2018
0016579,,1,,,,1,,,,1,,,3,1,587.495,,,,-5591.665,,108205.95,-70192.49,-2347.915,0,-35078.05,0,0,0,0,0,0,0,31875.045,-31287.55,0,0,12/31/2018
85202152054050435839,,2,,,,2,,,,1,,,,,-2604.55,,,,-401.5,,-2604.55,0,0,0,0,0,0,0,0,0,0,0,-2604.55,0,0,0,12/31/2018
4468583,88,34,27,17,18,11,12,9,4,3,3,3,23,4,4079824.4,61495.52,1388013.87,-15673.79,-887664.01,9,351503.47,2721731.05,998539.88,0,8050,0,0,0,0,0,0,0,4079824.4,0,0,0,12/31/2018
4468592,12,12,,,2,2,,,1,1,,,2,1,-19503.99,2199.34,8265.67,-8786.76,-6688,1,19173.43,-38677.42,0,0,0,0,0,0,0,0,0,0,-19503.99,0,0,0,12/31/2018
10761171493167957495,11,5,10,5,3,4,3,4,2,1,2,1,3,2,172589.49,5000,239879.8,,-119796.41,2,133569.49,0,39020,0,0,0,0,0,0,0,0,0,-13145.5,0,185734.99,0,12/31/2018
4497088,26,3,2,2,1,1,1,1,1,1,1,1,1,1,14599.47,,78152.76,,-74304.68,1,0,3848.08,10751.39,0,0,0,0,0,0,0,0,0,14599.47,0,0,0,12/31/2018
4385399,,,,,,,,,,,,,,,-5527.91,,,,,,0,-5527.91,0,0,0,0,0,0,0,0,0,0,-5527.91,0,0,0,12/31/2018
10751200945024072219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
4340889,,4,,,,1,,,,1,,,,,-512411.3,,,,-15270.82,,-387858.71,-11100,-113452.59,0,0,0,0,0,0,0,0,0,-512411.3,0,0,0,12/31/2018
85101130715033911458,2,1,,,1,1,,,1,1,,,,,350.43,96.54,192.96,,-1235.56,,0,385.99,-35.56,0,0,0,0,0,0,0,0,0,350.43,0,0,0,12/31/2018
85201160545412954602,1,,,,1,,,,1,,,,,,-49606.71,,1422.25,,,,3679.61,0,0,0,-53286.32,0,0,0,0,0,0,0,-49606.71,0,0,0,12/31/2018
85201151183639227844,3,,,,1,,,,1,,,,,,-27701.815,13.34,155.56,,,1,-3197.895,-24049.95,0,0,0,-453.97,0,0,0,0,0,0,-27701.815,0,0,0,12/31/2018
4350396,2,,,,1,,,,1,,,,2,1,20825.84,,9891.37,,,1,20825.84,0,0,0,0,0,0,0,0,0,0,0,20825.84,0,0,0,12/31/2018
4363446,,,,,,,,,,,,,1,1,15846.4625,,,,,,-24634.2075,40480.67,0,0,0,0,0,0,0,0,0,0,15846.4625,0,0,0,12/31/2018
85201131473337280432,13,6,13,4,4,2,4,2,1,1,1,1,5,1,10544035.93,200000,9400589.74,-1330.73,-5433975.98,2,10544035.93,0,0,0,0,0,0,0,0,0,0,0,-3998.46,10078616.61,469417.78,0,12/31/2018
0330427,,,,,,,,,,,,,,,1424.47,,,,,,1424.47,0,0,0,0,0,0,0,0,0,0,0,1424.47,0,0,0,12/31/2018
85201121194617722181,2,3,1,,1,2,1,,1,1,1,,1,1,37172.42,,35743.84,,-2934.77,1,37172.42,0,0,0,0,0,0,0,0,0,0,0,37172.42,0,0,0,12/31/2018
4403698,,,,,,,,,,,,,,,-20427.395,,,,,,0,-20427.395,0,0,0,0,0,0,0,0,0,0,-20427.395,0,0,0,12/31/2018
85201123033849845968,1,,1,,1,,1,,1,,1,,1,1,49121.39,,50000,,,1,50000,-878.61,0,0,0,0,0,0,0,0,0,0,49121.39,0,0,0,12/31/2018
10761171685327323628,34,6,,,1,1,,,1,1,,,4,2,162791.94,2144.32,7714.88,-8920,-9788.5,,37517.63,0,125274.31,0,0,0,0,0,162791.94,0,0,0,0,0,0,0,12/31/2018
4312400,,,,,,,,,,,,,2,1,-419541.46,,,,,,-145880.4,11451.98,0,0,-285113.04,0,0,0,0,0,0,0,23548.63,-443090.09,0,0,12/31/2018
85101133093363450994,,,,,,,,,,,,,,,-1065.48,,,,,,0,-1065.48,0,0,0,0,0,0,0,0,0,0,-1065.48,0,0,0,12/31/2018
85101110595699200795,,,,,,,,,,,,,1,1,36926.35,,,,,,36926.35,0,0,0,0,0,0,0,0,0,0,0,36926.35,0,0,0,12/31/2018
85102133155693008396,1,8,1,,1,3,1,,1,2,1,,2,1,17887.155,,23000,,-4082.895,,4237.665,19997.12,-200.3,0,-6147.33,0,0,0,0,0,0,0,17887.155,0,0,0,12/31/2018
85102163264353845230,70,209,3,8,4,4,2,2,3,3,2,2,1,1,-145629.88,19513.29,176739.14,-61438.55,-417465.71,2,-3825.32,26037.29,-167841.85,0,0,0,0,0,0,0,0,0,-145629.88,0,0,0,12/31/2018
85102133454104724506,,,,,,,,,,,,,,,-21652.46,,,,,,0,-21652.46,0,0,0,0,0,0,0,0,0,0,-21652.46,0,0,0,12/31/2018
4441816,33,35,2,2,3,3,1,1,1,1,1,1,3,1,486424.89,7079.77,96913.45,-8002.14,-107605.23,,486424.89,0,0,0,0,0,0,0,0,0,0,0,486424.89,0,0,0,12/31/2018
85202120044191408942,,,,,,,,,,,,,1,1,6250,,,,,,0,6250,0,0,0,0,0,0,0,0,0,0,6250,0,0,0,12/31/2018
85101161225156178014,7,1,,,1,1,,,1,1,,,,,-7165.92,,12.68,,-14.75,,0,0,14.05,0,-7179.97,0,0,0,0,0,0,0,-7165.92,0,0,0,12/31/2018
85201110385403181158,,1,,,,1,,,,1,,,,,-1348.7,,,,-40,,0,-1348.7,0,0,0,0,0,0,0,0,0,0,-1348.7,0,0,0,12/31/2018
4324460,,,,,,,,,,,,,3,3,728924.21,,,,,,345158.26,30652.06,353113.89,0,0,0,0,0,0,0,699860,0,29064.21,0,0,0,12/31/2018
4374484,,,,,,,,,,,,,1,,-26723.97,,,,,,-22900.64,-3704.34,0,0,-118.99,0,0,0,0,0,0,0,-26723.97,0,0,0,12/31/2018
10751193115798929630,,1,,,,1,,,,1,,,,,-1952.11,,,-1362.07,-590.04,,-1952.11,0,0,0,0,0,0,0,0,0,0,0,-1952.11,0,0,0,12/31/2018
4451729,,,,,,,,,,,,,,,-7849.71,,,,,,0,0,-7849.71,0,0,0,0,0,0,0,0,0,-7849.71,0,0,0,12/31/2018
0297843,24,18,10,3,4,4,3,3,3,2,3,1,9,4,2944285.875,,343427.24,-2496.43,-141932.05,1,402738.56,36229.03,1470082.875,0,1035235.41,0,0,0,0,0,0,0,2701305.155,242980.72,0,0,12/31/2018
10751171755205450405,,,,,,,,,,,,,,,1697.79,,,,,,1697.79,0,0,0,0,0,0,0,1697.79,0,0,0,0,0,0,0,12/31/2018
4309976,,,,,,,,,,,,,2,1,94501.72,,,,,,100058.78,-5557.06,0,0,0,0,0,0,0,0,0,0,-7378.76,101880.48,0,0,12/31/2018
4471542,9,11,6,1,5,2,3,1,2,1,1,1,4,1,1181597.53,535.26,1199703.71,-3466.11,-16450.54,5,-12870.41,1195291.36,0,0,-823.42,0,0,0,0,0,0,0,-13693.83,1195291.36,0,0,12/31/2018
00872163603936190717,,1,,1,,1,,1,,1,,1,,,5272.1,,,,-10081.76,,1793.19,31.34,3447.57,0,0,0,0,0,0,0,0,0,5272.1,0,0,0,12/31/2018
0201249,2,8,1,3,2,6,1,3,2,2,1,1,8,3,-399130.76,,25834.75,-25676.91,-287371.85,,-898215.54,324680.54,158490.48,0,15913.76,0,0,0,0,0,0,0,-195183.33,-203947.43,0,0,12/31/2018
85202140735022027541,,,,,,,,,,,,,,,1554.16,,,,,,-82.82,0,0,0,0,1636.98,0,0,0,0,0,0,1554.16,0,0,0,12/31/2018
10761191034563411389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
85102160043696960298,,,,,,,,,,,,,1,1,11689.93,,,,,,9689.93,2000,0,0,0,0,0,0,0,0,0,0,2000,0,0,9689.93,12/31/2018
4383384,6,1,,,1,1,,,1,1,,,,,-129266.97,107.41,464.35,-0.06,-101.32,,423.71,-129690.68,0,0,0,0,0,0,0,0,0,0,-129266.97,0,0,0,12/31/2018
85101121054586759136,,,,,,,,,,,,,,,-28035.75,,,,,,-28035.75,0,0,0,0,0,0,0,0,0,0,0,-28035.75,0,0,0,12/31/2018
0288227,,2,,1,,2,,1,,1,,1,1,,-158011.2925,,,,-13523.965,,-130828.5975,-27182.695,0,0,0,0,0,0,0,0,0,0,-37123.6675,-120887.625,0,0,12/31/2018
85101133034143514836,1,2,,,1,1,,,1,1,,,3,3,78758.96,,1420.93,,-8074.27,,11632.17,56975.52,10151.27,0,0,0,0,0,0,0,0,0,78758.96,0,0,0,12/31/2018
0341456,9,4,,,2,1,,,2,1,,,2,,-276323.51,,2095.535,,-4100.55,1,-113280.27,4225.2,-5256.08,0,-162012.36,0,0,0,0,0,0,0,54486.58,-330810.09,0,0,12/31/2018
85101151985645152210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2018
0201343,14,13,1,,4,2,1,,2,1,1,,2,2,-41938.52,169.75,20503.99,,-2403.34,3,11331.35,-61738.24,8468.37,0,0,0,0,0,0,0,0,0,-41938.52,0,0,0,12/31/2018
0939603,1,4,1,3,1,2,1,2,1,1,1,1,1,1,23603.785,,30000,,-97400.375,1,-21022.72,129198.765,-84572.26,0,0,0,0,0,0,0,171900,0,-148296.215,0,0,0,12/31/2018
4428706,,,,,,,,,,,,,,,-27548.39,,,,,,-27548.39,0,0,0,0,0,0,0,0,0,0,0,-27548.39,0,0,0,12/31/2018
85202132425832965458,9,112,,1,3,3,,1,2,2,,1,1,1,21007.835,,13591.415,-161.11,-71674.035,1,52040.17,0,-31032.335,0,0,0,0,0,0,0,0,0,21007.835,0,0,0,12/31/2018
85101103613302819692,9,,,,3,,,,1,,,,2,1,13171.35,,11174,,,3,2780.04,-1002.65,11393.96,0,0,0,0,0,0,0,0,0,13171.35,0,0,0,12/31/2018
