CONTACT_ID,sales_12M,new_Fund_added_12M,refresh_date
4447049,,,12/31/2019
4321462,,,12/31/2019
4352264,,,12/31/2019
85101122675499990373,948,,12/31/2019
85102131196029095647,,,12/31/2019
85102161303796776217,17241.305,2,12/31/2019
4303743,200000,1,12/31/2019
4338412,,,12/31/2019
4484845,568816.92,2,12/31/2019
4359288,,,12/31/2019
0274138,,,12/31/2019
85102110743729703890,,,12/31/2019
4400922,37888.89,,12/31/2019
4400487,,,12/31/2019
4351116,,,12/31/2019
85101141025447546695,,,12/31/2019
0268293,122000,,12/31/2019
85101133034080568079,4769.4,,12/31/2019
10751192784302616934,20.03,1,12/31/2019
4460752,,,12/31/2019
4316171,492241.05,1,12/31/2019
4307433,223.6443,,12/31/2019
4478940,1024.52,,12/31/2019
85202133633485530939,,,12/31/2019
4478858,3178.44,,12/31/2019
0166541,,,12/31/2019
10751193685603234598,,,12/31/2019
4394336,,,12/31/2019
85201143815782374224,,,12/31/2019
4362262,,,12/31/2019
4362504,,,12/31/2019
4335952,879.339166,1,12/31/2019
4416609,,,12/31/2019
85202130454699535797,4648,,12/31/2019
10761192215916207923,,,12/31/2019
4320676,507150,1,12/31/2019
4484299,8111.365,,12/31/2019
4468015,,,12/31/2019
0338621,46.99,,12/31/2019
10751172764803775060,2763.73,,12/31/2019
4467861,36341.88,,12/31/2019
10751181013960100488,7311,1,12/31/2019
4471276,13204.515,,12/31/2019
0019413,,,12/31/2019
4440582,964359,1,12/31/2019
85102170254004925767,,,12/31/2019
85102110105204334968,,,12/31/2019
4463184,23390.54,1,12/31/2019
0361225,78937.145,,12/31/2019
85102111863818544792,,,12/31/2019
85201132975786673704,,,12/31/2019
0007367,1975460.7,2,12/31/2019
85201112994787775950,,,12/31/2019
0086911,,,12/31/2019
85101151085567133095,20425,,12/31/2019
4348992,5893.19,,12/31/2019
00872121366902795029,,,12/31/2019
10751172734481426716,,,12/31/2019
85202122725675270859,,,12/31/2019
85102111873627074535,688,,12/31/2019
85101120044445468046,,,12/31/2019
85101162163438127790,,,12/31/2019
85202112192855542268,1352.35,,12/31/2019
1128529,608610.21,2,12/31/2019
4431550,431642.75,,12/31/2019
85201110023233784715,43022.96,1,12/31/2019
10761172685093645157,289.93,1,12/31/2019
0225557,4403.765,,12/31/2019
0257573,,,12/31/2019
4313310,5184.895,,12/31/2019
85101133093363450994,,,12/31/2019
85201111326057598047,,,12/31/2019
4468210,,,12/31/2019
10751173293968888124,1477206,1,12/31/2019
0101610,,,12/31/2019
0102425,3626585.326,1,12/31/2019
4466122,250000,,12/31/2019
4467027,238901.835,1,12/31/2019
00872121366838018515,38300.9116,1,12/31/2019
00872121366843337831,,,12/31/2019
0228430,23370.5,,12/31/2019
0353628,,,12/31/2019
85201132245782397036,7907.56,,12/31/2019
4428029,,,12/31/2019
4438972,,,12/31/2019
0349704,,,12/31/2019
85201131295476467787,180.745,,12/31/2019
1585462,303.37,,12/31/2019
0077610,1882225.173,,12/31/2019
4465316,,,12/31/2019
85201112113823381181,74560.22,,12/31/2019
85102110943706992137,,,12/31/2019
4467501,92864.17,1,12/31/2019
10751171745730846496,8565.06,,12/31/2019
4419429,100562.4,1,12/31/2019
0371450,3140.51,1,12/31/2019
85101131734145668823,69494.21,1,12/31/2019
4425687,19800,,12/31/2019
85101142584849455895,,,12/31/2019
0784900,125111.42,1,12/31/2019
00872163603932577504,,,12/31/2019
4381384,911640,1,12/31/2019
85101133625822294280,,,12/31/2019
85102160413381934103,6052.22,,12/31/2019
85101133694647133987,,,12/31/2019
4313253,162732.73,2,12/31/2019
10751173353999049400,13201.08976,1,12/31/2019
4318084,,,12/31/2019
85202152433713954497,,,12/31/2019
4459468,23518.13,6,12/31/2019
0005043,411874.43,,12/31/2019
4308982,,,12/31/2019
10761193063703672988,,,12/31/2019
4477085,163000,1,12/31/2019
10761191443058803199,,,12/31/2019
0259994,7860.96,1,12/31/2019
4332583,9859526,,12/31/2019
0303123,,,12/31/2019
4331121,274676.25,10,12/31/2019
00872121366864592164,,,12/31/2019
10751190163149582362,639.5,,12/31/2019
0269328,,,12/31/2019
0269882,77126.98,,12/31/2019
4321107,,,12/31/2019
10751173583062832468,456840.2966,,12/31/2019
85102142883880314025,,,12/31/2019
4369482,,,12/31/2019
85201130025165243600,695.23,,12/31/2019
85201130172890307114,241002.59,1,12/31/2019
4457191,271000,,12/31/2019
4457515,4396458.45,,12/31/2019
85202141794122634381,,,12/31/2019
0031361,71244.47588,1,12/31/2019
4319776,,,12/31/2019
85101122324330875980,50000,,12/31/2019
4358628,,,12/31/2019
4311829,,,12/31/2019
0339429,,,12/31/2019
4310516,,,12/31/2019
10761191734080980043,2191.8,1,12/31/2019
85101113665620154797,265.93,,12/31/2019
4477245,275111.7478,1,12/31/2019
4458914,127008.04,,12/31/2019
85101141173463301231,2386,,12/31/2019
0037914,13002.64,,12/31/2019
00872121355134511412,,,12/31/2019
4334123,8297.569182,,12/31/2019
10751192805116540344,66.3,1,12/31/2019
4380031,1465.818638,1,12/31/2019
0063935,59606.46,1,12/31/2019
4336514,,,12/31/2019
85201141834892226991,3396.55,,12/31/2019
4461707,7689.02,,12/31/2019
0434647,7414.06,1,12/31/2019
4497033,,,12/31/2019
4499693,,,12/31/2019
4451075,,,12/31/2019
4451199,,,12/31/2019
10751180535455163276,38690.84,1,12/31/2019
4420887,265313.27,1,12/31/2019
4423956,2287.7,,12/31/2019
0340457,5000824.14,3,12/31/2019
4406254,166527.24,,12/31/2019
1663350,,,12/31/2019
10751171846740165587,51302.538,1,12/31/2019
85201140425532712303,,,12/31/2019
85201153395034563846,565197.85,,12/31/2019
0361076,,,12/31/2019
85102140344233098363,,,12/31/2019
4416790,174963.18,,12/31/2019
10751173254839865650,1428540.165,,12/31/2019
85102170263893281761,7053653.7,1,12/31/2019
85101161763686923732,17186.42,1,12/31/2019
0360033,,,12/31/2019
85101121305029007709,,,12/31/2019
4329287,,,12/31/2019
0323247,,,12/31/2019
0200255,7840.56,,12/31/2019
0201093,150000,1,12/31/2019
85102131724377951377,,,12/31/2019
85101110175193626795,,,12/31/2019
4330814,,,12/31/2019
0025166,,,12/31/2019
0029915,,,12/31/2019
10751200153832126334,1600,1,12/31/2019
4498920,,,12/31/2019
4404208,,,12/31/2019
85101121873861533282,,,12/31/2019
85102121865519645881,234414.98,1,12/31/2019
0344972,266695.58,,12/31/2019
4316244,107565.5223,,12/31/2019
4311608,,,12/31/2019
4489069,34282,,12/31/2019
4471602,97520.22,1,12/31/2019
85101120335734818594,,,12/31/2019
85202123034114358374,146030.4888,,12/31/2019
4341388,,,12/31/2019
85102141242978681307,2850.62,,12/31/2019
0333637,273529.37,2,12/31/2019
4373842,,,12/31/2019
0297252,,,12/31/2019
4458830,,,12/31/2019
10751192975281944335,,,12/31/2019
10751190994517038114,,,12/31/2019
4336891,5927530.561,,12/31/2019
0119062,174237.16,,12/31/2019
85102150935607285710,,,12/31/2019
0343342,4309999.97,2,12/31/2019
4451600,,,12/31/2019
00872121345046428525,,,12/31/2019
85201142225211984835,,,12/31/2019
0081002,2217.81,,12/31/2019
00872152564645073056,30496,1,12/31/2019
00872121366888461481,,,12/31/2019
00872121366891570178,5936.24,1,12/31/2019
4412634,23682.51,,12/31/2019
0287079,,,12/31/2019
4314009,991612.11,1,12/31/2019
0094574,,,12/31/2019
85101133243826803258,,,12/31/2019
0020145,4480000,,12/31/2019
85102171215838841057,35683.23824,1,12/31/2019
0321173,,,12/31/2019
85102142592590124903,,,12/31/2019
10751173277137391801,10684.535,5,12/31/2019
4499136,,,12/31/2019
85202110995487868193,12907.42,1,12/31/2019
4455399,9326.21,1,12/31/2019
85102140085150555489,88285.67043,2,12/31/2019
0319546,3120.69,,12/31/2019
0136205,10390.905,,12/31/2019
85201111243684226806,,,12/31/2019
0229306,304180.25,3,12/31/2019
10751190975097167841,,,12/31/2019
0225163,,,12/31/2019
0328777,2006.25,1,12/31/2019
10751183684070762722,,,12/31/2019
4316529,42685.99,,12/31/2019
85201120385210947726,,,12/31/2019
4380055,3502338.62,3,12/31/2019
0357654,,,12/31/2019
85101113475306480593,126084.15,2,12/31/2019
10751173334720777348,,,12/31/2019
85102142363876247798,190806.78,1,12/31/2019
0057334,235398.802,1,12/31/2019
0446120,,,12/31/2019
10751200067450704413,710.18,1,12/31/2019
0086195,312063,3,12/31/2019
4306374,772.092783,,12/31/2019
85101120924504351569,45850,1,12/31/2019
85101141253533318325,977.29,,12/31/2019
85102112135225220804,18928.375,,12/31/2019
4467927,164917.9355,1,12/31/2019
85201113114345140333,,,12/31/2019
4395169,101168.83,,12/31/2019
85101132145649695905,,,12/31/2019
4500065,75,,12/31/2019
0347030,1223058.94,,12/31/2019
4453069,,,12/31/2019
85202112173254510211,7314997.63,,12/31/2019
4472979,,,12/31/2019
0073548,,,12/31/2019
10751180525292246314,3241.265,1,12/31/2019
10751192725539203186,2446.11,5,12/31/2019
4451942,78460.365,,12/31/2019
85102151455203606178,,,12/31/2019
85202111104638030204,,,12/31/2019
85101122724465452024,311806.65,,12/31/2019
85202140213167464869,173673.11,1,12/31/2019
85102151815865347245,65209,,12/31/2019
4365681,,,12/31/2019
85101113334947275127,77544.01,,12/31/2019
0276430,147290.5578,1,12/31/2019
4392281,2052560.64,3,12/31/2019
85202163144424835402,7543.34,,12/31/2019
4474819,177842.1877,1,12/31/2019
0103628,,,12/31/2019
0318288,25568.5,2,12/31/2019
0325317,,,12/31/2019
4327677,,,12/31/2019
10751193685380482364,,,12/31/2019
85201140433700226614,88182.06,,12/31/2019
0339106,55.705,,12/31/2019
4385967,1198.5,,12/31/2019
85202163374040122012,3683,1,12/31/2019
4387853,,,12/31/2019
85201170645220696261,11037.96,,12/31/2019
4389518,,,12/31/2019
4426352,43589.62,2,12/31/2019
4400927,,,12/31/2019
10761172225487710813,8887.95,1,12/31/2019
10761191854065631368,,,12/31/2019
85201111013682214845,10000,,12/31/2019
4304516,,,12/31/2019
4431970,,,12/31/2019
85201140674155898119,191205.48,6,12/31/2019
4456168,,,12/31/2019
4472676,,,12/31/2019
85101140883300542648,,,12/31/2019
4333262,839800,1,12/31/2019
10751172525170958632,364767.57,,12/31/2019
00872152306252005472,456194,,12/31/2019
85201110393787754924,,,12/31/2019
0194466,576207,,12/31/2019
85202170414120731929,227972.57,,12/31/2019
85102110093287378367,,,12/31/2019
10751181795294380915,98130.34,2,12/31/2019
85201123685049280569,,,12/31/2019
4383985,,,12/31/2019
85202143175568316219,2202.48,1,12/31/2019
85101143183824908200,47066,,12/31/2019
4447477,904869.5,1,12/31/2019
4447594,,,12/31/2019
85202140213480850121,74250,,12/31/2019
85102151094402156398,,,12/31/2019
0231113,761995.44,,12/31/2019
0001713,,,12/31/2019
85201120654873295654,765935.31,4,12/31/2019
4386625,,,12/31/2019
4458491,,,12/31/2019
85102123394355032294,,,12/31/2019
85202160133589783775,,,12/31/2019
4336573,749753.53,1,12/31/2019
0317511,,,12/31/2019
4464681,382.05,,12/31/2019
4309933,,,12/31/2019
85202133815862207009,716958,,12/31/2019
85202111433016874884,18750.85,,12/31/2019
4317717,1090617.95,1,12/31/2019
4442691,1411342.72,,12/31/2019
0032188,,,12/31/2019
85202131253344864210,50877.51,1,12/31/2019
0047865,472332.245,,12/31/2019
10751182533889234391,,,12/31/2019
85101140814024604397,,,12/31/2019
0243204,9370.98,,12/31/2019
4375481,15703.42,,12/31/2019
4342539,54999.07,1,12/31/2019
4443576,,,12/31/2019
85201123135682269720,,,12/31/2019
1679034,,,12/31/2019
0315073,,,12/31/2019
4399850,,,12/31/2019
4349599,6033.04,,12/31/2019
0361419,,,12/31/2019
4410953,47892.27,,12/31/2019
4481920,1406957.91,1,12/31/2019
85201123454681205608,244.89,1,12/31/2019
4320086,42797.87,1,12/31/2019
4350752,,,12/31/2019
4465985,765419.73,1,12/31/2019
4423281,,,12/31/2019
4394907,,,12/31/2019
0292727,,,12/31/2019
0183164,1994659.09,,12/31/2019
0128673,,,12/31/2019
85201152772893492456,5936,,12/31/2019
0298679,1247.54,,12/31/2019
4321337,,,12/31/2019
4391177,,,12/31/2019
85101123353387886132,78944.16,,12/31/2019
4406385,5248.335,,12/31/2019
00872121366825582122,,,12/31/2019
85102151633582933857,69292.05,1,12/31/2019
00872152306259443030,,,12/31/2019
4436263,28728.88,,12/31/2019
0280427,78296,,12/31/2019
0346986,48253.88,1,12/31/2019
10761192675342889092,23596.69,3,12/31/2019
4419609,40994.4,1,12/31/2019
85202151694820743954,5741,,12/31/2019
85202110175024650363,30836.44,1,12/31/2019
10761193063448647259,426.5,1,12/31/2019
0337839,2337,,12/31/2019
85202130883439654599,,,12/31/2019
85101141754505371578,,,12/31/2019
4470460,,,12/31/2019
4471375,5772759.75,,12/31/2019
4430694,,,12/31/2019
4467974,3012801.2,1,12/31/2019
85201121795226216970,21.394278,,12/31/2019
85102150404028509572,,,12/31/2019
10761191123465673918,,,12/31/2019
85102150504933544251,53825.43,,12/31/2019
85101151827672595072,20000,,12/31/2019
0224638,648500,,12/31/2019
85201112763394711003,13921.26,1,12/31/2019
4457679,,,12/31/2019
85102141194699536434,6840.41,1,12/31/2019
85201122073118152417,31360821.6,1,12/31/2019
85201160073735716914,,,12/31/2019
4496168,,,12/31/2019
00872152306272109794,66133,,12/31/2019
85201112166266436785,62400,,12/31/2019
4375829,,,12/31/2019
0057033,,,12/31/2019
0221850,93.89,,12/31/2019
85201103344918485521,,,12/31/2019
85101140843362120434,615.61,,12/31/2019
85102131444250159099,,,12/31/2019
0275079,,,12/31/2019
10751181724759064744,7249.445,1,12/31/2019
85201103343709704277,,,12/31/2019
4344663,145893.5509,,12/31/2019
10761180673042264257,3088.97,2,12/31/2019
4387181,,,12/31/2019
4410043,,,12/31/2019
4411280,205357.98,2,12/31/2019
4427957,1328906.99,,12/31/2019
4485739,90.63,1,12/31/2019
4485944,,,12/31/2019
4487486,,,12/31/2019
85102122293724150256,,,12/31/2019
85101132044823925436,17092.745,,12/31/2019
10751193013903463039,29850,2,12/31/2019
0022175,,,12/31/2019
4481988,,,12/31/2019
10761182745453992623,,,12/31/2019
4354901,,,12/31/2019
85101152335913095771,,,12/31/2019
4359972,,,12/31/2019
85202141753814929014,,,12/31/2019
85101132893515015848,,,12/31/2019
85201160554381187415,,,12/31/2019
4495685,11994,,12/31/2019
0023223,2001.71,,12/31/2019
10751182254959553340,47025,1,12/31/2019
0210832,,,12/31/2019
85202120585030514302,,,12/31/2019
85102132794994641982,,,12/31/2019
4332482,,,12/31/2019
85201141244914165761,930.45,,12/31/2019
85102150934985028603,30375.52,,12/31/2019
0345004,,,12/31/2019
85201140574830312794,,,12/31/2019
85102130292875560087,20077.025,,12/31/2019
4399221,30490.79,,12/31/2019
0219873,868215,1,12/31/2019
0299488,,,12/31/2019
85101171385568020029,108519.67,2,12/31/2019
4396620,275545.79,,12/31/2019
4374504,,,12/31/2019
10761182654709602244,1033619.32,1,12/31/2019
4322365,1855.46,,12/31/2019
4395595,2465355.04,12,12/31/2019
85101151843850140928,14135.96,,12/31/2019
0255390,3767105.5,,12/31/2019
4317171,239157,,12/31/2019
85202113423353590098,,,12/31/2019
85101143144028620243,15330,1,12/31/2019
85101143363562675077,,,12/31/2019
0259250,153474.5917,2,12/31/2019
10751172475618171797,8574.77,,12/31/2019
10751190896089949638,127.28,1,12/31/2019
0218730,,,12/31/2019
4447767,,,12/31/2019
4448704,,,12/31/2019
0341831,1515381.21,2,12/31/2019
4431698,,,12/31/2019
85201110594616140683,,,12/31/2019
85202120233987154792,,,12/31/2019
0347928,947.99,,12/31/2019
0044590,,,12/31/2019
4391194,,,12/31/2019
4433152,,,12/31/2019
4419859,,,12/31/2019
4382391,,,12/31/2019
85101152774126234095,3000,,12/31/2019
85202112185161141092,,,12/31/2019
85202130963692916476,187839.6316,1,12/31/2019
00872121355137220720,33340,1,12/31/2019
4433848,-14951.82,1,12/31/2019
0021332,55435.8,,12/31/2019
0039126,,,12/31/2019
85202161034766970179,,,12/31/2019
85102170394188571386,,,12/31/2019
85101140552977036413,566.83,1,12/31/2019
85102132725162207490,,,12/31/2019
85102110064225179725,46588.75,,12/31/2019
85101161073665591625,,,12/31/2019
4486186,,,12/31/2019
0003173,,,12/31/2019
1017979,113113.135,,12/31/2019
0294369,,,12/31/2019
85101161222901489559,9333.9,2,12/31/2019
4385948,118492.645,,12/31/2019
0224566,538.185,,12/31/2019
85202121513842309225,249083.62,2,12/31/2019
0142740,333036.8801,,12/31/2019
4314487,,,12/31/2019
10751180704455480304,2559.15,,12/31/2019
85102131565540109703,12170.565,,12/31/2019
4436778,,,12/31/2019
85102141835675470245,,,12/31/2019
4443116,931.52,,12/31/2019
0326501,,,12/31/2019
85102132373813764794,,,12/31/2019
00872121345047531841,,,12/31/2019
4342757,,,12/31/2019
85201122295241622290,,,12/31/2019
0302209,121051.37,,12/31/2019
1364009,2292.38,,12/31/2019
85202113635981805505,5233.44,1,12/31/2019
00872121366902294303,,,12/31/2019
1733435,664577.715,,12/31/2019
4348098,,,12/31/2019
10761180763508183411,28372.26,1,12/31/2019
85201141113574751524,,,12/31/2019
10751200145585168891,562.05,1,12/31/2019
85101112985490410618,308326.3,1,12/31/2019
4416882,,,12/31/2019
10761181414181110028,,,12/31/2019
4354524,,,12/31/2019
85101120643453040773,1000000,2,12/31/2019
85202131834174441718,,,12/31/2019
10751200964409149989,,,12/31/2019
4334264,,,12/31/2019
85201113003876037329,34071.93,1,12/31/2019
0323245,47788.1,,12/31/2019
4467428,23996.75,1,12/31/2019
10761182534334932056,,,12/31/2019
4364430,,,12/31/2019
85102111394009575066,5648.59062,,12/31/2019
4353336,429274.17,1,12/31/2019
0239567,918443.75,2,12/31/2019
4351482,,,12/31/2019
4465957,20782.28,2,12/31/2019
4342418,1091727.919,1,12/31/2019
85201132444386834015,827225.55,7,12/31/2019
85102120105789285981,2738828.31,,12/31/2019
00872163603933480600,52686.445,,12/31/2019
0254883,,,12/31/2019
1756543,,,12/31/2019
4431126,,,12/31/2019
4469940,1589451.06,3,12/31/2019
4483294,,,12/31/2019
4327543,,,12/31/2019
1689108,,,12/31/2019
4478321,49760.07,,12/31/2019
85202151465262393978,8216.58,,12/31/2019
85202152224453932930,,,12/31/2019
10751190706762511324,,,12/31/2019
4356005,21123,1,12/31/2019
85202113375344918536,,,12/31/2019
4386269,,,12/31/2019
4475727,27712.43979,,12/31/2019
10761171503625193928,14460.69,2,12/31/2019
85102113785101888134,266749.33,2,12/31/2019
85202120464534729796,,,12/31/2019
0241384,,,12/31/2019
85202110803972431340,1047.27,,12/31/2019
4458759,486768.1375,,12/31/2019
10761193445298371998,49500,1,12/31/2019
0357318,,,12/31/2019
00872163603937595163,22575,1,12/31/2019
85201141794141395813,,,12/31/2019
85101162853723556649,,,12/31/2019
0309387,,,12/31/2019
4330122,,,12/31/2019
85202143685906087026,25598.8,1,12/31/2019
85202143686360284598,142.38,1,12/31/2019
4441324,109789.735,,12/31/2019
4336925,,,12/31/2019
85202163275768433565,,,12/31/2019
4407254,42811.46,,12/31/2019
4384594,,,12/31/2019
0226641,104912.17,,12/31/2019
10761180894001084191,51.32,,12/31/2019
4418295,,,12/31/2019
85101140593190290165,848788,,12/31/2019
0025173,,,12/31/2019
0356002,,,12/31/2019
4372454,,,12/31/2019
1440288,15933,,12/31/2019
1456920,158000,,12/31/2019
4402979,3418.02,,12/31/2019
4469192,,,12/31/2019
85202141634406883104,,,12/31/2019
00872152306271607164,105555.02,1,12/31/2019
0065260,37000,1,12/31/2019
85201152713402939599,13066.73,2,12/31/2019
4412303,,,12/31/2019
4500371,20138.92,1,12/31/2019
85201170524667738416,5567.94,1,12/31/2019
0088010,,,12/31/2019
85101160845464902944,643.39,1,12/31/2019
0322210,139331.14,,12/31/2019
0267271,,,12/31/2019
4392004,,,12/31/2019
4442950,818790.59,,12/31/2019
85202130234330796994,82350.51,,12/31/2019
85201160475313153841,,,12/31/2019
10761191694971103876,2386.25,1,12/31/2019
10761190014367015899,10937.5,1,12/31/2019
85101151483405451384,,,12/31/2019
85201120775412470074,5969.51,1,12/31/2019
4483568,36750,2,12/31/2019
4324688,,,12/31/2019
4489952,,,12/31/2019
4409781,,,12/31/2019
4316384,,,12/31/2019
85201152835728601712,18281.73,1,12/31/2019
0071729,,,12/31/2019
85101131064939108188,486.32,1,12/31/2019
0339872,,,12/31/2019
0243160,83324.99667,,12/31/2019
0047312,,,12/31/2019
0241312,104315.16,1,12/31/2019
4339889,,,12/31/2019
4455467,85042.46,,12/31/2019
1616515,584626.5068,3,12/31/2019
85201161034063417630,25454.93,1,12/31/2019
85202150695092005905,39480,1,12/31/2019
4364512,,,12/31/2019
4485459,,,12/31/2019
85101151233211788904,,,12/31/2019
4400739,,,12/31/2019
0233968,,,12/31/2019
85202122803310003466,0.87,1,12/31/2019
4351840,169690.39,1,12/31/2019
0114026,,,12/31/2019
85202151615926784538,1055082.715,,12/31/2019
4414308,,,12/31/2019
85102110413597213979,,,12/31/2019
85101131854070860037,,,12/31/2019
4421122,279291.685,,12/31/2019
00872152306253211680,3835,,12/31/2019
00872121355145851414,,,12/31/2019
10761190986702632513,2484.22,1,12/31/2019
85201121704023084710,,,12/31/2019
85201132254478454132,37187.08,1,12/31/2019
0318133,,,12/31/2019
0068621,,,12/31/2019
10751173285392380642,1307.17,1,12/31/2019
85201143675383098370,,,12/31/2019
10761172693815265326,3519.247042,1,12/31/2019
10751192754371004705,,,12/31/2019
4329022,12879.1,,12/31/2019
4321514,695612.175,,12/31/2019
10751180993041776124,23767.6,,12/31/2019
85202150064025559471,1887.06,,12/31/2019
10761181494316988303,6180,,12/31/2019
85202162325091500286,,,12/31/2019
4406604,,,12/31/2019
85201142003374559833,,,12/31/2019
0185735,79165.72,,12/31/2019
0332240,,,12/31/2019
85201152013577029095,1340.97,,12/31/2019
85102120463505589679,,,12/31/2019
4328537,168592.97,,12/31/2019
10751200945024072219,,,12/31/2019
85201151738383144995,90894,1,12/31/2019
4488534,,,12/31/2019
85202163054108752946,2036954.625,1,12/31/2019
0117419,,,12/31/2019
85201141293501313868,3247251.51,,12/31/2019
85201140595453380052,,,12/31/2019
85202110914925256483,221099,1,12/31/2019
0264617,,,12/31/2019
4323550,41213.8,,12/31/2019
10761190154333163073,,,12/31/2019
85202113473464269964,1576.61,,12/31/2019
4376469,,,12/31/2019
85202133573764663217,78640.28,1,12/31/2019
4338213,1502.46,,12/31/2019
85102130073845852194,,,12/31/2019
4377789,5820.8306,3,12/31/2019
4452124,,,12/31/2019
85202153294097335203,,,12/31/2019
85102170864013650849,45505,,12/31/2019
10751182925667942692,,,12/31/2019
0046694,,,12/31/2019
85202160555285725046,152008.27,,12/31/2019
4398556,,,12/31/2019
85101123395951043347,1500,,12/31/2019
10761190083816712240,38232.2,1,12/31/2019
4387319,,,12/31/2019
85201143674367868240,,,12/31/2019
4371714,,,12/31/2019
4390456,11436.98,,12/31/2019
4379382,,,12/31/2019
0327272,6000,,12/31/2019
4375158,,,12/31/2019
4486522,,,12/31/2019
85201153394424549555,177459.83,,12/31/2019
4430542,6290,,12/31/2019
10761191764383907128,2002.775,1,12/31/2019
4353771,,,12/31/2019
0184441,,,12/31/2019
0236899,,,12/31/2019
4388522,,,12/31/2019
85201152363574686402,,,12/31/2019
4316921,6572.565,,12/31/2019
10751183236391521518,,,12/31/2019
85101111025665282309,81212.35,,12/31/2019
4420225,,,12/31/2019
4396431,2617.4,,12/31/2019
85202103794813464532,11983.405,,12/31/2019
85101112115286361487,53424.47,2,12/31/2019
0075909,231522.49,,12/31/2019
85101150494067224718,,,12/31/2019
85201110475025857046,,,12/31/2019
85102110936405496997,,,12/31/2019
85201161964867679194,333583.77,,12/31/2019
4375438,,,12/31/2019
0339970,504000,,12/31/2019
0340627,21998.24,,12/31/2019
85201132593645929324,,,12/31/2019
4417033,,,12/31/2019
4408078,,,12/31/2019
1281641,,,12/31/2019
4326285,,,12/31/2019
4473911,,,12/31/2019
85101122093439456065,1709670.57,1,12/31/2019
4461299,,,12/31/2019
85101153695537493988,13982.22,,12/31/2019
10761173263952049871,,,12/31/2019
4322086,,,12/31/2019
85202161864292887085,,,12/31/2019
0257277,,,12/31/2019
85102131633407097442,,,12/31/2019
4312593,,,12/31/2019
0297673,125456.22,,12/31/2019
4440517,,,12/31/2019
85202171455580866976,3638.15,1,12/31/2019
0095443,7663.83,1,12/31/2019
00872121366894980905,4128.82,1,12/31/2019
85102111143483378918,21.95,,12/31/2019
0093414,1659053.95,,12/31/2019
0099684,1459867.065,2,12/31/2019
4338040,180.99,,12/31/2019
4339187,392136.51,,12/31/2019
85102130206617429396,,,12/31/2019
10751172964622298706,1687.99,,12/31/2019
4337188,,,12/31/2019
4400743,516347.08,1,12/31/2019
4427121,,,12/31/2019
4491666,,,12/31/2019
10751192923751602686,,,12/31/2019
85202112325689497793,747272.13,1,12/31/2019
10751171874339084284,20442.825,1,12/31/2019
10751193023516529910,361.475,1,12/31/2019
85202162855370414332,,,12/31/2019
85202153494210770887,403742.56,1,12/31/2019
85201103794286378006,26022.99,1,12/31/2019
85201111035602977744,49.9,,12/31/2019
00872173274025060390,7284,1,12/31/2019
4436111,18730.19,1,12/31/2019
4491920,,,12/31/2019
85201160605833282021,,,12/31/2019
4408620,49500,,12/31/2019
85101141193743149797,,,12/31/2019
85102142065811280059,2353579.105,2,12/31/2019
85201141025395547539,,,12/31/2019
4473507,,,12/31/2019
85201140353555884984,735.77,,12/31/2019
85101150752887947327,620171,,12/31/2019
6682784,,,12/31/2019
10751193085150447748,,,12/31/2019
10751173364943905723,10794,,12/31/2019
85101103794685866984,71727.61,2,12/31/2019
85202141944060013046,82205,1,12/31/2019
4306759,203972.5804,1,12/31/2019
0139039,104568.62,1,12/31/2019
10751180925010888287,,,12/31/2019
85201133314280102920,,,12/31/2019
4380314,,,12/31/2019
0360063,69913,,12/31/2019
4480800,454.72,,12/31/2019
4481801,82591.19,,12/31/2019
10751183613965485703,3444.66,,12/31/2019
85101120654190307489,,,12/31/2019
0344451,,,12/31/2019
4387199,,,12/31/2019
4302617,,,12/31/2019
10751182805066167337,593966.06,2,12/31/2019
85101171195609775334,,,12/31/2019
0120187,146193.09,,12/31/2019
10751183266005885048,,,12/31/2019
85202151153277597010,150632.23,2,12/31/2019
0295636,133875.18,1,12/31/2019
85102111763716075987,,,12/31/2019
0357922,162.43,1,12/31/2019
0111914,,,12/31/2019
85101151334062961786,35895.6,,12/31/2019
4495346,,,12/31/2019
4448138,,,12/31/2019
4377784,469647.78,,12/31/2019
0327060,5811.91,,12/31/2019
85201133265930844252,80040.72,,12/31/2019
0156079,38067.98,,12/31/2019
85101111365229370054,,,12/31/2019
0232545,3425216.184,,12/31/2019
0232890,,,12/31/2019
4338311,,,12/31/2019
4386629,,,12/31/2019
4320114,,,12/31/2019
0067754,76163.03,2,12/31/2019
4458441,,,12/31/2019
4467335,,,12/31/2019
4443258,,,12/31/2019
85101131495829208174,25278.915,1,12/31/2019
0062402,2659393.85,,12/31/2019
4475697,741.225,,12/31/2019
4316888,4687194.15,2,12/31/2019
4490711,1697.17,,12/31/2019
0211827,,,12/31/2019
10761190986821111519,387.76,1,12/31/2019
10751190985310331747,,,12/31/2019
85102140088582095650,346500,1,12/31/2019
4361028,4236.55,,12/31/2019
4400535,,,12/31/2019
0071024,,,12/31/2019
85102132173359536123,86314.76,2,12/31/2019
85102133705652755714,,,12/31/2019
85201132104915766684,,,12/31/2019
0341119,,,12/31/2019
0342145,4439563.015,,12/31/2019
0025009,,,12/31/2019
85201170913172370613,,,12/31/2019
4300757,,,12/31/2019
10751191183763259600,37500,1,12/31/2019
4361476,105486.79,2,12/31/2019
0355876,1092133.445,5,12/31/2019
