CONTACT_ID,sales_12M,new_Fund_added_12M,refresh_date
85201153375523414694,,,12/31/2019
85201111724969905826,,,12/31/2019
4480054,38173,1,12/31/2019
85101171025404358699,,,12/31/2019
4395207,708000,,12/31/2019
4392924,,,12/31/2019
85101152784258216457,1383.75,1,12/31/2019
85202151386194599981,15876,,12/31/2019
4487764,,,12/31/2019
4329396,211825.1161,1,12/31/2019
4426324,,,12/31/2019
4348309,99632.07642,,12/31/2019
0256620,5650.45,1,12/31/2019
0137296,,,12/31/2019
4357895,13518.77,,12/31/2019
4475833,397320,1,12/31/2019
0345736,499653.5972,,12/31/2019
0355354,141229,,12/31/2019
85102110734957580313,,,12/31/2019
0296363,,,12/31/2019
10751180595899264105,194722.6834,,12/31/2019
4474683,,,12/31/2019
85202150585563116663,680,1,12/31/2019
0328129,525.755,,12/31/2019
85202122743644414532,,,12/31/2019
4458518,,,12/31/2019
10751171754300970371,10532.21,,12/31/2019
4354343,,,12/31/2019
10761192204983035286,4375.25,1,12/31/2019
0283285,,,12/31/2019
4352808,1500000,1,12/31/2019
0298370,113494.7,2,12/31/2019
85101141204798588923,2.456421,1,12/31/2019
1332311,2081.515,1,12/31/2019
4320736,,,12/31/2019
85102150415937783515,,,12/31/2019
10751182103784975067,266819.83,,12/31/2019
0032624,,,12/31/2019
85201130682776700766,,,12/31/2019
85202142373439610076,218.05,1,12/31/2019
85201152274152942253,,,12/31/2019
85201152584032690702,,,12/31/2019
85202111474542078472,750051.8,,12/31/2019
0127842,,,12/31/2019
10761182113924160132,60333.86,,12/31/2019
4496899,,,12/31/2019
4345204,292.81,1,12/31/2019
10751173595115770689,522.03,,12/31/2019
0188973,44420.92,1,12/31/2019
0195723,5057.78,,12/31/2019
10761172326971431365,424225.175,4,12/31/2019
0310030,,,12/31/2019
85201122113443224768,1008280,,12/31/2019
85201153155415070655,200000,2,12/31/2019
10751183404312040280,4906.37,2,12/31/2019
4460965,,,12/31/2019
0300395,,,12/31/2019
0302320,,,12/31/2019
4487675,535100,,12/31/2019
0281638,80000,,12/31/2019
10751180985515611900,,,12/31/2019
0321703,,,12/31/2019
85201131665171350441,,,12/31/2019
85102141703838855803,57872.41,,12/31/2019
85102152775663438563,201545.7334,1,12/31/2019
0048011,,,12/31/2019
85102112345432781928,,,12/31/2019
85102141933866020947,,,12/31/2019
85201140523379459042,264238.31,1,12/31/2019
4324401,,,12/31/2019
85102130584039592275,,,12/31/2019
0042258,90.63,1,12/31/2019
85101122034684362814,182579.4747,2,12/31/2019
4332802,1345985.889,2,12/31/2019
4410789,874856.2,9,12/31/2019
85101121205126693720,514.8,,12/31/2019
85102111146029933415,31415.62,,12/31/2019
4405305,52743.95,2,12/31/2019
1117969,9986.64,,12/31/2019
10751180252986258635,1077064.94,1,12/31/2019
4437115,8451.16,,12/31/2019
85101122323972248795,,,12/31/2019
4330636,29700,,12/31/2019
4486818,2839.02,1,12/31/2019
0260125,1009.38,,12/31/2019
10751182464047221207,,,12/31/2019
85201133093602887450,,,12/31/2019
0939603,26.125,1,12/31/2019
0259694,,,12/31/2019
00872152306267383382,25657,,12/31/2019
4439754,,,12/31/2019
10751171733745930014,25204.78,,12/31/2019
4497528,,,12/31/2019
4460974,6763600.13,4,12/31/2019
10751173343940543012,,,12/31/2019
10761191623857697357,180858.9712,1,12/31/2019
0338940,,,12/31/2019
85102140053913901655,,,12/31/2019
10761181795960381606,1688.75,1,12/31/2019
4461881,,,12/31/2019
4491079,,,12/31/2019
4313485,7620514.116,1,12/31/2019
1187624,124564.434,1,12/31/2019
0302554,541931.2842,1,12/31/2019
85202130516095574361,,,12/31/2019
85201111833549575810,229277.4033,1,12/31/2019
85101123354247277241,271559.24,,12/31/2019
4480998,,,12/31/2019
4364256,1275.45,,12/31/2019
4358825,700532.48,,12/31/2019
0361418,,,12/31/2019
0288313,,,12/31/2019
85102132793446301481,,,12/31/2019
00872121366840729502,,,12/31/2019
85102112313545748957,911786.3699,2,12/31/2019
4353658,478731.86,,12/31/2019
85101130693854278296,349028.39,,12/31/2019
85201161515093756435,,,12/31/2019
85101143675893655191,45000,,12/31/2019
85102141725296541537,513.99,,12/31/2019
85102162524167204871,12872.31,,12/31/2019
0046422,27010.19,1,12/31/2019
85201120723175301706,8744.84,1,12/31/2019
85202141174572827509,,,12/31/2019
10751200084443237821,,,12/31/2019
85201140434196555125,74282.76962,1,12/31/2019
4467025,,,12/31/2019
4460844,4973.05,,12/31/2019
4471158,14605.21,,12/31/2019
85102161143959557407,,,12/31/2019
0248349,5148,,12/31/2019
0248186,4819.566,,12/31/2019
85101143234758144090,1000209.58,1,12/31/2019
85101132165414943593,,,12/31/2019
85202150874231430557,93152.38,,12/31/2019
0028189,967.165,,12/31/2019
85102160744177542829,,,12/31/2019
85202140915010825176,,,12/31/2019
85201141233889238802,212.28,,12/31/2019
10751172624550293678,3687.65,,12/31/2019
0089797,,,12/31/2019
85102131353373240691,,,12/31/2019
4426105,,,12/31/2019
0092109,,,12/31/2019
85201110265340471308,,,12/31/2019
0351020,,,12/31/2019
4450343,,,12/31/2019
0128140,194739.345,1,12/31/2019
4412300,42032.98492,1,12/31/2019
4496309,,,12/31/2019
4497045,,,12/31/2019
85202111004631887812,,,12/31/2019
85202111334299329966,38422.01,,12/31/2019
4350396,45148.3,1,12/31/2019
4323847,1014.465,,12/31/2019
0343030,,,12/31/2019
85101150732987826592,,,12/31/2019
85102151255114750311,162100,,12/31/2019
0276570,,,12/31/2019
10751173074392948023,2336,,12/31/2019
85201121315169276148,,,12/31/2019
85202160735737940382,,,12/31/2019
0355004,76275,,12/31/2019
4421123,,,12/31/2019
4471913,801379.8663,3,12/31/2019
10751192713223954448,947,1,12/31/2019
10751173143749803669,,,12/31/2019
4358529,,,12/31/2019
85102170385064448427,112034.2655,1,12/31/2019
85102162114315924008,,,12/31/2019
0350840,,,12/31/2019
85202112114991510835,8926.185,,12/31/2019
4319368,,,12/31/2019
4428317,,,12/31/2019
4471072,1210611.11,,12/31/2019
85102162613966031685,27922.5,,12/31/2019
4373404,9041.873932,2,12/31/2019
85102122014876206001,,,12/31/2019
0223366,,,12/31/2019
10751190162892260793,115.83983,1,12/31/2019
0016579,,,12/31/2019
0176886,,,12/31/2019
85101160995364573686,12363.4,2,12/31/2019
85102153382971179817,,,12/31/2019
4407203,,,12/31/2019
10751193554764704007,24753.82978,1,12/31/2019
85102110963584972930,15555,,12/31/2019
85201143095869854555,11116.49,1,12/31/2019
4436105,78239.36,,12/31/2019
4339368,3635.239964,,12/31/2019
0052029,,,12/31/2019
85102140302853940164,372088.685,,12/31/2019
10761183133735138471,1435.86,,12/31/2019
0023605,2660.42,,12/31/2019
85102160844211306766,16612.98193,1,12/31/2019
85202150585911291147,165637.28,1,12/31/2019
0347139,,,12/31/2019
85102153494063431241,,,12/31/2019
4448319,4118797.585,,12/31/2019
4388071,245.4,1,12/31/2019
4464883,,,12/31/2019
4468487,7845,1,12/31/2019
4353173,,,12/31/2019
4469078,,,12/31/2019
10751200135218805939,2061.5,3,12/31/2019
85102131294895150644,227292.3278,2,12/31/2019
85201161134556637502,,,12/31/2019
85101132294571862554,,,12/31/2019
85102131193223036850,,,12/31/2019
85201140213259967483,13986.03,,12/31/2019
0122599,,,12/31/2019
10761180033867711014,66907,,12/31/2019
0020070,200000,,12/31/2019
10751192066083422503,,,12/31/2019
4302656,25000,1,12/31/2019
4317447,,,12/31/2019
85202110995886600590,335.73,1,12/31/2019
0147233,2729823.785,1,12/31/2019
0050366,21171.84,,12/31/2019
0040589,,,12/31/2019
4379236,10200,1,12/31/2019
1165851,602738.125,1,12/31/2019
0319742,,,12/31/2019
4320902,,,12/31/2019
4321270,,,12/31/2019
0355308,379.7,,12/31/2019
0291789,129693.49,,12/31/2019
85202170704173373877,33260,,12/31/2019
0233281,505337.5245,2,12/31/2019
85102132435399624016,,,12/31/2019
85102142504242657358,,,12/31/2019
4414192,,,12/31/2019
85202133565073983413,41281,1,12/31/2019
85101120645646198419,12299,1,12/31/2019
10751183494499355901,24700.81,2,12/31/2019
0272214,,,12/31/2019
85201140584728421730,,,12/31/2019
4403761,,,12/31/2019
4404555,1562514.804,5,12/31/2019
10751182593875339374,150329.0202,1,12/31/2019
10751182603953250913,271.41,1,12/31/2019
00872152306267584887,105783,,12/31/2019
4475558,,,12/31/2019
85102140453300259348,,,12/31/2019
4353864,71893.95267,,12/31/2019
10751190964701019894,,,12/31/2019
85201122514023656267,,,12/31/2019
85101132734215387906,,,12/31/2019
4416911,11927,,12/31/2019
85101141253614596070,661.14,,12/31/2019
85101160283690244249,,,12/31/2019
4491200,,,12/31/2019
4368905,,,12/31/2019
85202123096934315268,,,12/31/2019
85202123353699687291,,,12/31/2019
10761180294123254315,,,12/31/2019
85202160205075740636,,,12/31/2019
4413562,,,12/31/2019
85101113365087514002,,,12/31/2019
0201163,24040.17,,12/31/2019
0108636,8819.05,,12/31/2019
85101161083457496633,,,12/31/2019
85101142284074423163,30127.93,2,12/31/2019
4356637,,,12/31/2019
4356950,,,12/31/2019
4317951,523262.5013,1,12/31/2019
0294633,,,12/31/2019
0268860,63994.5,1,12/31/2019
4326937,,,12/31/2019
85201123346045465179,7374,,12/31/2019
4446875,,,12/31/2019
4463292,,,12/31/2019
85101123554181885343,,,12/31/2019
4438042,,,12/31/2019
85201120043935408652,,,12/31/2019
85201120293861252025,,,12/31/2019
10751173355185561042,,,12/31/2019
85201121585317868969,,,12/31/2019
0039373,59948.55,1,12/31/2019
0295141,3578.73,,12/31/2019
85202150863510512331,6273.2,1,12/31/2019
85202151474394677523,71.88,,12/31/2019
0052688,,,12/31/2019
4358057,,,12/31/2019
4358897,26117.49,1,12/31/2019
85201151033883123655,420000,1,12/31/2019
85101140534814812530,71331.35,1,12/31/2019
4481378,,,12/31/2019
4497316,,,12/31/2019
4436170,,,12/31/2019
85202120473816075403,981.516264,1,12/31/2019
0281009,83172.61,,12/31/2019
85202112173836776647,244847.25,,12/31/2019
4449012,6750,,12/31/2019
4396954,,,12/31/2019
4343175,384703.865,,12/31/2019
85102112484100764842,805.365,1,12/31/2019
10751173205291896666,,,12/31/2019
85101152055550344151,502844.63,,12/31/2019
4424400,,,12/31/2019
00872152564646878913,4702,,12/31/2019
4455041,56556.215,,12/31/2019
4433795,53165.965,1,12/31/2019
4339510,,,12/31/2019
4351979,9000,1,12/31/2019
85202152852899984322,339352.23,1,12/31/2019
0349598,19.988001,,12/31/2019
4351738,,,12/31/2019
10761182325089481171,,,12/31/2019
4481617,,,12/31/2019
4481991,8894.4,,12/31/2019
6675159,1355008.81,,12/31/2019
0357888,,,12/31/2019
10761181774115020170,22420.74,2,12/31/2019
85202112313393367488,10126.99,,12/31/2019
10751183633109676939,,,12/31/2019
00872121345034585122,,,12/31/2019
4344566,,,12/31/2019
4361328,,,12/31/2019
0334991,,,12/31/2019
10761190684750629148,1655,5,12/31/2019
4455363,140.15,1,12/31/2019
4455910,1284368.43,1,12/31/2019
4300937,,,12/31/2019
4301961,1958.0075,2,12/31/2019
85201110105011214114,,,12/31/2019
0040082,66031.49,,12/31/2019
85201123633120314771,886256.365,2,12/31/2019
4443569,12491,,12/31/2019
4460101,132020.57,,12/31/2019
85202153354850043411,17721.28,1,12/31/2019
10761193317205956498,4975,,12/31/2019
0132366,294889,1,12/31/2019
85201112313737357743,,,12/31/2019
00872121345041209336,,,12/31/2019
85201113233444886713,,,12/31/2019
85202141754746083312,,,12/31/2019
00872173274024057007,16208,1,12/31/2019
4358967,398.3275,,12/31/2019
85201133084968185013,46730.64426,,12/31/2019
4342699,,,12/31/2019
4477865,,,12/31/2019
4462291,,,12/31/2019
85101122013384368107,28889,1,12/31/2019
10751173255460709170,114.08,,12/31/2019
4333151,,,12/31/2019
85101133395837591285,,,12/31/2019
4479825,146.97,1,12/31/2019
85202160325797767743,,,12/31/2019
0048183,,,12/31/2019
0330330,152879.53,11,12/31/2019
4398862,,,12/31/2019
85102151035236258151,,,12/31/2019
85102133815817157953,6907,,12/31/2019
4499605,,,12/31/2019
85101111503943789046,1755.957158,1,12/31/2019
85102112463500346253,155638.5,,12/31/2019
85102162573492031347,,,12/31/2019
85202132395779733698,6.93,,12/31/2019
4358842,,,12/31/2019
4339924,32853.53,,12/31/2019
85201142893328524573,1808,1,12/31/2019
85102122994757157928,69465.375,,12/31/2019
0210168,,,12/31/2019
85202143683023907352,1527.29,1,12/31/2019
4316668,314961.3798,1,12/31/2019
0283315,6033.275,,12/31/2019
85101132073270476662,119058.105,1,12/31/2019
4459343,12426.83,,12/31/2019
4429241,771975,1,12/31/2019
0284731,36072,1,12/31/2019
85102112243418224018,50500,,12/31/2019
85202121565460282265,,,12/31/2019
4330080,,,12/31/2019
4330341,,,12/31/2019
85201130153621889867,,,12/31/2019
4437567,56668.96,3,12/31/2019
4440260,118.74,,12/31/2019
85201133273480187873,,,12/31/2019
10751180084700130140,,,12/31/2019
4428772,9162755.365,,12/31/2019
4446585,,,12/31/2019
4440912,42841.26,2,12/31/2019
85102140814594797597,18847.32,1,12/31/2019
0309392,19420.0875,1,12/31/2019
4447573,373066.675,2,12/31/2019
10751192725160156350,2255.28,1,12/31/2019
4489265,,,12/31/2019
0275500,44513.2,,12/31/2019
4357988,,,12/31/2019
4393590,1124.53,1,12/31/2019
85101162133172595418,,,12/31/2019
4355746,,,12/31/2019
85102141404817958612,,,12/31/2019
0039084,74996.75,,12/31/2019
4301867,,,12/31/2019
4314571,24192.47,,12/31/2019
85101111063334835233,222.995,,12/31/2019
10761192313963557245,21022.29,2,12/31/2019
85101152083263121768,,,12/31/2019
0819441,,,12/31/2019
4462661,,,12/31/2019
4426899,22419,1,12/31/2019
10751192003747722073,,,12/31/2019
4479247,,,12/31/2019
4467844,48240.8721,,12/31/2019
4414090,,,12/31/2019
0004625,,,12/31/2019
85101161357975959543,78.07,1,12/31/2019
85101171456008723094,,,12/31/2019
0339825,,,12/31/2019
4333472,,,12/31/2019
85201140053873295405,,,12/31/2019
00872152306268389336,37534,,12/31/2019
4349405,18417170.47,2,12/31/2019
0023559,1920321.37,1,12/31/2019
4500129,0,,12/31/2019
85102162546136094486,2621796.87,1,12/31/2019
1327444,,,12/31/2019
4496516,13539141.1,15,12/31/2019
85102161363713010073,,,12/31/2019
85202120224138994707,979.79,,12/31/2019
4432370,69743.22564,,12/31/2019
0332828,,,12/31/2019
4403001,,,12/31/2019
4310664,,,12/31/2019
4311192,,,12/31/2019
10751182925344702441,341342.35,4,12/31/2019
4311569,1951056.67,3,12/31/2019
4428706,,,12/31/2019
0311302,,,12/31/2019
10751172105535112849,12434.6,,12/31/2019
85101113794867331602,165505.33,2,12/31/2019
4326612,156639,,12/31/2019
4341188,470092.03,1,12/31/2019
85102112193682811292,1514.425,1,12/31/2019
4310943,475058,,12/31/2019
4383867,,,12/31/2019
00872121366839926863,,,12/31/2019
85202162994666303286,,,12/31/2019
00872163603936190717,215795.95,5,12/31/2019
4414854,,,12/31/2019
4344274,600205.6089,1,12/31/2019
0342006,,,12/31/2019
4400686,24396.47,,12/31/2019
4437169,,,12/31/2019
4469590,37512.83,,12/31/2019
4469168,1668.795038,,12/31/2019
4492605,,,12/31/2019
0202649,75000,,12/31/2019
85102113823920522746,63852.35,1,12/31/2019
4352526,,,12/31/2019
4478172,1725453.285,1,12/31/2019
4495024,,,12/31/2019
85202112835444273093,99404.445,5,12/31/2019
4345359,9106.67,,12/31/2019
0174545,662964.65,1,12/31/2019
10751191714636156062,,,12/31/2019
4344596,92499.03,1,12/31/2019
4499761,,,12/31/2019
0052776,185707.3785,1,12/31/2019
4363782,,,12/31/2019
85201112933630016001,,,12/31/2019
1756717,7793.495,1,12/31/2019
85201150563659401387,10603,1,12/31/2019
10761173355571710293,1537232.9,2,12/31/2019
0013722,1843.08,1,12/31/2019
4364968,,,12/31/2019
10761173345119584381,10436.37,,12/31/2019
4487223,,,12/31/2019
0072495,,,12/31/2019
4303568,405950,1,12/31/2019
4373364,1004679.015,1,12/31/2019
4455683,,,12/31/2019
0066751,,,12/31/2019
4472871,146698.97,,12/31/2019
85102120343570352892,7930,1,12/31/2019
4398232,1856.24,,12/31/2019
10751181223681746078,,,12/31/2019
85202132515070374159,10316,1,12/31/2019
0349051,13000,,12/31/2019
10751172093933004183,,,12/31/2019
10761183795022912634,,,12/31/2019
4476853,,,12/31/2019
4364642,,,12/31/2019
0273328,98858.59701,,12/31/2019
85102143224489735004,104539.3352,2,12/31/2019
85201112115222075863,,,12/31/2019
85102120655624673550,111172.55,,12/31/2019
4378623,1467162.24,4,12/31/2019
4375332,565209.99,2,12/31/2019
4435342,98978.775,1,12/31/2019
4337376,37384.98,1,12/31/2019
85101131844063919054,76734.29,,12/31/2019
4335752,,,12/31/2019
1775857,,,12/31/2019
85101142503431111338,5130.17,1,12/31/2019
85201112394391399746,,,12/31/2019
1625888,,,12/31/2019
85101121444901078088,13328.49,,12/31/2019
4450647,,,12/31/2019
10751190202664828245,211264.96,3,12/31/2019
0306880,,,12/31/2019
85201141127021083795,,,12/31/2019
00872121345059376943,,,12/31/2019
0358454,53664.73,,12/31/2019
4403575,,,12/31/2019
4307066,298359.91,,12/31/2019
4319924,58061.43,,12/31/2019
4427912,1056.08,,12/31/2019
85101140264269479497,,,12/31/2019
10751182155288394008,,,12/31/2019
85101113123948421620,993.2,,12/31/2019
0053492,,,12/31/2019
0044863,3182500,,12/31/2019
00872173274025260849,,,12/31/2019
85101171064009116773,10965,2,12/31/2019
85102151423804460053,,,12/31/2019
4339200,146709.77,,12/31/2019
1349638,,,12/31/2019
4309502,,,12/31/2019
0355956,108569.45,,12/31/2019
10761171814211734676,,,12/31/2019
4394185,,,12/31/2019
85101151193168527333,,,12/31/2019
10751181315573951271,,,12/31/2019
85201112574374865002,,,12/31/2019
4389449,1957.25,1,12/31/2019
0333924,,,12/31/2019
85101110705792449456,59945.19,1,12/31/2019
4349580,,,12/31/2019
85102150215912678805,213738.06,,12/31/2019
4322170,,,12/31/2019
4322572,,,12/31/2019
4302038,,,12/31/2019
10751172314077852090,,,12/31/2019
4488186,,,12/31/2019
4325627,,,12/31/2019
10751183346782228763,1218.03,1,12/31/2019
0286386,1000058.5,1,12/31/2019
85202112313518475826,9471.28,1,12/31/2019
4365849,,,12/31/2019
4366649,807030,1,12/31/2019
00872121345054258528,,,12/31/2019
0275523,,,12/31/2019
0321190,,,12/31/2019
4489919,26459.35,1,12/31/2019
4448965,,,12/31/2019
4392307,,,12/31/2019
4330434,87803.18,,12/31/2019
4472294,18746,1,12/31/2019
85201110235061228415,,,12/31/2019
85102113133410842906,1501.09,,12/31/2019
10761172185239948488,151711.1879,1,12/31/2019
0133418,,,12/31/2019
0158461,696171.78,1,12/31/2019
4341162,,,12/31/2019
85201152435852784929,3111563.54,2,12/31/2019
4346394,42517.29,2,12/31/2019
4416324,,,12/31/2019
0148646,5272.77,,12/31/2019
4342324,,,12/31/2019
10751173584993011629,,,12/31/2019
0275997,,,12/31/2019
4424528,70804.5,,12/31/2019
85101112254504500141,62833.28916,,12/31/2019
0319647,490310.705,1,12/31/2019
0334532,28161.87,,12/31/2019
0280892,,,12/31/2019
4480110,601676.07,3,12/31/2019
4452847,20565.18,,12/31/2019
85201112245516604147,10684.6,,12/31/2019
4321540,,,12/31/2019
4468902,7906.47,,12/31/2019
4464503,101306,,12/31/2019
4489445,,,12/31/2019
4454384,,,12/31/2019
0288003,,,12/31/2019
10751172164458491736,,,12/31/2019
85202111094823873932,1845542.33,,12/31/2019
0289251,,,12/31/2019
85102133695118803045,,,12/31/2019
10751192145680939780,269.15,1,12/31/2019
0357309,10544.13,1,12/31/2019
85102122083673883030,,,12/31/2019
85101112115731481570,15000,5,12/31/2019
0165137,443381,,12/31/2019
0175356,,,12/31/2019
0039388,538779.515,2,12/31/2019
0101396,1044944.873,,12/31/2019
0283529,10056.36,,12/31/2019
0029281,,,12/31/2019
4474219,125700.48,2,12/31/2019
85102110863909756698,9428.27,,12/31/2019
4490523,,,12/31/2019
10761190695567494658,122.01,1,12/31/2019
85202131284737909407,,,12/31/2019
85102143524232182237,,,12/31/2019
0075384,,,12/31/2019
85102111013794807301,,,12/31/2019
0279667,,,12/31/2019
10761193335942537990,13637.17,1,12/31/2019
4441290,401014.6279,,12/31/2019
85101171123986425141,,,12/31/2019
4395713,,,12/31/2019
0349809,191.5,,12/31/2019
4418500,186.67,,12/31/2019
4420033,110587.03,11,12/31/2019
4490951,,,12/31/2019
4383581,,,12/31/2019
10761171715762396767,68404.05,,12/31/2019
4420359,,,12/31/2019
4421758,750013,,12/31/2019
00872152306255724589,46359,1,12/31/2019
10761172445224540203,2578.09,1,12/31/2019
4409542,,,12/31/2019
4385076,2524.96,1,12/31/2019
85101110546380434243,3136213.11,,12/31/2019
4392690,,,12/31/2019
4390222,,,12/31/2019
4490464,1154.43,,12/31/2019
4328932,,,12/31/2019
0080487,2005.34,1,12/31/2019
4469698,,,12/31/2019
10751191115135292355,33048,,12/31/2019
10751192745638008190,275000,1,12/31/2019
85101161323484959500,,,12/31/2019
0353768,,,12/31/2019
0117928,376213.2,,12/31/2019
4480567,2947149.063,,12/31/2019
4331182,286549.4794,2,12/31/2019
4320642,177587.3189,1,12/31/2019
4425715,,,12/31/2019
85101110243177831415,106081,1,12/31/2019
85201111725425949959,442.58,,12/31/2019
4310024,,,12/31/2019
4461331,,,12/31/2019
00872121366882043494,2324.58,1,12/31/2019
4454533,1790362.06,,12/31/2019
0024032,768,1,12/31/2019
0031200,45474.69,1,12/31/2019
00872121366902594717,3455.74,,12/31/2019
00872152306249492911,,,12/31/2019
10751181725218552086,1741.925,1,12/31/2019
4500320,,,12/31/2019
4368431,317103,,12/31/2019
4369020,29341.3152,1,12/31/2019
85101160914958173765,,,12/31/2019
4327023,,,12/31/2019
85202152116115200028,,,12/31/2019
4383392,,,12/31/2019
4434775,1077818.015,,12/31/2019
0075694,343.46,1,12/31/2019
0077492,1707.785,,12/31/2019
4345882,,,12/31/2019
10751180074595992722,285.18,,12/31/2019
4393464,,,12/31/2019
10751180725433216327,10362,,12/31/2019
10751180513503143805,140.18,1,12/31/2019
4457835,55000,,12/31/2019
85201153603392746635,,,12/31/2019
0232160,816000.02,,12/31/2019
0343348,,,12/31/2019
0177702,,,12/31/2019
4378276,,,12/31/2019
00872163603934986161,53535.185,1,12/31/2019
4315213,,,12/31/2019
4351059,1365600.42,1,12/31/2019
0297821,1253869,5,12/31/2019
85201170105544596022,,,12/31/2019
0128928,,,12/31/2019
85101160864089885482,1319.71,1,12/31/2019
4499950,,,12/31/2019
10761182793544811356,,,12/31/2019
0299880,332568.435,,12/31/2019
4456589,2287.16,,12/31/2019
4371110,13034.4,1,12/31/2019
85101121155704250102,,,12/31/2019
85101121793296383064,,,12/31/2019
85202131853974096033,,,12/31/2019
4366491,21434.57,1,12/31/2019
4435753,308163.23,1,12/31/2019
85202153313927478053,16075.6956,1,12/31/2019
4441064,,,12/31/2019
10751193293818070839,11617.97,1,12/31/2019
10751173584579752803,,,12/31/2019
0167626,4434.67,,12/31/2019
0315549,,,12/31/2019
4360325,351706.19,,12/31/2019
4398068,772316.0946,,12/31/2019
4343814,,,12/31/2019
0338732,,,12/31/2019
85102132155451144594,,,12/31/2019
85101151174383130022,,,12/31/2019
85202141633058328127,,,12/31/2019
85201140974921844938,1698750,3,12/31/2019
0326932,,,12/31/2019
4331514,1443.33,,12/31/2019
0220919,3675599.46,,12/31/2019
85201152563633831219,,,12/31/2019
10751200494659650891,,,12/31/2019
0308902,304559.7,,12/31/2019
85202131123554401979,63951.17,,12/31/2019
0533000,8293.59,,12/31/2019
0010412,,,12/31/2019
85102160034252781024,977262.4428,3,12/31/2019
85201120413674902934,,,12/31/2019
0215460,,,12/31/2019
4359083,171185.55,,12/31/2019
0000657,,,12/31/2019
10761171745850877650,28071.65,,12/31/2019
0359973,597614.94,2,12/31/2019
85102113123829741974,,,12/31/2019
85101150813290918198,,,12/31/2019
10761192884744982624,,,12/31/2019
0277456,150000,,12/31/2019
0344649,,,12/31/2019
4470947,69.883974,,12/31/2019
0291366,,,12/31/2019
4434666,,,12/31/2019
0355337,,,12/31/2019
85201123254477910284,,,12/31/2019
0356021,,,12/31/2019
85102140274873540392,278576.16,1,12/31/2019
4457674,74957,,12/31/2019
85202142975692806150,,,12/31/2019
85202162673848917487,3015.17,,12/31/2019
4359333,138000,,12/31/2019
4447512,237.49,,12/31/2019
4375808,61.68,,12/31/2019
0955948,5442783.067,1,12/31/2019
1766104,,,12/31/2019
10751191585100931380,9166,,12/31/2019
85202170543793354965,7154.2,1,12/31/2019
85101162164216724999,243985.06,,12/31/2019
4351760,,,12/31/2019
4306665,,,12/31/2019
4340034,680,,12/31/2019
4387294,125847.91,,12/31/2019
85201123724024680306,1106.275,,12/31/2019
85202123135199477811,,,12/31/2019
85201160284640423198,1674.4,,12/31/2019
4373482,,,12/31/2019
4402790,3705019.359,1,12/31/2019
4439275,,,12/31/2019
0238102,,,12/31/2019
85202133234781377522,1245619.95,1,12/31/2019
85202163573650062544,,,12/31/2019
4387450,776270,1,12/31/2019
85101170526240519110,2646.73,2,12/31/2019
10761192615613935745,,,12/31/2019
85102113705749234255,62353.07,3,12/31/2019
85201140534896935913,48322.4,,12/31/2019
4466312,7501.8,,12/31/2019
4433232,,,12/31/2019
85102110965283675268,171215.05,2,12/31/2019
0137836,,,12/31/2019
85202141935535299190,,,12/31/2019
85102121454165977045,15709.32,,12/31/2019
85101140804153820525,2921.76,,12/31/2019
85202110464204360008,1620564.97,,12/31/2019
85201133334780301107,68809.91,1,12/31/2019
0054303,2620686.23,,12/31/2019
4404223,,,12/31/2019
4458879,4799404.541,,12/31/2019
85101130834955852520,,,12/31/2019
4489977,,,12/31/2019
4490069,12841.58,1,12/31/2019
4357580,768565.6,1,12/31/2019
4358559,,,12/31/2019
85202120385421831358,,,12/31/2019
10751180253436927537,121677.81,3,12/31/2019
4470170,,,12/31/2019
85202142635674877530,823359.9241,8,12/31/2019
0319531,11654.99387,2,12/31/2019
10761181045352440365,,,12/31/2019
85202150494240242933,6000,1,12/31/2019
4363161,,,12/31/2019
4416181,10344.44,1,12/31/2019
85202161243449289429,,,12/31/2019
4462472,663611.55,,12/31/2019
1672237,,,12/31/2019
85101123125030438414,,,12/31/2019
85202150887724002430,,,12/31/2019
85202113004047635598,2415.63,,12/31/2019
1647874,616872.3,,12/31/2019
4371992,,,12/31/2019
10751181135927932550,,,12/31/2019
0041780,,,12/31/2019
4470171,,,12/31/2019
10751173644130700964,42667.89,,12/31/2019
4457720,,,12/31/2019
4321285,,,12/31/2019
4430824,,,12/31/2019
0299241,474610.6909,2,12/31/2019
00872121366892975380,,,12/31/2019
85101121973065782807,,,12/31/2019
0044881,,,12/31/2019
10751173354952864472,,,12/31/2019
85102113354765641119,,,12/31/2019
85101142363198688066,463.3,,12/31/2019
85101130235680953035,117346,,12/31/2019
85102162484826617191,25871.89,1,12/31/2019
4355066,37724.99712,2,12/31/2019
0267622,4443.335,1,12/31/2019
0265243,,,12/31/2019
1772599,182087.7,1,12/31/2019
85202160655616217280,6666,1,12/31/2019
4332353,4000,1,12/31/2019
85201160923439253658,709431.574,4,12/31/2019
4473104,,,12/31/2019
4354803,57862.15345,,12/31/2019
0354421,27047,,12/31/2019
0030967,,,12/31/2019
10751181963910960042,593627.34,1,12/31/2019
85201130165552226589,408709.26,3,12/31/2019
4389551,,,12/31/2019
85201171205814130659,218862.64,2,12/31/2019
85102152195682319781,,,12/31/2019
85101162184164359667,,,12/31/2019
85102151815896908740,609460,,12/31/2019
85102151245350387915,46619.6325,3,12/31/2019
85102151773455590059,,,12/31/2019
10761172225283628551,404.54,,12/31/2019
